Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,7.3e-05,15.732957,[37 22] ; [42 89],[24.53157895 34.46842105] ; [54.46842105 76.53157895],1
a3,1,0.000781,11.284766,[50 12] ; [76 60],[39.45454545 22.54545455] ; [86.54545455 49.45454545],1
p2,1,0.003121,8.735384,[47 15] ; [73 63],[37.57575758 24.42424242] ; [82.42424242 53.57575758],0
b3,1,0.004556,8.04766,[20 14] ; [23 53],[13.29090909 20.70909091] ; [29.70909091 46.29090909],0
b2,1,0.004556,8.04766,[20 14] ; [23 53],[13.29090909 20.70909091] ; [29.70909091 46.29090909],0
r1,1,0.005422,7.733076,[47 13] ; [79 58],[38.37563452 21.62436548] ; [87.62436548 49.37563452],0
v3,1,0.019536,5.452893,[22 37] ; [ 28 104],[15.44502618 43.55497382] ; [34.55497382 97.44502618],0
a5,1,0.044872,4.02343,[42 20] ; [72 65],[35.51758794 26.48241206] ; [78.48241206 58.51758794],0
d3,1,0.091704,2.844212,[41 21] ; [72 63],[35.56345178 26.43654822] ; [77.43654822 57.56345178],0
r4,1,0.096594,2.760899,[48 14] ; [90 47],[42.99497487 19.00502513] ; [95.00502513 41.99497487],0
r2,1,0.101516,2.681562,[56  5] ; [112  23],[52.28571429  8.71428571] ; [115.71428571  19.28571429],0
r3,1,0.107582,2.58938,[53  7] ; [107  29],[48.97959184 11.02040816] ; [111.02040816  24.97959184],0
s5,1,0.119628,2.42218,[ 9 52] ; [ 10 122],[ 6.00518135 54.99481865] ; [ 12.99481865 119.00518135],0
p3,1,0.123014,2.378521,[16 45] ; [ 23 114],[12.01515152 48.98484848] ; [ 26.98484848 110.01515152],0
a4,1,0.126185,2.338821,[28 34] ; [46 90],[23.17171717 38.82828283] ; [50.82828283 85.17171717],0
s1,1,0.129974,2.292815,[ 4 57] ; [  3 132],[ 2.17857143 58.82142857] ; [  4.82142857 130.17857143],0
u1,1,0.138754,2.19172,[ 8 54] ; [  9 128],[ 5.29648241 56.70351759] ; [ 11.70351759 125.29648241],0
u3,1,0.149581,2.076521,[7 5] ; [22 39],[4.76712329 7.23287671] ; [24.23287671 36.76712329],0
s7,1,0.154278,2.029434,[12 46] ; [ 16 111],[ 8.77837838 49.22162162] ; [ 19.22162162 107.77837838],0
p11,1,0.177444,1.818898,[42 20] ; [79 58],[37.69849246 24.30150754] ; [83.30150754 53.69849246],0
p5,1,0.18336,1.77018,[ 2 60] ; [  1 135],[ 0.93939394 61.06060606] ; [  2.06060606 133.93939394],0
d4,1,0.21768,1.519603,[48 14] ; [93 42],[44.37563452 17.62436548] ; [96.62436548 38.37563452],0
n5,1,0.236631,1.400552,[40 21] ; [77 59],[36.2284264 24.7715736] ; [80.7715736 55.2284264],0
n3,1,0.2822,1.156463,[10  4] ; [30 24],[8.23529412 5.76470588] ; [31.76470588 22.23529412],0
a6,1,0.287593,1.130856,[42 20] ; [82 55],[38.63316583 23.36683417] ; [85.36683417 51.63316583],0
v4,1,0.291603,1.112205,[51  9] ; [106  29],[48.30769231 11.69230769] ; [108.69230769  26.30769231],0
s8,1,0.307196,1.042694,[10 52] ; [ 15 122],[ 7.78894472 54.21105528] ; [ 17.21105528 119.78894472],0
p10,1,0.321329,0.98353,[38 24] ; [72 62],[34.79591837 27.20408163] ; [75.20408163 58.79591837],0
p9,1,0.358778,0.842165,[40 21] ; [78 55],[37.10309278 23.89690722] ; [80.89690722 52.10309278],0
