Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,47.488831,[ 3 63] ; [60 46],[24.1744186 41.8255814] ; [38.8255814 67.1744186],1
d4,1,0.0,37.885048,[24 41] ; [88 18],[42.57309942 22.42690058] ; [69.42690058 36.57309942],1
a5,1,0.0,27.563375,[19 47] ; [74 32],[35.68604651 30.31395349] ; [57.31395349 48.68604651],1
a3,1,1.4e-05,18.918807,[24 41] ; [75 31],[37.63157895 27.36842105] ; [61.36842105 44.63157895],1
v2,1,3.5e-05,17.149324,[12 49] ; [55 50],[24.62048193 36.37951807] ; [42.37951807 62.62048193],1
a4,1,0.000118,14.818141,[13 52] ; [52 53],[24.85294118 40.14705882] ; [40.14705882 64.85294118],1
d3,1,0.000241,13.479899,[15 51] ; [54 52],[26.47674419 39.52325581] ; [42.52325581 63.47674419],1
d2,1,0.000748,11.365558,[17 49] ; [54 50],[27.56470588 38.43529412] ; [43.43529412 60.56470588],1
p10,1,0.000869,11.088462,[27 37] ; [71 33],[37.33333333 26.66666667] ; [60.66666667 43.33333333],1
p4,1,0.004794,7.955591,[17 48] ; [49 53],[25.68862275 39.31137725] ; [40.31137725 61.68862275],0
s7,1,0.00583,7.601995,[ 7 55] ; [30 70],[14.16049383 47.83950617] ; [22.83950617 77.16049383],0
s5,1,0.005854,7.594845,[10 54] ; [36 66],[17.73493976 46.26506024] ; [28.26506024 73.73493976],0
r4,1,0.00678,7.330275,[36 30] ; [79 27],[44.12790698 21.87209302] ; [70.87209302 35.12790698],0
r2,1,0.009513,6.723858,[48 18] ; [91 12],[54.28402367 11.71597633] ; [84.71597633 18.28402367],0
n4,1,0.01758,5.637504,[37 29] ; [78 28],[44.12790698 21.87209302] ; [70.87209302 35.12790698],0
p2,1,0.021716,5.26837,[38 28] ; [76 26],[44.78571429 21.21428571] ; [69.21428571 32.78571429],0
r3,1,0.02682,4.902349,[46 20] ; [89 17],[51.80232558 14.19767442] ; [83.19767442 22.80232558],0
r1,1,0.031431,4.629256,[32 34] ; [69 37],[38.75581395 27.24418605] ; [62.24418605 43.75581395],0
v4,1,0.031736,4.612687,[47 18] ; [90 15],[52.38235294 12.61764706] ; [84.61764706 20.38235294],0
n6,1,0.036137,4.390638,[39 26] ; [79 26],[45.11764706 19.88235294] ; [72.88235294 32.11764706],0
p3,1,0.03951,4.238817,[15 51] ; [39 64],[21.0887574 44.9112426] ; [32.9112426 70.0887574],0
v3,1,0.04322,4.086791,[10 54] ; [30 72],[15.42168675 48.57831325] ; [24.57831325 77.42168675],0
p9,1,0.048484,3.893128,[36 28] ; [74 30],[41.9047619 22.0952381] ; [68.0952381 35.9047619],0
s6,1,0.049065,3.873114,[20 45] ; [47 55],[26.07784431 38.92215569] ; [40.92215569 61.07784431],0
p11,1,0.05676,3.629608,[38 28] ; [76 30],[43.74418605 22.25581395] ; [70.25581395 35.74418605],0
p7,1,0.070668,3.267432,[27 38] ; [57 45],[32.69461078 32.30538922] ; [51.30538922 50.69461078],0
p6,1,0.0919,2.840781,[ 9 55] ; [25 75],[13.26829268 50.73170732] ; [20.73170732 79.26829268],0
p8,1,0.102838,2.660962,[17 49] ; [39 64],[21.86982249 44.13017751] ; [34.13017751 68.86982249],0
p1,1,0.140401,2.173561,[ 7 59] ; [  5 101],[ 4.60465116 61.39534884] ; [ 7.39534884 98.60465116],0
u1,1,0.180906,1.790163,[ 1 65] ; [  6 100],[ 2.68604651 63.31395349] ; [  4.31395349 101.68604651],0
a2,1,0.218311,1.515437,[ 2 64] ; [ 8 98],[ 3.8372093 62.1627907] ; [ 6.1627907 99.8372093],0
a1,1,0.254235,1.299879,[ 6 60] ; [  5 101],[ 4.22093023 61.77906977] ; [ 6.77906977 99.22093023],0
v1,1,0.294765,1.097727,[22 43] ; [44 61],[25.23529412 39.76470588] ; [40.76470588 64.23529412],0
s4,1,0.299358,1.077052,[ 9 57] ; [21 85],[11.51162791 54.48837209] ; [18.48837209 87.51162791],0
u2,1,0.314525,1.011577,[16 26] ; [15 15],[18.08333333 23.91666667] ; [12.91666667 17.08333333],0
u3,1,0.332732,0.938237,[13 29] ; [13 18],[14.95890411 27.04109589] ; [11.04109589 19.95890411],0
a8,1,0.342997,0.899199,[ 6 54] ; [ 6 95],[ 4.47204969 55.52795031] ; [ 7.52795031 93.47204969],0
n5,1,0.425079,0.636231,[42 23] ; [74 31],[44.35294118 20.64705882] ; [71.64705882 33.35294118],0
n1,1,0.445052,0.583221,[ 7 19] ; [13 23],[ 8.38709677 17.61290323] ; [11.61290323 24.38709677],0
