Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.025827,4.967575,[13 11] ; [1 8],[10.18181818 13.81818182] ; [3.81818182 5.18181818],0
a7,1,0.039218,4.251379,[ 9 15] ; [7 2],[11.63636364 12.36363636] ; [4.36363636 4.63636364],0
v1,1,0.049589,3.855288,[ 7 17] ; [6 3],[ 9.45454545 14.54545455] ; [3.54545455 5.45454545],0
d2,1,0.064517,3.417279,[14 10] ; [2 7],[11.63636364 12.36363636] ; [4.36363636 4.63636364],0
s1,1,0.108089,2.581944,[ 1 23] ; [2 7],[ 2.18181818 21.81818182] ; [0.81818182 8.18181818],0
b3,1,0.12182,2.393769,[10  9] ; [1 5],[ 8.36 10.64] ; [2.64 3.36],0
b2,1,0.12182,2.393769,[10  9] ; [1 5],[ 8.36 10.64] ; [2.64 3.36],0
p4,1,0.133975,2.245833,[ 9 15] ; [6 3],[10.90909091 13.09090909] ; [4.09090909 4.90909091],0
b1,1,0.150451,2.067669,[12 12] ; [7 2],[13.81818182 10.18181818] ; [5.18181818 3.81818182],0
b4,1,0.174986,1.839699,[19  5] ; [5 4],[17.45454545  6.54545455] ; [6.54545455 2.45454545],0
p11,1,0.279044,1.171739,[18  6] ; [5 4],[16.72727273  7.27272727] ; [6.27272727 2.72727273],0
p6,1,0.313787,1.014668,[ 6 17] ; [4 5],[ 7.1875 15.8125] ; [2.8125 6.1875],0
p8,1,0.313787,1.014668,[ 6 17] ; [4 5],[ 7.1875 15.8125] ; [2.8125 6.1875],0
s5,1,0.318005,0.997135,[ 7 16] ; [1 7],[ 5.93548387 17.06451613] ; [2.06451613 5.93548387],0
p3,1,0.349963,0.87359,[ 9 15] ; [5 4],[10.18181818 13.81818182] ; [3.81818182 5.18181818],0
s7,1,0.399075,0.711111,[10 14] ; [2 6],[ 9. 15.] ; [3. 5.],0
s2,1,0.407016,0.6875,[ 7 17] ; [4 5],[ 8. 16.] ; [3. 6.],0
a5,1,0.407016,0.6875,[15  9] ; [7 2],[16.  8.] ; [6. 3.],0
d5,1,0.407016,0.6875,[17  7] ; [5 4],[16.  8.] ; [6. 3.],0
a3,1,0.407016,0.6875,[17  7] ; [5 4],[16.  8.] ; [6. 3.],0
s8,1,0.407016,0.6875,[ 7 17] ; [4 5],[ 8. 16.] ; [3. 6.],0
u2,1,0.477267,0.505102,[2 5] ; [2 2],[2.54545455 4.45454545] ; [1.45454545 2.54545455],0
s4,1,0.487857,0.48125,[ 3 21] ; [2 7],[ 3.63636364 20.36363636] ; [1.36363636 7.63636364],0
a6,1,0.517585,0.418703,[11 13] ; [3 6],[10.18181818 13.81818182] ; [3.81818182 5.18181818],0
r1,1,0.517585,0.418703,[11 13] ; [3 6],[10.18181818 13.81818182] ; [3.81818182 5.18181818],0
s3,1,0.618698,0.247702,[13 11] ; [4 5],[12.36363636 11.63636364] ; [4.63636364 4.36363636],0
v2,1,0.618698,0.247702,[11 13] ; [5 4],[11.63636364 12.36363636] ; [4.36363636 4.63636364],0
b5,1,0.618698,0.247702,[13 11] ; [4 5],[12.36363636 11.63636364] ; [4.63636364 4.36363636],0
d3,1,0.618698,0.247702,[13 11] ; [4 5],[12.36363636 11.63636364] ; [4.63636364 4.36363636],0
n4,1,0.632142,0.229167,[18  6] ; [6 3],[17.45454545  6.54545455] ; [6.54545455 2.45454545],0
p2,1,0.642238,0.215828,[16  7] ; [7 2],[16.53125  6.46875] ; [6.46875 2.53125],0
p7,1,0.776105,0.080882,[12 12] ; [5 4],[12.36363636 11.63636364] ; [4.63636364 4.36363636],0
r3,1,0.77864,0.079012,[20  4] ; [7 1],[20.25  3.75] ; [6.75 1.25],0
a2,1,0.804748,0.061111,[ 2 22] ; [1 8],[ 2.18181818 21.81818182] ; [0.81818182 8.18181818],0
u1,1,0.804748,0.061111,[ 2 22] ; [1 8],[ 2.18181818 21.81818182] ; [0.81818182 8.18181818],0
a4,1,0.816571,0.053804,[ 7 17] ; [3 6],[ 7.27272727 16.72727273] ; [2.72727273 6.27272727],0
r4,1,0.824624,0.049107,[ 9 15] ; [3 6],[ 8.72727273 15.27272727] ; [3.27272727 5.72727273],0
n5,1,0.86829,0.0275,[18  6] ; [7 2],[18.18181818  5.81818182] ; [6.81818182 2.18181818],0
u3,1,0.898195,0.016369,[2 5] ; [1 3],[1.90909091 5.09090909] ; [1.09090909 2.90909091],0
p1,1,0.913303,0.011853,[ 3 21] ; [1 8],[ 2.90909091 21.09090909] ; [1.09090909 7.90909091],0
s6,1,0.915598,0.011232,[11 12] ; [4 4],[11.12903226 11.87096774] ; [3.87096774 4.12903226],0
v3,1,0.930736,0.007555,[ 5 19] ; [2 7],[ 5.09090909 18.90909091] ; [1.90909091 7.09090909],0
r2,1,0.960492,0.002454,[13 10] ; [5 4],[12.9375 10.0625] ; [5.0625 3.9375],0
a8,1,0.976289,0.000883,[ 5 18] ; [2 7],[ 5.03125 17.96875] ; [1.96875 7.03125],0
n6,1,0.976289,0.000883,[18  5] ; [7 2],[17.96875  5.03125] ; [7.03125 1.96875],0
