Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,4e-05,16.888842,[12 23] ; [57 19],[21.75675676 13.24324324] ; [47.24324324 28.75675676],1
a2,1,0.003367,8.597035,[ 1 34] ; [20 56],[ 6.62162162 28.37837838] ; [14.37837838 61.62162162],0
a6,1,0.004427,8.099636,[15 20] ; [54 22],[21.75675676 13.24324324] ; [47.24324324 28.75675676],0
d5,1,0.016551,5.743391,[25 10] ; [68  8],[29.32432432  5.67567568] ; [63.67567568 12.32432432],0
v2,1,0.017922,5.603756,[11 22] ; [43 31],[16.65420561 16.34579439] ; [37.34579439 36.65420561],0
n3,1,0.023782,5.110483,[4 5] ; [17  3],[6.51724138 2.48275862] ; [14.48275862  5.51724138],0
p2,1,0.072987,3.214527,[22 13] ; [60 16],[25.85585586  9.14414414] ; [56.14414414 19.85585586],0
u3,1,0.076309,3.141818,[4 6] ; [16  6],[6.25 3.75] ; [13.75  8.25],0
u1,1,0.078863,3.088176,[ 3 32] ; [17 59],[ 6.30630631 28.69369369] ; [13.69369369 62.30630631],0
p10,1,0.079632,3.072391,[22 13] ; [59 16],[25.77272727  9.22727273] ; [55.22727273 19.77272727],0
r3,1,0.105637,2.61831,[30  5] ; [72  4],[32.16216216  2.83783784] ; [69.83783784  6.16216216],0
v4,1,0.131904,2.269949,[31  4] ; [73  3],[32.79279279  2.20720721] ; [71.20720721  4.79279279],0
s1,1,0.137116,2.210026,[ 4 31] ; [ 3 72],[ 2.22727273 32.77272727] ; [ 4.77272727 70.22727273],0
d1,1,0.148993,2.082527,[18 17] ; [50 26],[21.44144144 13.55855856] ; [46.55855856 29.44144144],0
n6,1,0.152226,2.049804,[26  9] ; [65 11],[28.69369369  6.30630631] ; [62.30630631 13.69369369],0
s8,1,0.156645,2.006316,[20 15] ; [32 43],[16.54545455 18.45454545] ; [35.45454545 39.54545455],0
r4,1,0.17492,1.840263,[28  7] ; [68  8],[30.27027027  4.72972973] ; [65.72972973 10.27027027],0
s7,1,0.205473,1.603036,[17 14] ; [28 40],[14.09090909 16.90909091] ; [30.90909091 37.09090909],0
d4,1,0.214794,1.538818,[26  9] ; [64 12],[28.37837838  6.62162162] ; [61.62162162 14.37837838],0
n4,1,0.220268,1.502622,[31  4] ; [60 16],[28.69369369  6.30630631] ; [62.30630631 13.69369369],0
p9,1,0.227261,1.457922,[26  9] ; [63 12],[28.31818182  6.68181818] ; [60.68181818 14.31818182],0
b1,1,0.23151,1.431561,[19 16] ; [32 44],[16.08108108 18.91891892] ; [34.91891892 41.08108108],0
s6,1,0.264095,1.247166,[27  8] ; [50 25],[24.5 10.5] ; [52.5 22.5],0
n2,1,0.295046,1.096451,[5 4] ; [15  5],[6.20689655 2.79310345] ; [13.79310345  6.20689655],0
p4,1,0.300525,1.071861,[25 10] ; [61 15],[27.11711712  7.88288288] ; [58.88288288 17.11711712],0
s5,1,0.36452,0.82226,[12 19] ; [21 50],[10.02941176 20.97058824] ; [22.97058824 48.02941176],0
b2,1,0.392542,0.731052,[12 15] ; [14 27],[10.32352941 16.67647059] ; [15.67647059 25.32352941],0
b3,1,0.392542,0.731052,[12 15] ; [14 27],[10.32352941 16.67647059] ; [15.67647059 25.32352941],0
r1,1,0.405262,0.692657,[25 10] ; [59 16],[26.72727273  8.27272727] ; [57.27272727 17.72727273],0
p1,1,0.462986,0.538667,[ 7 28] ; [11 65],[ 5.67567568 29.32432432] ; [12.32432432 63.67567568],0
b4,1,0.492623,0.470792,[24 11] ; [47 29],[22.38738739 12.61261261] ; [48.61261261 27.38738739],0
v1,1,0.500184,0.454545,[16 17] ; [40 32],[17.6 15.4] ; [38.4 33.6],0
s4,1,0.509605,0.434878,[ 4 31] ; [12 62],[ 5.13761468 29.86238532] ; [10.86238532 63.13761468],0
v3,1,0.515307,0.423277,[12 20] ; [22 49],[10.5631068 21.4368932] ; [23.4368932 47.5631068],0
p6,1,0.539715,0.376068,[ 7 28] ; [19 56],[ 8.27272727 26.72727273] ; [17.72727273 57.27272727],0
d2,1,0.546701,0.363261,[20 14] ; [40 36],[18.54545455 15.45454545] ; [41.45454545 34.54545455],0
s3,1,0.571449,0.320264,[19 16] ; [45 30],[20.36363636 14.63636364] ; [43.63636364 31.36363636],0
n5,1,0.581726,0.303453,[25 10] ; [58 18],[26.17117117  8.82882883] ; [56.82882883 19.17117117],0
a4,1,0.598283,0.277594,[18 17] ; [35 41],[16.71171171 18.28828829] ; [36.28828829 39.71171171],0
p5,1,0.601228,0.273147,[ 5 30] ; [ 8 66],[ 4.17431193 30.82568807] ; [ 8.82568807 65.17431193],0
p8,1,0.648758,0.20747,[10 25] ; [25 51],[11.03603604 23.96396396] ; [23.96396396 52.03603604],0
r2,1,0.676647,0.173925,[33  2] ; [73  3],[33.42342342  1.57657658] ; [72.57657658  3.42342342],0
u2,1,0.690279,0.158784,[6 4] ; [11 10],[5.48387097 4.51612903] ; [11.51612903  9.48387097],0
s2,1,0.706746,0.141549,[19 16] ; [43 31],[19.90825688 15.09174312] ; [42.09174312 31.90825688],0
p12,1,0.748757,0.102578,[ 3 32] ; [ 8 68],[ 3.46846847 31.53153153] ; [ 7.53153153 68.46846847],0
u4,1,0.77461,0.081996,[ 1 34] ; [ 3 73],[ 1.26126126 33.73873874] ; [ 2.73873874 73.26126126],0
a1,1,0.77461,0.081996,[ 1 34] ; [ 3 73],[ 1.26126126 33.73873874] ; [ 2.73873874 73.26126126],0
n1,1,0.781793,0.07672,[5 4] ; [10 10],[4.65517241 4.34482759] ; [10.34482759  9.65517241],0
b5,1,0.837205,0.042218,[20 15] ; [45 31],[20.4954955 14.5045045] ; [44.5045045 31.4954955],0
p11,1,0.85622,0.032829,[25 10] ; [53 23],[24.59459459 10.40540541] ; [53.40540541 22.59459459],0
a5,1,0.946562,0.004492,[26  9] ; [56 20],[25.85585586  9.14414414] ; [56.14414414 19.85585586],0
a3,1,0.967592,0.001651,[25 10] ; [54 22],[24.90990991 10.09009009] ; [54.09009009 21.90990991],0
a8,1,0.985711,0.000321,[ 2 31] ; [ 4 63],[ 1.98 31.02] ; [ 4.02 62.98],0
