Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2.3e-05,17.916648,[27  7] ; [34 58],[16.46031746 17.53968254] ; [44.53968254 47.46031746],1
s2,1,0.000881,11.06226,[21 13] ; [27 65],[12.95238095 21.04761905] ; [35.04761905 56.95238095],1
d4,1,0.004076,8.249616,[32  2] ; [64 28],[25.9047619  8.0952381] ; [70.0952381 21.9047619],0
p5,1,0.005519,7.700991,[ 4 29] ; [ 1 91],[ 1.32 31.68] ; [ 3.68 88.32],0
s7,1,0.005686,7.647059,[16 16] ; [20 65],[ 9.84615385 22.15384615] ; [26.15384615 58.84615385],0
s4,1,0.008191,6.991307,[12 22] ; [13 79],[ 6.74603175 27.25396825] ; [18.25396825 73.74603175],0
v1,1,0.010876,6.485543,[14 18] ; [19 73],[ 8.51612903 23.48387097] ; [24.48387097 67.51612903],0
p9,1,0.011556,6.377686,[27  6] ; [52 39],[21.02419355 11.97580645] ; [57.97580645 33.02419355],0
p10,1,0.012051,6.303368,[26  7] ; [49 42],[19.95967742 13.04032258] ; [55.04032258 35.95967742],0
s3,1,0.016462,5.752818,[21 13] ; [34 56],[15.08064516 18.91935484] ; [39.91935484 50.08064516],0
n1,1,0.032671,4.562963,[5 4] ; [ 7 28],[2.45454545 6.54545455] ; [ 9.54545455 25.45454545],0
v4,1,0.048281,3.900186,[32  1] ; [76 15],[28.74193548  4.25806452] ; [79.25806452 11.74193548],0
d5,1,0.059756,3.544154,[27  7] ; [56 35],[22.576 11.424] ; [60.424 30.576],0
p3,1,0.073166,3.210529,[17 17] ; [30 62],[12.68253968 21.31746032] ; [34.31746032 57.68253968],0
r3,1,0.079465,3.075805,[32  2] ; [75 17],[28.87301587  5.12698413] ; [78.12698413 13.87301587],0
p4,1,0.083111,3.002997,[18 16] ; [33 59],[13.76190476 20.23809524] ; [37.23809524 54.76190476],0
p8,1,0.083111,3.002997,[18 16] ; [33 59],[13.76190476 20.23809524] ; [37.23809524 54.76190476],0
d1,1,0.083111,3.002997,[18 16] ; [33 59],[13.76190476 20.23809524] ; [37.23809524 54.76190476],0
p6,1,0.115101,2.482753,[11 22] ; [18 73],[ 7.71774194 25.28225806] ; [21.28225806 69.71774194],0
b3,1,0.115351,2.479339,[ 8 12] ; [12 43],[ 5.33333333 14.66666667] ; [14.66666667 40.33333333],0
b2,1,0.115351,2.479339,[ 8 12] ; [12 43],[ 5.33333333 14.66666667] ; [14.66666667 40.33333333],0
p1,1,0.121729,2.394938,[ 4 29] ; [ 4 87],[ 2.12903226 30.87096774] ; [ 5.87096774 85.12903226],0
b1,1,0.123998,2.366078,[10 24] ; [41 51],[13.76190476 20.23809524] ; [37.23809524 54.76190476],0
b4,1,0.123998,2.366078,[24 10] ; [51 41],[20.23809524 13.76190476] ; [54.76190476 37.23809524],0
d3,1,0.143262,2.142564,[25  9] ; [54 37],[21.488 12.512] ; [57.512 33.488],0
n6,1,0.147493,2.097986,[23 11] ; [49 43],[19.42857143 14.57142857] ; [52.57142857 39.42857143],0
n4,1,0.188029,1.732992,[ 9 25] ; [36 56],[12.14285714 21.85714286] ; [32.85714286 59.14285714],0
a1,1,0.193097,1.69383,[ 3 31] ; [ 3 89],[ 1.61904762 32.38095238] ; [ 4.38095238 87.61904762],0
r4,1,0.224393,1.476054,[28  6] ; [66 26],[25.36507937  8.63492063] ; [68.63492063 23.36507937],0
p2,1,0.255047,1.295443,[27  6] ; [66 26],[24.552  8.448] ; [68.448 23.552],0
b5,1,0.272614,1.203547,[17 17] ; [56 36],[19.6984127 14.3015873] ; [53.3015873 38.6984127],0
d2,1,0.280783,1.163299,[15 19] ; [31 61],[12.41269841 21.58730159] ; [33.58730159 58.41269841],0
u2,1,0.312029,1.022067,[10  4] ; [23 18],[8.4 5.6] ; [24.6 16.4],0
s8,1,0.33885,0.914776,[11 23] ; [22 70],[ 8.9047619 25.0952381] ; [24.0952381 67.9047619],0
a6,1,0.36217,0.830356,[15 19] ; [49 43],[17.26984127 16.73015873] ; [46.73015873 45.26984127],0
n3,1,0.392113,0.73238,[5 4] ; [24 10],[6.06976744 2.93023256] ; [22.93023256 11.06976744],0
a5,1,0.439813,0.596771,[20 14] ; [47 45],[18.07936508 15.92063492] ; [48.92063492 43.07936508],0
p12,1,0.465103,0.533586,[ 1 33] ; [ 1 90],[ 0.544 33.456] ; [ 1.456 89.544],0
a4,1,0.477959,0.503517,[13 21] ; [29 63],[11.33333333 22.66666667] ; [30.66666667 61.33333333],0
p11,1,0.485006,0.487585,[23 11] ; [56 36],[21.31746032 12.68253968] ; [57.68253968 34.31746032],0
a3,1,0.534378,0.38606,[20 13] ; [50 42],[18.48 14.52] ; [51.52 40.48],0
r2,1,0.586485,0.295868,[29  5] ; [73 17],[27.96774194  6.03225806] ; [74.03225806 15.96774194],0
a2,1,0.619392,0.246723,[ 3 31] ; [11 81],[ 3.77777778 30.22222222] ; [10.22222222 81.77777778],0
p7,1,0.732516,0.116814,[18 14] ; [48 43],[17.17073171 14.82926829] ; [48.82926829 42.17073171],0
n2,1,0.808883,0.0585,[5 4] ; [21 14],[5.31818182 3.68181818] ; [20.68181818 14.31818182],0
u3,1,0.825789,0.048446,[9 5] ; [25 16],[8.65454545 5.34545455] ; [25.34545455 15.65454545],0
r1,1,0.834938,0.043419,[20 14] ; [56 36],[20.50793651 13.49206349] ; [55.49206349 36.50793651],0
a7,1,0.883272,0.021557,[24 10] ; [63 28],[23.664 10.336] ; [63.336 27.664],0
u1,1,0.896055,0.017068,[ 2 32] ; [ 6 86],[ 2.15873016 31.84126984] ; [ 5.84126984 86.15873016],0
s1,1,0.896055,0.017068,[ 2 32] ; [ 6 86],[ 2.15873016 31.84126984] ; [ 5.84126984 86.15873016],0
a8,1,0.932569,0.007159,[ 2 29] ; [ 6 81],[ 2.10169492 28.89830508] ; [ 5.89830508 81.10169492],0
v3,1,0.956189,0.003018,[ 5 28] ; [14 76],[ 5.09756098 27.90243902] ; [13.90243902 76.09756098],0
