Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,38.794733,[23 49] ; [181  70],[45.47368421 26.52631579] ; [158.52631579  92.47368421],1
d2,1,0.0,32.919391,[15 57] ; [148 102],[36.44720497 35.55279503] ; [126.55279503 123.44720497],1
a3,1,0.0,32.544011,[38 33] ; [213  37],[55.51713396 15.48286604] ; [195.48286604  54.51713396],1
d5,1,1e-06,24.638632,[47 25] ; [223  26],[60.56074766 11.43925234] ; [209.43925234  39.56074766],1
a4,1,2e-06,22.632897,[17 55] ; [138 111],[34.76635514 37.23364486] ; [120.23364486 128.76635514],1
u1,1,1e-05,19.484885,[ 2 70] ; [ 68 183],[15.60371517 56.39628483] ; [ 54.39628483 196.60371517],1
r1,1,2.7e-05,17.631597,[50 22] ; [222  26],[61.2 10.8] ; [210.8  37.2],1
a6,1,9.6e-05,15.219743,[34 38] ; [179  70],[47.77570093 24.22429907] ; [165.22429907  83.77570093],1
d3,1,0.000538,11.979968,[40 32] ; [191  59],[51.65217391 20.34782609] ; [179.34782609  70.65217391],1
a7,1,0.001432,10.163571,[40 31] ; [190  61],[50.71428571 20.28571429] ; [179.28571429  71.71428571],0
r4,1,0.002265,9.321416,[61 11] ; [239  12],[66.87306502  5.12693498] ; [233.12693498  17.87306502],0
p4,1,0.003201,8.689408,[44 28] ; [195  54],[53.60747664 18.39252336] ; [185.39252336  63.60747664],0
s8,1,0.003559,8.495956,[29 43] ; [148 100],[39.825 32.175] ; [137.175 110.825],0
s5,1,0.005159,7.822872,[20 50] ; [116 129],[30.22222222 39.77777778] ; [105.77777778 139.22222222],0
d4,1,0.005531,7.697192,[55 17] ; [222  27],[62.13084112  9.86915888] ; [214.86915888  34.13084112],0
n6,1,0.008945,6.833773,[58 14] ; [226  21],[64.10031348  7.89968652] ; [219.89968652  27.10031348],0
b3,1,0.013741,6.071078,[13 35] ; [79 89],[20.44444444 27.55555556] ; [71.55555556 96.44444444],0
b2,1,0.013741,6.071078,[13 35] ; [79 89],[20.44444444 27.55555556] ; [71.55555556 96.44444444],0
p8,1,0.017276,5.668159,[43 29] ; [184  64],[51.075 20.925] ; [175.925  72.075],0
p3,1,0.022632,5.196508,[39 33] ; [171  78],[47.10280374 24.89719626] ; [162.89719626  86.10280374],0
p2,1,0.034883,4.450887,[61 11] ; [232  18],[65.51552795  6.48447205] ; [227.48447205  22.51552795],0
p10,1,0.054699,3.691226,[59 12] ; [225  22],[63.40880503  7.59119497] ; [220.59119497  26.40880503],0
b4,1,0.061179,3.505128,[35 37] ; [153  98],[41.90712074 30.09287926] ; [146.09287926 104.90712074],0
r2,1,0.084979,2.967004,[64  6] ; [239   9],[66.69811321  3.30188679] ; [236.30188679  11.69811321],0
p9,1,0.087768,2.914838,[61 11] ; [228  21],[64.82242991  7.17757009] ; [224.17757009  24.82242991],0
s7,1,0.126743,2.331949,[33 35] ; [142  99],[38.51132686 29.48867314] ; [136.48867314 104.51132686],0
n1,1,0.201513,1.631373,[10  7] ; [14 21],[7.84615385 9.15384615] ; [16.15384615 18.84615385],0
b1,1,0.305319,1.050815,[25 47] ; [104 147],[28.75541796 43.24458204] ; [100.24458204 150.75541796],0
v2,1,0.30685,1.044184,[47 25] ; [176  70],[50.49056604 21.50943396] ; [172.50943396  73.49056604],0
s2,1,0.307229,1.04255,[35 37] ; [138 111],[38.80373832 33.19626168] ; [134.19626168 114.80373832],0
b5,1,0.355798,0.85267,[41 31] ; [158  93],[44.35913313 27.64086687] ; [154.64086687  96.35913313],0
a1,1,0.362001,0.83094,[ 3 69] ; [ 18 233],[ 4.68111455 67.31888545] ; [ 16.31888545 234.68111455],0
u4,1,0.413742,0.668022,[ 1 71] ; [  8 243],[ 2.00619195 69.99380805] ; [  6.99380805 244.00619195],0
p5,1,0.451385,0.567172,[14 57] ; [ 40 211],[11.9068323 59.0931677] ; [ 42.0931677 208.9068323],0
p11,1,0.493077,0.469805,[59 13] ; [214  37],[60.85448916 11.14551084] ; [212.14551084  38.85448916],0
n4,1,0.499475,0.456051,[58 14] ; [209  40],[59.88785047 12.11214953] ; [207.11214953  41.88785047],0
s6,1,0.503549,0.44745,[48 22] ; [178  67],[50.22222222 19.77777778] ; [175.77777778  69.22222222],0
n5,1,0.528958,0.396392,[60 12] ; [214  34],[61.65 10.35] ; [212.35  35.65],0
a8,1,0.544899,0.366535,[10 56] ; [ 41 182],[11.64705882 54.35294118] ; [ 39.35294118 183.64705882],0
u2,1,0.546305,0.363978,[18 15] ; [18 20],[16.73239437 16.26760563] ; [19.26760563 18.73239437],0
r3,1,0.551836,0.354039,[69  3] ; [244   7],[69.77089783  2.22910217] ; [243.22910217   7.77089783],0
s1,1,0.567988,0.326061,[ 3 69] ; [  7 240],[ 2.25705329 69.74294671] ; [  7.74294671 239.25705329],0
s4,1,0.577013,0.311088,[13 59] ; [ 38 210],[11.475 60.525] ; [ 39.525 208.475],0
p12,1,0.598915,0.276636,[ 6 66] ; [ 26 223],[ 7.17757009 64.82242991] ; [ 24.82242991 224.17757009],0
v3,1,0.64511,0.212121,[36 36] ; [129 114],[37.71428571 34.28571429] ; [127.28571429 115.71428571],0
v4,1,0.679555,0.170627,[68  3] ; [241   8],[68.559375  2.440625] ; [240.440625   8.559375],0
u3,1,0.689874,0.159222,[19 15] ; [23 15],[19.83333333 14.16666667] ; [22.16666667 15.83333333],0
p6,1,0.718416,0.130016,[36 33] ; [136 113],[37.32075472 31.67924528] ; [134.67924528 114.32075472],0
n3,1,0.770034,0.085457,[13  4] ; [28  7],[13.40384615  3.59615385] ; [27.59615385  7.40384615],0
p1,1,0.78415,0.075029,[ 8 64] ; [ 25 225],[ 7.37888199 64.62111801] ; [ 25.62111801 224.37888199],0
