Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,41.220808,[21 44] ; [131  39],[42.04255319 22.95744681] ; [109.95744681  60.04255319],1
p3,1,0.000458,12.278473,[15 50] ; [82 88],[26.82978723 38.17021277] ; [70.17021277 99.82978723],1
a5,1,0.000596,11.787852,[37 29] ; [134  37],[47.62025316 18.37974684] ; [123.37974684  47.62025316],1
n6,1,0.000991,10.844444,[39 27] ; [136  34],[48.94067797 17.05932203] ; [126.05932203  43.94067797],1
r2,1,0.004475,8.080316,[57  9] ; [163   6],[61.78723404  4.21276596] ; [158.21276596  10.78723404],0
v3,1,0.00587,7.589906,[15 46] ; [73 90],[23.96428571 37.03571429] ; [64.03571429 98.96428571],0
p10,1,0.006231,7.482171,[38 27] ; [130  40],[46.46808511 18.53191489] ; [121.53191489  48.46808511],0
a6,1,0.006496,7.407391,[37 29] ; [127  44],[45.67088608 20.32911392] ; [118.32911392  52.67088608],0
r3,1,0.006659,7.36284,[56 10] ; [162   8],[60.96610169  5.03389831] ; [157.03389831  12.96610169],0
d2,1,0.010847,6.490184,[22 44] ; [88 82],[30.76271186 35.23728814] ; [79.23728814 90.76271186],0
a4,1,0.016219,5.778958,[21 45] ; [84 87],[29.24050633 36.75949367] ; [75.75949367 95.24050633],0
s8,1,0.017408,5.654777,[ 7 59] ; [ 42 129],[13.64556962 52.35443038] ; [ 35.35443038 135.64556962],0
r4,1,0.017469,5.648603,[54 12] ; [158  13],[59.03797468  6.96202532] ; [152.96202532  18.03797468],0
v1,1,0.022728,5.189179,[24 41] ; [91 79],[31.80851064 33.19148936] ; [83.19148936 86.80851064],0
s1,1,0.027541,4.856573,[ 5 61] ; [  3 166],[ 2.24680851 63.75319149] ; [  5.75319149 163.24680851],0
s3,1,0.034679,4.460935,[11 55] ; [ 51 118],[17.41276596 48.58723404] ; [ 44.58723404 124.41276596],0
p6,1,0.038215,4.295421,[10 54] ; [ 49 121],[16.13675214 47.86324786] ; [ 42.86324786 127.13675214],0
p11,1,0.040922,4.179253,[46 20] ; [140  31],[51.79746835 14.20253165] ; [134.20253165  36.79746835],0
s2,1,0.04167,4.148571,[ 7 58] ; [ 38 131],[12.5 52.5] ; [ 32.5 136.5],0
s7,1,0.04487,4.023514,[ 9 52] ; [ 44 115],[14.69545455 46.30454545] ; [ 38.30454545 120.69545455],0
b2,1,0.045251,4.009268,[ 8 27] ; [45 63],[12.97202797 22.02797203] ; [40.02797203 67.97202797],0
b3,1,0.045251,4.009268,[ 8 27] ; [45 63],[12.97202797 22.02797203] ; [40.02797203 67.97202797],0
a2,1,0.052958,3.745239,[ 8 58] ; [ 40 131],[13.36708861 52.63291139] ; [ 34.63291139 136.36708861],0
p4,1,0.05442,3.699777,[23 41] ; [85 85],[29.53846154 34.46153846] ; [78.46153846 91.53846154],0
p2,1,0.079489,3.075315,[46 19] ; [139  32],[50.95338983 14.04661017] ; [134.04661017  36.95338983],0
s5,1,0.092718,2.826532,[ 5 60] ; [ 27 140],[ 8.96551724 56.03448276] ; [ 23.03448276 143.96551724],0
d1,1,0.101527,2.681399,[32 34] ; [103  68],[37.59493671 28.40506329] ; [97.40506329 73.59493671],0
v2,1,0.11488,2.485774,[31 31] ; [101  63],[36.21238938 25.78761062] ; [95.78761062 68.21238938],0
n1,1,0.153223,2.039869,[ 6 19] ; [15 21],[ 8.60655738 16.39344262] ; [12.39344262 23.60655738],0
p7,1,0.153515,2.036973,[32 32] ; [102  67],[36.80686695 27.19313305] ; [97.19313305 71.80686695],0
d5,1,0.161763,1.957666,[46 20] ; [134  37],[50.12658228 15.87341772] ; [129.87341772  41.12658228],0
u2,1,0.173427,1.85307,[14  7] ; [24 25],[11.4  9.6] ; [26.6 22.4],0
