Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,97.68219,[256  74] ; [ 5 48],[224.88250653 105.11749347] ; [36.11749347 16.88250653],1
d4,1,0.0,52.201358,[299  31] ; [28 25],[281.74934726  48.25065274] ; [45.25065274  7.74934726],1
a4,1,3e-06,22.093336,[177 153] ; [10 43],[161.1227154 168.8772846] ; [25.8772846 27.1227154],1
d2,1,1.3e-05,19.078667,[205 125] ; [16 37],[190.41775457 139.58224543] ; [30.58224543 22.41775457],1
d3,1,3.9e-05,16.935443,[242  88] ; [24 29],[229.19060052 100.80939948] ; [36.80939948 16.19060052],1
a5,1,0.000177,14.065198,[273  57] ; [32 21],[262.79373368  67.20626632] ; [42.20626632 10.79373368],1
a3,1,0.000244,13.460234,[271  58] ; [32 21],[260.96073298  68.03926702] ; [42.03926702 10.96073298],1
u1,1,0.003572,8.489664,[ 85 245] ; [ 4 49],[ 76.68407311 253.31592689] ; [12.31592689 40.68407311],0
p1,1,0.006475,7.412993,[ 28 300] ; [11 42],[ 33.57480315 294.42519685] ; [ 5.42519685 47.57480315],0
a2,1,0.012492,6.239724,[ 98 232] ; [ 7 46],[ 90.46997389 239.53002611] ; [14.53002611 38.46997389],0
n4,1,0.013858,6.05613,[275  53] ; [37 16],[268.5984252  59.4015748] ; [43.4015748  9.5984252],0
s6,1,0.046573,3.960763,[279  45] ; [40 13],[274.15384615  49.84615385] ; [44.84615385  8.15384615],0
r3,1,0.046904,3.948843,[322   8] ; [49  4],[319.66057441  10.33942559] ; [51.33942559  1.66057441],0
u3,1,0.096263,2.766385,[45 14] ; [12  9],[42.0375 16.9625] ; [14.9625  6.0375],0
s2,1,0.122646,2.383207,[243  84] ; [34 19],[238.36578947  88.63421053] ; [38.63421053 14.36578947],0
r1,1,0.123055,2.377997,[285  42] ; [42 11],[281.39210526  45.60789474] ; [45.60789474  7.39210526],0
p12,1,0.140158,2.176222,[ 33 293] ; [ 9 44],[ 36.12664908 289.87335092] ; [ 5.87335092 47.12664908],0
