Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.00859,6.906087,[2 8] ; [16  7],[5.45454545 4.54545455] ; [12.54545455 10.45454545],0
v2,1,0.016913,5.705371,[2 8] ; [15  8],[5.15151515 4.84848485] ; [11.84848485 11.15151515],0
r3,1,0.019834,5.426483,[5 4] ; [21  2],[7.3125 1.6875] ; [18.6875  4.3125],0
n6,1,0.030858,4.660832,[4 5] ; [19  4],[6.46875 2.53125] ; [16.53125  6.46875],0
d3,1,0.034562,4.466705,[3 7] ; [16  7],[5.75757576 4.24242424] ; [13.24242424  9.75757576],0
r4,1,0.052821,3.749565,[2 8] ; [13 10],[4.54545455 5.45454545] ; [10.45454545 12.54545455],0
d1,1,0.060808,3.515217,[1 9] ; [10 13],[3.33333333 6.66666667] ; [ 7.66666667 15.33333333],0
a7,1,0.06187,3.486522,[3 7] ; [15  8],[5.45454545 4.54545455] ; [12.54545455 10.45454545],0
b4,1,0.062719,3.463975,[4 6] ; [17  6],[6.36363636 3.63636364] ; [14.63636364  8.36363636],0
s8,1,0.094245,2.800321,[1 9] ; [ 9 14],[3.03030303 6.96969697] ; [ 6.96969697 16.03030303],0
p9,1,0.094497,2.796052,[6 4] ; [19  3],[7.8125 2.1875] ; [17.1875  4.8125],0
s6,1,0.096582,2.761091,[3 7] ; [13  8],[5.16129032 4.83870968] ; [10.83870968 10.16129032],0
p7,1,0.102959,2.659095,[7 3] ; [ 9 14],[4.84848485 5.15151515] ; [11.15151515 11.84848485],0
a6,1,0.102959,2.659095,[3 7] ; [14  9],[5.15151515 4.84848485] ; [11.84848485 11.15151515],0
d4,1,0.10449,2.635633,[5 5] ; [18  5],[6.96969697 3.03030303] ; [16.03030303  6.96969697],0
d2,1,0.132725,2.260334,[2 8] ; [11 12],[3.93939394 6.06060606] ; [ 9.06060606 13.93939394],0
n2,1,0.157299,2.0,[1 3] ; [3 1],[2. 2.] ; [2. 2.],0
s5,1,0.165167,1.926268,[1 9] ; [ 7 14],[2.58064516 7.41935484] ; [ 5.41935484 15.58064516],0
n4,1,0.180503,1.793478,[5 5] ; [17  6],[6.66666667 3.33333333] ; [15.33333333  7.66666667],0
p11,1,0.180503,1.793478,[5 5] ; [17  6],[6.66666667 3.33333333] ; [15.33333333  7.66666667],0
a5,1,0.282932,1.15295,[5 5] ; [16  7],[6.36363636 3.63636364] ; [14.63636364  8.36363636],0
a3,1,0.282932,1.15295,[5 5] ; [16  7],[6.36363636 3.63636364] ; [14.63636364  8.36363636],0
a4,1,0.284005,1.147826,[2 8] ; [ 9 14],[3.33333333 6.66666667] ; [ 7.66666667 15.33333333],0
p10,1,0.313787,1.014668,[6 4] ; [17  5],[7.1875 2.8125] ; [15.8125  6.1875],0
p3,1,0.340987,0.906718,[3 7] ; [11 12],[4.24242424 5.75757576] ; [ 9.75757576 13.24242424],0
b1,1,0.340987,0.906718,[7 3] ; [12 11],[5.75757576 4.24242424] ; [13.24242424  9.75757576],0
b2,1,0.350122,0.873016,[1 5] ; [ 6 10],[1.90909091 4.09090909] ; [ 5.09090909 10.90909091],0
b3,1,0.350122,0.873016,[1 5] ; [ 6 10],[1.90909091 4.09090909] ; [ 5.09090909 10.90909091],0
s7,1,0.542802,0.37037,[2 7] ; [ 7 14],[2.7 6.3] ; [ 6.3 14.7],0
p8,1,0.554628,0.349091,[3 7] ; [ 9 13],[3.75 6.25] ; [ 8.25 13.75],0
n5,1,0.592177,0.286957,[6 4] ; [16  7],[6.66666667 3.33333333] ; [15.33333333  7.66666667],0
a8,1,0.59298,0.285714,[1 8] ; [ 4 17],[1.5 7.5] ; [ 3.5 17.5],0
s4,1,0.608503,0.26236,[2 8] ; [ 3 20],[1.51515152 8.48484848] ; [ 3.48484848 19.51515152],0
p4,1,0.729507,0.119565,[5 5] ; [13 10],[5.45454545 4.54545455] ; [12.54545455 10.45454545],0
v1,1,0.729507,0.119565,[5 5] ; [10 13],[4.54545455 5.45454545] ; [10.45454545 12.54545455],0
r1,1,0.729507,0.119565,[5 5] ; [13 10],[5.45454545 4.54545455] ; [12.54545455 10.45454545],0
u2,1,0.735317,0.114286,[1 4] ; [2 5],[1.25 3.75] ; [1.75 5.25],0
p6,1,0.774622,0.081988,[4 6] ; [ 8 15],[3.63636364 6.36363636] ; [ 8.36363636 14.63636364],0
u3,1,0.793428,0.068571,[1 4] ; [1 6],[0.83333333 4.16666667] ; [1.16666667 5.83333333],0
p5,1,0.805539,0.060607,[1 9] ; [ 3 20],[1.21212121 8.78787879] ; [ 2.78787879 20.21212121],0
s2,1,0.843869,0.038788,[4 6] ; [ 8 14],[3.75 6.25] ; [ 8.25 13.75],0
b5,1,0.852603,0.034521,[6 4] ; [13 10],[5.75757576 4.24242424] ; [13.24242424  9.75757576],0
s3,1,1.0,0.0,[5 5] ; [11 11],[5. 5.] ; [11. 11.],0
