Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2e-06,22.247253,[11 25] ; [44 11],[21.75824176 14.24175824] ; [33.24175824 21.75824176],1
s7,1,0.012936,6.177832,[ 4 30] ; [19 34],[ 8.98850575 25.01149425] ; [14.01149425 38.98850575],0
a1,1,0.019069,5.495205,[ 1 35] ; [11 45],[ 4.69565217 31.30434783] ; [ 7.30434783 48.69565217],0
a5,1,0.019763,5.432729,[11 25] ; [31 25],[16.43478261 19.56521739] ; [25.56521739 30.43478261],0
n2,1,0.034985,4.445895,[ 6 12] ; [20 11],[9.55102041 8.44897959] ; [16.44897959 14.55102041],0
n1,1,0.039246,4.250179,[ 2 16] ; [12 19],[ 5.14285714 12.85714286] ; [ 8.85714286 22.14285714],0
p3,1,0.089846,2.877123,[ 2 33] ; [10 45],[ 4.66666667 30.33333333] ; [ 7.33333333 47.66666667],0
s6,1,0.123725,2.369519,[ 8 28] ; [21 35],[11.34782609 24.65217391] ; [17.65217391 38.34782609],0
s8,1,0.129214,2.301926,[ 2 34] ; [ 9 47],[ 4.30434783 31.69565217] ; [ 6.69565217 49.30434783],0
a8,1,0.144351,2.130954,[ 1 34] ; [ 6 46],[ 2.81609195 32.18390805] ; [ 4.18390805 47.81609195],0
a6,1,0.199934,1.642857,[15 21] ; [31 25],[18. 18.] ; [28. 28.],0
a7,1,0.26071,1.264983,[22 14] ; [27 28],[19.38461538 16.61538462] ; [29.61538462 25.38461538],0
v3,1,0.288157,1.128214,[ 6 29] ; [15 41],[ 8.07692308 26.92307692] ; [12.92307692 43.07692308],0
r3,1,0.300967,1.069903,[21 15] ; [25 28],[18.60674157 17.39325843] ; [27.39325843 25.60674157],0
p2,1,0.324133,0.972195,[19 16] ; [24 31],[16.72222222 18.27777778] ; [26.27777778 28.72222222],0
a4,1,0.334686,0.930682,[ 9 27] ; [19 36],[11.07692308 24.92307692] ; [16.92307692 38.07692308],0
v1,1,0.378861,0.774396,[ 9 26] ; [18 34],[10.86206897 24.13793103] ; [16.13793103 35.86206897],0
n6,1,0.389424,0.740741,[16 20] ; [29 25],[18. 18.] ; [27. 27.],0
s2,1,0.420441,0.649083,[ 7 29] ; [15 41],[ 8.60869565 27.39130435] ; [13.39130435 42.60869565],0
p8,1,0.474759,0.510877,[ 7 28] ; [ 8 48],[ 5.76923077 29.23076923] ; [ 9.23076923 46.76923077],0
u3,1,0.503445,0.447667,[ 5 11] ; [ 5 18],[ 4.1025641 11.8974359] ; [ 5.8974359 17.1025641],0
v4,1,0.503491,0.447571,[21 13] ; [30 25],[19.48314607 14.51685393] ; [31.51685393 23.48314607],0
s1,1,0.509731,0.434618,[ 4 32] ; [ 4 52],[ 3.13043478 32.86956522] ; [ 4.86956522 51.13043478],0
s4,1,0.513293,0.427348,[ 7 29] ; [ 8 48],[ 5.86956522 30.13043478] ; [ 9.13043478 46.86956522],0
p10,1,0.519115,0.415651,[18 17] ; [24 30],[16.51685393 18.48314607] ; [25.48314607 28.51685393],0
p1,1,0.559918,0.339846,[ 3 32] ; [ 7 49],[ 3.84615385 31.15384615] ; [ 6.15384615 49.84615385],0
d1,1,0.563759,0.333237,[12 24] ; [22 34],[13.30434783 22.69565217] ; [20.69565217 35.30434783],0
v2,1,0.587495,0.294273,[11 24] ; [20 34],[12.19101124 22.80898876] ; [18.80898876 35.19101124],0
d2,1,0.60114,0.273279,[14 22] ; [24 30],[15.2 20.8] ; [22.8 31.2],0
b5,1,0.602632,0.271044,[20 16] ; [28 28],[18.7826087 17.2173913] ; [29.2173913 26.7826087],0
b1,1,0.602632,0.271044,[16 20] ; [28 28],[17.2173913 18.7826087] ; [26.7826087 29.2173913],0
d5,1,0.623817,0.24054,[20 16] ; [34 22],[21.13043478 14.86956522] ; [32.86956522 23.13043478],0
r1,1,0.656984,0.197208,[10 26] ; [18 38],[10.95652174 25.04347826] ; [17.04347826 38.95652174],0
u2,1,0.728532,0.120464,[7 9] ; [ 8 13],[6.48648649 9.51351351] ; [ 8.51351351 12.48648649],0
p6,1,0.74021,0.109942,[ 4 31] ; [ 5 49],[ 3.53932584 31.46067416] ; [ 5.46067416 48.53932584],0
p11,1,0.749338,0.102088,[16 20] ; [23 33],[15.26086957 20.73913043] ; [23.73913043 32.26086957],0
b4,1,0.759532,0.093695,[23 13] ; [34 22],[22.30434783 13.69565217] ; [34.69565217 21.30434783],0
a3,1,0.788274,0.072121,[20 15] ; [33 22],[20.61111111 14.38888889] ; [32.38888889 22.61111111],0
r2,1,0.797043,0.06614,[21 14] ; [32 19],[21.56976744 13.43023256] ; [31.43023256 19.56976744],0
p7,1,0.800424,0.063907,[ 9 25] ; [13 41],[ 8.5 25.5] ; [13.5 40.5],0
s5,1,0.812294,0.056391,[ 6 30] ; [ 8 46],[ 5.6 30.4] ; [ 8.4 45.6],0
d3,1,0.816228,0.054009,[16 19] ; [27 29],[16.53846154 18.46153846] ; [26.46153846 29.53846154],0
p9,1,0.82758,0.047439,[18 17] ; [26 27],[17.5 17.5] ; [26.5 26.5],0
a2,1,0.841179,0.040155,[ 4 32] ; [ 7 49],[ 4.30434783 31.69565217] ; [ 6.69565217 49.30434783],0
b2,1,0.865264,0.02879,[ 6 10] ; [14 21],[6.2745098 9.7254902] ; [13.7254902 21.2745098],0
b3,1,0.865264,0.02879,[ 6 10] ; [14 21],[6.2745098 9.7254902] ; [13.7254902 21.2745098],0
d4,1,0.905037,0.014233,[24 12] ; [36 19],[23.73626374 12.26373626] ; [36.26373626 18.73626374],0
s3,1,0.921054,0.009822,[13 22] ; [21 34],[13.22222222 21.77777778] ; [20.77777778 34.22222222],0
n3,1,0.929797,0.007762,[9 8] ; [16 15],[8.85416667 8.14583333] ; [16.14583333 14.85416667],0
u1,1,0.96732,0.001679,[ 2 34] ; [ 3 53],[ 1.95652174 34.04347826] ; [ 3.04347826 52.95652174],0
