Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4.7e-05,16.555479,[37 14] ; [25 46],[25.91803279 25.08196721] ; [36.08196721 34.91803279],1
p10,1,0.00295,8.838336,[40 12] ; [37 36],[32.032 19.968] ; [44.968 28.032],0
p3,1,0.00899,6.824792,[29 23] ; [24 50],[21.87301587 30.12698413] ; [31.12698413 42.87301587],0
p4,1,0.028246,4.812969,[31 21] ; [29 44],[24.96 27.04] ; [35.04 37.96],0
s3,1,0.041877,4.140163,[22 29] ; [45 28],[27.55645161 23.44354839] ; [39.44354839 33.55645161],0
r1,1,0.047056,3.94339,[49  3] ; [60 13],[45.344  6.656] ; [63.656  9.344],0
s2,1,0.054114,3.709173,[16 35] ; [36 38],[21.216 29.784] ; [30.784 43.216],0
p6,1,0.068567,3.317003,[16 34] ; [13 60],[11.78861789 38.21138211] ; [17.21138211 55.78861789],0
v3,1,0.069712,3.289777,[19 30] ; [15 50],[14.61403509 34.38596491] ; [19.38596491 45.61403509],0
a8,1,0.071527,3.247622,[ 2 45] ; [10 58],[ 4.90434783 42.09565217] ; [ 7.09565217 60.90434783],0
v2,1,0.080087,3.063127,[28 20] ; [28 39],[23.37391304 24.62608696] ; [32.62608696 34.37391304],0
p2,1,0.08035,3.057802,[43  9] ; [51 23],[38.79365079 13.20634921] ; [55.20634921 18.79365079],0
u3,1,0.126699,2.332495,[13  6] ; [21  3],[15.02325581  3.97674419] ; [18.97674419  5.02325581],0
a4,1,0.155748,2.015033,[16 36] ; [32 42],[19.80952381 32.19047619] ; [28.19047619 45.80952381],0
u1,1,0.159448,1.979458,[ 3 49] ; [10 64],[ 5.36507937 46.63492063] ; [ 7.63492063 66.36507937],0
u2,1,0.18684,1.74236,[13  7] ; [19  4],[14.88372093  5.11627907] ; [17.11627907  5.88372093],0
d5,1,0.187767,1.735051,[43  9] ; [53 20],[39.936 12.064] ; [56.064 16.936],0
s1,1,0.206192,1.597966,[ 1 50] ; [ 5 67],[ 2.48780488 48.51219512] ; [ 3.51219512 68.48780488],0
a7,1,0.259314,1.272414,[38 14] ; [47 27],[35.07936508 16.92063492] ; [49.92063492 24.07936508],0
p9,1,0.267963,1.227143,[39 13] ; [48 25],[36.192 15.808] ; [50.808 22.192],0
p11,1,0.294628,1.098351,[37 15] ; [46 28],[34.25396825 17.74603175] ; [48.74603175 25.25396825],0
n4,1,0.306285,1.046628,[24 28] ; [41 33],[26.82539683 25.17460317] ; [38.17460317 35.82539683],0
s6,1,0.323105,0.976336,[31 21] ; [37 36],[28.288 23.712] ; [39.712 33.288],0
b4,1,0.350578,0.871366,[28 24] ; [46 28],[30.53968254 21.46031746] ; [43.46031746 30.53968254],0
s4,1,0.351812,0.86691,[ 6 46] ; [13 61],[ 7.84126984 44.15873016] ; [11.15873016 62.84126984],0
d4,1,0.372631,0.794872,[40 12] ; [60 12],[41.93548387 10.06451613] ; [58.06451613 13.93548387],0
d1,1,0.382508,0.762625,[28 24] ; [34 40],[25.58730159 26.41269841] ; [36.41269841 37.58730159],0
d3,1,0.470779,0.520146,[36 16] ; [46 27],[34.112 17.888] ; [47.888 25.112],0
s8,1,0.484607,0.488478,[20 32] ; [24 50],[18.15873016 33.84126984] ; [25.84126984 48.15873016],0
a3,1,0.484607,0.488478,[32 20] ; [50 24],[33.84126984 18.15873016] ; [48.15873016 25.84126984],0
s5,1,0.485997,0.485377,[12 40] ; [12 55],[10.48739496 41.51260504] ; [13.51260504 53.48739496],0
p1,1,0.574208,0.315693,[ 5 47] ; [ 5 68],[ 4.16 47.84] ; [ 5.84 67.16],0
a2,1,0.606908,0.264702,[ 8 44] ; [14 60],[ 9.07936508 42.92063492] ; [12.92063492 61.07936508],0
d2,1,0.606946,0.264647,[19 33] ; [30 43],[20.384 31.616] ; [28.616 44.384],0
a6,1,0.631651,0.229828,[37 15] ; [49 24],[35.776 16.224] ; [50.224 22.776],0
s7,1,0.649758,0.206206,[15 33] ; [24 44],[16.13793103 31.86206897] ; [22.86206897 45.13793103],0
n2,1,0.659505,0.194125,[5 1] ; [24  8],[4.57894737 1.42105263] ; [24.42105263  7.57894737],0
v4,1,0.661582,0.191608,[50  2] ; [68  4],[49.48387097  2.51612903] ; [68.51612903  3.48387097],0
a5,1,0.722163,0.12643,[36 16] ; [49 25],[35.07936508 16.92063492] ; [49.92063492 24.07936508],0
p12,1,0.759863,0.093428,[ 1 51] ; [ 2 70],[ 1.25806452 50.74193548] ; [ 1.74193548 70.25806452],0
n1,1,0.764177,0.09,[3 3] ; [13 17],[2.66666667 3.33333333] ; [13.33333333 16.66666667],0
a1,1,0.777482,0.079864,[ 1 51] ; [ 2 72],[ 1.23809524 50.76190476] ; [ 1.76190476 72.23809524],0
n3,1,0.850618,0.035468,[5 1] ; [24  6],[4.83333333 1.16666667] ; [24.16666667  5.83333333],0
n5,1,0.866494,0.028262,[21 31] ; [28 44],[20.5483871 31.4516129] ; [28.4516129 43.5483871],0
b1,1,0.931255,0.007442,[25 27] ; [35 39],[24.76190476 27.23809524] ; [35.23809524 38.76190476],0
p5,1,0.940945,0.005488,[ 2 50] ; [ 3 70],[ 2.08 49.92] ; [ 2.92 70.08],0
b2,1,0.976557,0.000864,[ 8 21] ; [12 32],[ 7.94520548 21.05479452] ; [12.05479452 31.94520548],0
b3,1,0.976557,0.000864,[ 8 21] ; [12 32],[ 7.94520548 21.05479452] ; [12.05479452 31.94520548],0
v1,1,0.985604,0.000326,[22 28] ; [32 41],[21.95121951 28.04878049] ; [32.04878049 40.95121951],0
b5,1,0.99524,3.6e-05,[33 19] ; [47 27],[33.01587302 18.98412698] ; [46.98412698 27.01587302],0
