Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,80.867764,[ 47 271] ; [62 43],[ 81.94326241 236.05673759] ; [27.05673759 77.94326241],1
s6,1,1e-06,24.877783,[127 205] ; [71 37],[149.4 182.6] ; [48.6 59.4],1
p6,1,0.000994,10.838609,[ 82 248] ; [44 62],[ 95.36697248 234.63302752] ; [30.63302752 75.36697248],1
p9,1,0.003108,8.743126,[250  82] ; [95 12],[260.91116173  71.08883827] ; [84.08883827 22.91116173],0
r1,1,0.003158,8.713942,[246  91] ; [93 14],[257.30405405  79.69594595] ; [81.69594595 25.30405405],0
p5,1,0.003261,8.655498,[ 24 312] ; [18 90],[ 31.78378378 304.21621622] ; [10.21621622 97.78378378],0
p10,1,0.003636,8.45724,[234  97] ; [90 16],[245.40961098  85.59038902] ; [78.59038902 27.40961098],0
p7,1,0.0053,7.774262,[183 147] ; [75 31],[195.27522936 134.72477064] ; [62.72477064 43.27522936],0
n4,1,0.006215,7.486967,[232 105] ; [89 19],[243.09438202  93.90561798] ; [77.90561798 30.09438202],0
v3,1,0.007389,7.175878,[104 222] ; [49 57],[115.45833333 210.54166667] ; [37.54166667 68.45833333],0
d2,1,0.009898,6.653144,[130 206] ; [57 51],[141.51351351 194.48648649] ; [45.48648649 62.51351351],0
a5,1,0.01018,6.603135,[218 120] ; [84 24],[228.86995516 109.13004484] ; [73.13004484 34.86995516],0
s5,1,0.012134,6.291193,[ 51 281] ; [27 76],[ 59.53103448 272.46896552] ; [18.46896552 84.53103448],0
u2,1,0.014504,5.975765,[63 61] ; [22  7],[68.88888889 55.11111111] ; [16.11111111 12.88888889],0
r4,1,0.017436,5.651948,[286  52] ; [101   7],[293.28699552  44.71300448] ; [93.71300448 14.28699552],0
p3,1,0.019672,5.440812,[140 195] ; [59 49],[150.48532731 184.51467269] ; [48.51467269 59.48532731],0
a8,1,0.022416,5.213196,[ 26 280] ; [16 80],[ 31.97014925 274.02985075] ; [10.02985075 85.97014925],0
s3,1,0.025757,4.972256,[ 68 265] ; [33 74],[ 76.43863636 256.56136364] ; [24.56136364 82.43863636],0
u1,1,0.035189,4.435998,[ 34 304] ; [19 89],[ 40.16591928 297.83408072] ; [12.83408072 95.16591928],0
d1,1,0.035404,4.425582,[161 177] ; [64 44],[170.51569507 167.48430493] ; [54.48430493 53.51569507],0
p4,1,0.039643,4.233084,[162 170] ; [65 43],[171.28181818 160.71818182] ; [55.71818182 52.28181818],0
p8,1,0.052472,3.760667,[160 172] ; [62 43],[168.6590389 163.3409611] ; [53.3409611 51.6590389],0
a3,1,0.060411,3.526076,[212 123] ; [79 29],[220.05643341 114.94356659] ; [70.94356659 37.05643341],0
b3,1,0.063106,3.453817,[ 58 123] ; [34 43],[ 64.54263566 116.45736434] ; [27.45736434 49.54263566],0
b2,1,0.063106,3.453817,[ 58 123] ; [34 43],[ 64.54263566 116.45736434] ; [27.45736434 49.54263566],0
p12,1,0.064662,3.413586,[ 11 322] ; [ 8 99],[ 14.37954545 318.62045455] ; [  4.62045455 102.37954545],0
p11,1,0.068656,3.314858,[253  85] ; [90 18],[259.94170404  78.05829596] ; [83.05829596 24.94170404],0
n3,1,0.087321,2.923077,[66 22] ; [15 11],[62.52631579 25.47368421] ; [18.47368421  7.52631579],0
v1,1,0.092379,2.83242,[149 183] ; [57 48],[156.50343249 175.49656751] ; [49.49656751 55.50343249],0
b5,1,0.164851,1.929154,[207 131] ; [58 50],[200.82959641 137.17040359] ; [64.17040359 43.82959641],0
d4,1,0.198597,1.652659,[251  86] ; [87 21],[255.96853933  81.03146067] ; [82.03146067 25.96853933],0
n5,1,0.236225,1.402979,[227 108] ; [79 28],[231.92307692 103.07692308] ; [74.07692308 32.92307692],0
a6,1,0.3594,0.839989,[238 100] ; [71 37],[234.17488789 103.82511211] ; [74.82511211 33.17488789],0
r3,1,0.396558,0.718737,[310  27] ; [102   6],[312.00898876  24.99101124] ; [99.99101124  8.00898876],0
