Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.003517,8.517591,[13 34] ; [29 22],[20.14285714 26.85714286] ; [21.85714286 29.14285714],0
p3,1,0.00946,6.733913,[ 6 40] ; [18 32],[11.5 34.5] ; [12.5 37.5],0
a5,1,0.012569,6.228764,[21 27] ; [35 16],[27.15151515 20.84848485] ; [28.84848485 22.15151515],0
a3,1,0.023213,5.152506,[26 22] ; [38 12],[31.34693878 16.65306122] ; [32.65306122 17.34693878],0
s1,1,0.024757,5.040788,[ 7 41] ; [ 1 48],[ 3.95876289 44.04123711] ; [ 4.04123711 44.95876289],0
n3,1,0.071735,3.242873,[14  5] ; [7 9],[11.4  7.6] ; [9.6 6.4],0
u1,1,0.078029,3.105491,[ 5 43] ; [ 1 50],[ 2.90909091 45.09090909] ; [ 3.09090909 47.90909091],0
d5,1,0.087936,2.911765,[28 20] ; [38 13],[32. 16.] ; [34. 17.],0
u3,1,0.105264,2.62392,[13  9] ; [4 9],[10.68571429 11.31428571] ; [6.31428571 6.68571429],0
v4,1,0.109758,2.557696,[37 10] ; [32 18],[33.43298969 13.56701031] ; [35.56701031 14.43298969],0
a8,1,0.113775,2.500983,[ 1 44] ; [ 5 44],[ 2.87234043 42.12765957] ; [ 3.12765957 45.87234043],0
n1,1,0.128822,2.306645,[ 5 13] ; [9 8],[ 7.2 10.8] ; [ 6.8 10.2],0
u2,1,0.148571,2.086861,[14  8] ; [5 8],[11.94285714 10.05714286] ; [7.05714286 5.94285714],0
d2,1,0.156784,2.004979,[15 33] ; [23 28],[18.42424242 29.57575758] ; [19.57575758 31.42424242],0
s5,1,0.156817,2.004658,[ 2 45] ; [ 6 43],[ 3.91666667 43.08333333] ; [ 4.08333333 44.91666667],0
a1,1,0.165653,1.921845,[ 2 46] ; [ 6 45],[ 3.87878788 44.12121212] ; [ 4.12121212 46.87878788],0
r2,1,0.168525,1.896016,[36 12] ; [43  7],[38.69387755  9.30612245] ; [40.30612245  9.69387755],0
s7,1,0.170799,1.875913,[ 4 38] ; [ 9 36],[ 6.27586207 35.72413793] ; [ 6.72413793 38.27586207],0
a4,1,0.239872,1.381343,[17 31] ; [24 27],[19.87878788 28.12121212] ; [21.12121212 29.87878788],0
p8,1,0.242608,1.365374,[15 31] ; [11 39],[12.45833333 33.54166667] ; [13.54166667 36.45833333],0
b5,1,0.255043,1.295466,[29 19] ; [25 26],[26.18181818 21.81818182] ; [27.81818182 23.18181818],0
b3,1,0.268418,1.224811,[ 6 20] ; [10 17],[ 7.8490566 18.1509434] ; [ 8.1509434 18.8490566],0
b2,1,0.268418,1.224811,[ 6 20] ; [10 17],[ 7.8490566 18.1509434] ; [ 8.1509434 18.8490566],0
r1,1,0.286825,1.134464,[27 21] ; [34 17],[29.57575758 18.42424242] ; [31.42424242 19.57575758],0
a6,1,0.286825,1.134464,[27 21] ; [34 17],[29.57575758 18.42424242] ; [31.42424242 19.57575758],0
p10,1,0.313775,1.014718,[24 23] ; [20 29],[21.54166667 25.45833333] ; [22.45833333 26.54166667],0
p1,1,0.324475,0.970824,[ 3 45] ; [ 6 44],[ 4.40816327 43.59183673] ; [ 4.59183673 45.40816327],0
d3,1,0.326466,0.962867,[23 24] ; [30 21],[25.41836735 21.58163265] ; [27.58163265 23.41836735],0
v3,1,0.409048,0.681565,[10 36] ; [14 34],[11.74468085 34.25531915] ; [12.25531915 35.74468085],0
a2,1,0.437834,0.601951,[ 5 43] ; [ 8 43],[ 6.3030303 41.6969697] ; [ 6.6969697 44.3030303],0
p9,1,0.471,0.519628,[26 21] ; [24 26],[24.22680412 22.77319588] ; [25.77319588 24.22680412],0
p11,1,0.471523,0.518405,[21 27] ; [26 25],[22.78787879 25.21212121] ; [24.21212121 26.78787879],0
p5,1,0.497717,0.459802,[ 2 44] ; [ 1 50],[ 1.42268041 44.57731959] ; [ 1.57731959 49.42268041],0
r3,1,0.498871,0.457337,[35 13] ; [34 17],[33.45454545 14.54545455] ; [35.54545455 15.45454545],0
d1,1,0.529461,0.395427,[15 33] ; [19 32],[16.48484848 31.51515152] ; [17.51515152 33.48484848],0
d4,1,0.622384,0.242531,[31 16] ; [36 15],[32.13265306 14.86734694] ; [34.86734694 16.13265306],0
p7,1,0.634594,0.225882,[18 27] ; [18 33],[16.875 28.125] ; [19.125 31.875],0
