Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,21.981101,[45 11] ; [128 150],[29.00598802 26.99401198] ; [143.99401198 134.00598802],1
s2,1,8.9e-05,15.353157,[33 22] ; [ 90 190],[20.19402985 34.80597015] ; [102.80597015 177.19402985],1
s3,1,0.00151,10.06666,[37 18] ; [122 156],[26.26126126 28.73873874] ; [132.73873874 145.26126126],0
s5,1,0.002473,9.160266,[21 33] ; [ 55 221],[12.43636364 41.56363636] ; [ 63.56363636 212.43636364],0
a8,1,0.027808,4.83993,[ 1 50] ; [ 32 227],[ 5.42903226 45.57096774] ; [ 27.57096774 231.42903226],0
b1,1,0.029782,4.721851,[15 41] ; [119 162],[22.26706231 33.73293769] ; [111.73293769 169.26706231],0
s7,1,0.052405,3.762779,[25 30] ; [ 84 180],[18.79310345 36.20689655] ; [ 90.20689655 173.79310345],0
p8,1,0.054245,3.705128,[13 42] ; [103 174],[19.21686747 35.78313253] ; [ 96.78313253 180.21686747],0
n4,1,0.131201,2.278238,[32 24] ; [190  91],[36.89020772 19.10979228] ; [185.10979228  95.89020772],0
u3,1,0.140571,2.1717,[13  9] ; [44 61],[ 9.87401575 12.12598425] ; [47.12598425 57.87401575],0
n6,1,0.142393,2.151903,[46 10] ; [203  76],[41.6238806 14.3761194] ; [207.3761194  71.6238806],0
a5,1,0.150034,2.0719,[31 25] ; [184  97],[35.72700297 20.27299703] ; [179.27299703 101.72700297],0
b3,1,0.154729,2.025,[ 4 23] ; [ 45 117],[ 7. 20.] ; [ 42. 120.],0
b2,1,0.154729,2.025,[ 4 23] ; [ 45 117],[ 7. 20.] ; [ 42. 120.],0
a4,1,0.17149,1.869873,[16 40] ; [107 173],[20.5 35.5] ; [102.5 177.5],0
r1,1,0.194924,1.68,[36 20] ; [204  76],[40. 16.] ; [200.  80.],0
n3,1,0.238093,1.391852,[15  5] ; [53 34],[12.71028037  7.28971963] ; [55.28971963 31.71028037],0
a2,1,0.255838,1.291138,[ 7 49] ; [ 53 228],[ 9.97032641 46.02967359] ; [ 50.02967359 230.97032641],0
d5,1,0.282452,1.155255,[39 17] ; [214  66],[42.16666667 13.83333333] ; [210.83333333  69.16666667],0
n1,1,0.290664,1.116541,[ 5 15] ; [33 55],[ 7.03703704 12.96296296] ; [30.96296296 57.03703704],0
v4,1,0.333871,0.933824,[51  5] ; [240  38],[48.79041916  7.20958084] ; [242.20958084  35.79041916],0
r4,1,0.339256,0.91324,[41 15] ; [222  59],[43.70326409 12.29673591] ; [219.29673591  61.70326409],0
d3,1,0.390838,0.736334,[38 18] ; [173 107],[35.16666667 20.83333333] ; [175.83333333 104.16666667],0
a6,1,0.411624,0.674107,[34 22] ; [186  94],[36.66666667 19.33333333] ; [183.33333333  96.66666667],0
b5,1,0.476104,0.507774,[33 23] ; [151 130],[30.57566766 25.42433234] ; [153.42433234 127.57566766],0
p4,1,0.488945,0.478847,[19 37] ; [108 170],[21.29341317 34.70658683] ; [105.70658683 172.29341317],0
p2,1,0.498096,0.45899,[40 16] ; [187  93],[37.83333333 18.16666667] ; [189.16666667  90.83333333],0
n5,1,0.502939,0.44873,[33 23] ; [177 101],[35.20958084 20.79041916] ; [174.79041916 103.20958084],0
p1,1,0.509047,0.436026,[ 2 54] ; [ 16 262],[ 3.01796407 52.98203593] ; [ 14.98203593 263.01796407],0
d2,1,0.512185,0.429601,[22 34] ; [122 155],[24.21621622 31.78378378] ; [119.78378378 157.21621622],0
p9,1,0.512185,0.4296,[40 15] ; [187  87],[37.94832827 17.05167173] ; [189.05167173  84.94832827],0
d1,1,0.574763,0.314778,[26 30] ; [142 139],[27.91691395 28.08308605] ; [140.08308605 140.91691395],0
d4,1,0.586035,0.29658,[41 15] ; [213  65],[42.58682635 13.41317365] ; [211.41317365  66.58682635],0
p3,1,0.593607,0.284746,[15 41] ; [ 85 195],[16.66666667 39.33333333] ; [ 83.33333333 196.66666667],0
r2,1,0.692736,0.156139,[47  8] ; [243  35],[47.8978979  7.1021021] ; [242.1021021  35.8978979],0
s1,1,0.701579,0.146834,[ 3 52] ; [ 12 268],[ 2.46268657 52.53731343] ; [ 12.53731343 267.46268657],0
b4,1,0.704781,0.143546,[35 21] ; [168 113],[33.73293769 22.26706231] ; [169.26706231 111.73293769],0
p7,1,0.707904,0.14038,[23 32] ; [123 153],[24.25981873 30.74018127] ; [121.74018127 154.25981873],0
a1,1,0.726681,0.122181,[ 2 54] ; [ 13 268],[ 2.4925816 53.5074184] ; [ 12.5074184 268.4925816],0
p11,1,0.74114,0.109127,[37 19] ; [192  89],[38.05341246 17.94658754] ; [190.94658754  90.05341246],0
u2,1,0.742567,0.107883,[11 11] ; [48 56],[10.3015873 11.6984127] ; [48.6984127 55.3015873],0
p10,1,0.755141,0.097261,[39 17] ; [187  90],[38.00600601 17.99399399] ; [187.99399399  89.00600601],0
u1,1,0.769755,0.085671,[ 6 50] ; [ 34 247],[ 6.64688427 49.35311573] ; [ 33.35311573 247.64688427],0
p12,1,0.770484,0.085113,[ 2 54] ; [  8 273],[ 1.66172107 54.33827893] ; [  8.33827893 272.66172107],0
v2,1,0.831075,0.045507,[21 33] ; [108 159],[21.70093458 32.29906542] ; [107.29906542 159.70093458],0
a3,1,0.84073,0.040385,[34 22] ; [174 106],[34.66666667 21.33333333] ; [173.33333333 106.66666667],0
r3,1,0.877615,0.023714,[49  7] ; [242  37],[48.64477612  7.35522388] ; [242.35522388  36.64477612],0
n2,1,0.888539,0.019643,[13  7] ; [57 33],[12.72727273  7.27272727] ; [57.27272727 32.72727273],0
a7,1,0.91594,0.011141,[39 17] ; [193  87],[38.66666667 17.33333333] ; [193.33333333  86.66666667],0
s8,1,0.956794,0.002935,[16 40] ; [ 79 201],[15.83333333 40.16666667] ; [ 79.16666667 200.83333333],0
v3,1,0.975793,0.000921,[14 41] ; [ 69 200],[14.08950617 40.91049383] ; [ 68.91049383 200.08950617],0
