Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,132.141475,[ 45 174] ; [340 168],[115.97661623 103.02338377] ; [269.02338377 238.97661623],1
s3,1,0.0,126.323943,[ 57 161] ; [360 146],[125.56077348  92.43922652] ; [291.43922652 214.56077348],1
s7,1,0.0,95.071182,[ 49 161] ; [313 180],[108.13655761 101.86344239] ; [253.86344239 239.13655761],1
s8,1,0.0,79.445546,[ 50 170] ; [298 210],[105.16483516 114.83516484] ; [242.83516484 265.16483516],1
s5,1,0.0,63.06664,[ 29 184] ; [221 273],[ 75.31824611 137.68175389] ; [174.68175389 319.31824611],1
s4,1,4e-06,21.064023,[ 16 204] ; [107 398],[ 37.32413793 182.67586207] ; [ 85.67586207 419.32413793],1
p4,1,2e-05,18.215994,[108 109] ; [339 170],[133.60743802  83.39256198] ; [313.39256198 195.60743802],1
p12,1,0.000105,15.046595,[  6 212] ; [ 60 450],[ 19.76373626 198.23626374] ; [ 46.23626374 463.76373626],1
p6,1,0.00044,12.354166,[ 62 153] ; [216 289],[ 83.01388889 131.98611111] ; [194.98611111 310.01388889],1
u1,1,0.000978,10.868423,[ 24 196] ; [108 403],[ 39.72640219 180.27359781] ; [ 92.27359781 418.72640219],1
r1,1,0.001342,10.28358,[161  59] ; [424  84],[176.78571429  43.21428571] ; [408.21428571  99.78571429],0
p5,1,0.002658,9.028251,[ 14 203] ; [ 73 435],[ 26.04 190.96] ; [ 60.96 447.04],0
a5,1,0.003697,8.427076,[149  71] ; [398 113],[164.62380301  55.37619699] ; [382.37619699 128.62380301],0
v1,1,0.004211,8.190699,[103 112] ; [294 200],[120.38787024  94.61212976] ; [276.61212976 217.38787024],0
p3,1,0.004532,8.057467,[ 96 123] ; [282 228],[113.55555556 105.44444444] ; [264.44444444 245.55555556],0
r4,1,0.006996,7.273986,[195  25] ; [482  29],[203.74829001  16.25170999] ; [473.25170999  37.74829001],0
a2,1,0.012495,6.239277,[ 40 180] ; [137 374],[ 53.26949384 166.73050616] ; [123.73050616 387.26949384],0
p7,1,0.015126,5.901789,[129  88] ; [342 155],[143.14705882  73.85294118] ; [327.85294118 169.14705882],0
d5,1,0.015287,5.883049,[167  52] ; [426  82],[178.63411279  40.36588721] ; [414.36588721  93.63411279],0
r2,1,0.03214,4.591022,[201  17] ; [484  20],[206.82825485  11.17174515] ; [478.17174515  25.82825485],0
p10,1,0.035137,4.438523,[190  28] ; [468  40],[197.58126722  20.41873278] ; [460.41873278  47.58126722],0
n5,1,0.049477,3.859111,[157  61] ; [400 108],[167.25344353  50.74655647] ; [389.74655647 118.25344353],0
n6,1,0.055441,3.668774,[180  39] ; [444  63],[188.23140496  30.76859504] ; [435.76859504  71.23140496],0
u4,1,0.059513,3.550905,[  2 218] ; [ 17 494],[  5.71819425 214.28180575] ; [ 13.28180575 497.71819425],0
d3,1,0.060402,3.526307,[142  76] ; [367 142],[152.62998624  65.37001376] ; [356.37001376 152.62998624],0
d1,1,0.075031,3.169387,[121  99] ; [317 194],[131.81942544  88.18057456] ; [306.18057456 204.81942544],0
n4,1,0.075897,3.150638,[161  59] ; [403 106],[170.20576132  49.79423868] ; [393.79423868 115.20576132],0
u3,1,0.084364,2.978761,[32 34] ; [81 51],[37.66666667 28.33333333] ; [75.33333333 56.66666667],0
u2,1,0.094712,2.792397,[33 33] ; [83 50],[38.47236181 27.52763819] ; [77.52763819 55.47236181],0
v4,1,0.097263,2.749853,[207  12] ; [494  15],[210.87774725   8.12225275] ; [490.12225275  18.87774725],0
p2,1,0.128668,2.308497,[180  37] ; [444  65],[186.51239669  30.48760331] ; [437.48760331  71.51239669],0
d2,1,0.128841,2.306417,[ 95 124] ; [252 257],[104.38598901 114.61401099] ; [242.61401099 266.38598901],0
d4,1,0.163037,1.945829,[177  43] ; [430  78],[183.43406593  36.56593407] ; [423.56593407  84.43406593],0
a4,1,0.197638,1.659741,[ 93 127] ; [242 268],[100.95890411 119.04109589] ; [234.04109589 275.95890411],0
s1,1,0.257236,1.283572,[  4 214] ; [ 17 486],[  6.34951456 211.65048544] ; [ 14.65048544 488.34951456],0
b4,1,0.267773,1.22812,[119 101] ; [299 212],[125.8002736  94.1997264] ; [292.1997264 218.8002736],0
p8,1,0.296428,1.090193,[110 106] ; [278 226],[116.4  99.6] ; [271.6 232.4],0
n1,1,0.323869,0.973259,[14 30] ; [44 65],[16.67973856 27.32026144] ; [41.32026144 67.67973856],0
a1,1,0.338648,0.915542,[  8 212] ; [ 27 484],[ 10.53351573 209.46648427] ; [ 24.46648427 486.53351573],0
a3,1,0.391835,0.733239,[154  64] ; [376 134],[158.70879121  59.29120879] ; [371.29120879 138.70879121],0
a8,1,0.412426,0.671796,[ 25 174] ; [ 70 397],[ 28.38588589 170.61411411] ; [ 66.61411411 400.38588589],0
v2,1,0.423058,0.641804,[119  91] ; [293 196],[123.77682403  86.22317597] ; [288.22317597 200.77682403],0
b3,1,0.429192,0.625009,[56 74] ; [119 186],[52.29885057 77.70114943] ; [122.70114943 182.29885057],0
b2,1,0.429192,0.625009,[56 74] ; [119 186],[52.29885057 77.70114943] ; [122.70114943 182.29885057],0
n3,1,0.435396,0.608388,[36  9] ; [80 28],[34.11764706 10.88235294] ; [81.88235294 26.11764706],0
v3,1,0.480487,0.497758,[ 79 130] ; [200 292],[ 83.18259629 125.81740371] ; [195.81740371 296.18259629],0
p11,1,0.538791,0.377784,[187  33] ; [425  86],[184.18604651  35.81395349] ; [427.81395349  83.18604651],0
a7,1,0.569762,0.323081,[157  62] ; [376 134],[160.11934156  58.88065844] ; [372.88065844 137.11934156],0
n2,1,0.622132,0.242883,[33 12] ; [84 25],[34.18831169 10.81168831] ; [82.81168831 26.18831169],0
b5,1,0.639546,0.219336,[132  88] ; [316 195],[134.82900137  85.17099863] ; [313.17099863 197.82900137],0
p1,1,0.688375,0.160851,[ 17 202] ; [ 44 464],[ 18.37551582 200.62448418] ; [ 42.62448418 465.37551582],0
a6,1,0.726138,0.122687,[150  70] ; [353 155],[152.00549451  67.99450549] ; [350.99450549 157.00549451],0
b1,1,0.897127,0.016716,[ 76 144] ; [174 337],[ 75.23939808 144.76060192] ; [174.76060192 336.23939808],0
