Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-06,21.19281,[292  15] ; [6 4],[288.59936909  18.40063091] ; [9.40063091 0.59936909],1
d3,1,0.322779,0.977654,[225  79] ; [6 4],[223.6433121  80.3566879] ; [7.3566879 2.6433121],0
a6,1,0.323866,0.973268,[198 107] ; [8 2],[199.46031746 105.53968254] ; [6.53968254 3.46031746],0
u1,1,0.339296,0.913088,[ 70 237] ; [1 9],[ 68.76025237 238.23974763] ; [2.23974763 7.76025237],0
a7,1,0.346009,0.888038,[224  81] ; [6 4],[222.6984127  82.3015873] ; [7.3015873 2.6984127],0
n5,1,0.383813,0.758454,[248  58] ; [7 3],[246.93037975  59.06962025] ; [8.06962025 1.93037975],0
n1,1,0.39662,0.718548,[29 33] ; [1 3],[28.18181818 33.81818182] ; [1.81818182 2.18181818],0
v1,1,0.427635,0.629239,[189 114] ; [5 5],[187.80191693 115.19808307] ; [6.19808307 3.80191693],0
p12,1,0.430757,0.620781,[ 36 270] ; [2 8],[ 36.79746835 269.20253165] ; [1.20253165 8.79746835],0
v3,1,0.448849,0.573558,[126 174] ; [3 7],[124.83870968 175.16129032] ; [4.16129032 5.83870968],0
s7,1,0.45134,0.567283,[186 109] ; [4 4],[184.98349835 110.01650165] ; [5.01650165 2.98349835],0
v2,1,0.453906,0.560879,[175 126] ; [7 3],[176.14790997 124.85209003] ; [5.85209003 4.14790997],0
s2,1,0.492513,0.471032,[186 120] ; [5 5],[184.9556962 121.0443038] ; [6.0443038 3.9556962],0
a8,1,0.599141,0.276294,[ 39 238] ; [2 8],[ 39.57142857 237.42857143] ; [1.42857143 8.57142857],0
p7,1,0.614272,0.254001,[254  48] ; [9 1],[254.57051282  47.42948718] ; [8.42948718 1.57051282],0
p3,1,0.714613,0.133713,[197 109] ; [7 3],[197.5443038 108.4556962] ; [6.4556962 3.5443038],0
d4,1,0.716646,0.131729,[257  48] ; [8 2],[256.58730159  48.41269841] ; [8.41269841 1.58730159],0
a1,1,0.733878,0.11558,[ 22 285] ; [1 9],[ 22.27444795 284.72555205] ; [0.72555205 9.27444795],0
b3,1,0.775882,0.081048,[ 91 105] ; [2 3],[ 90.68656716 105.31343284] ; [2.31343284 2.68656716],0
b2,1,0.775882,0.081048,[ 91 105] ; [2 3],[ 90.68656716 105.31343284] ; [2.31343284 2.68656716],0
s5,1,0.786315,0.073494,[129 162] ; [4 6],[128.58139535 162.41860465] ; [4.41860465 5.58139535],0
d5,1,0.83364,0.044115,[251  53] ; [8 2],[250.75159236  53.24840764] ; [8.24840764 1.75159236],0
u3,1,0.838626,0.041474,[50 30] ; [4 2],[50.23255814 29.76744186] ; [3.76744186 2.23255814],0
p2,1,0.89073,0.018873,[272  35] ; [9 1],[272.13564669  34.86435331] ; [8.86435331 1.13564669],0
p11,1,0.908764,0.013133,[250  57] ; [8 2],[249.86119874  57.13880126] ; [8.13880126 1.86119874],0
p5,1,0.92989,0.007741,[ 58 249] ; [2 8],[ 58.10725552 248.89274448] ; [1.89274448 8.10725552],0
b5,1,0.963792,0.002061,[182 125] ; [6 4],[182.06940063 124.93059937] ; [5.93059937 4.06940063],0
p4,1,0.96388,0.002051,[243  63] ; [8 2],[243.05696203  62.94303797] ; [7.94303797 2.05696203],0
p8,1,0.973478,0.001105,[212  93] ; [7 3],[212.04761905  92.95238095] ; [6.95238095 3.04761905],0
