Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,67.189808,[40 84] ; [247  87],[77.70305677 46.29694323] ; [209.29694323 124.70305677],1
p6,1,0.0,45.143595,[27 93] ; [194 139],[58.54304636 61.45695364] ; [162.45695364 170.54304636],1
n5,1,3.5e-05,17.10655,[82 42] ; [280  54],[98.00873362 25.99126638] ; [263.99126638  70.00873362],1
p7,1,6.5e-05,15.952442,[83 36] ; [287  46],[97.41150442 21.58849558] ; [272.58849558  60.41150442],1
p5,1,0.000203,13.804029,[  8 116] ; [ 71 264],[ 21.34204793 102.65795207] ; [ 57.65795207 277.34204793],1
d4,1,0.000632,11.677988,[91 33] ; [290  44],[103.15283843  20.84716157] ; [277.84716157  56.15283843],1
v1,1,0.000857,11.113911,[55 65] ; [209 121],[70.4 49.6] ; [193.6 136.4],1
p2,1,0.001471,10.114453,[105  19] ; [314  20],[113.44104803  10.55895197] ; [305.55895197  28.44104803],0
n4,1,0.001818,9.724656,[86 38] ; [277  58],[98.06535948 25.93464052] ; [264.93464052  70.06535948],0
s6,1,0.002952,8.837071,[72 50] ; [239  86],[84.88143177 37.11856823] ; [226.11856823  98.88143177],0
d1,1,0.003632,8.459039,[63 61] ; [220 115],[76.45315904 47.54684096] ; [206.54684096 128.45315904],0
d3,1,0.006885,7.302852,[77 47] ; [251  84],[88.61002179 35.38997821] ; [239.38997821  95.61002179],0
d5,1,0.008889,6.845039,[91 33] ; [281  53],[100.71615721  23.28384279] ; [271.28384279  62.71615721],0
p12,1,0.0099,6.652803,[  5 118] ; [ 41 294],[ 12.35371179 110.64628821] ; [ 33.64628821 301.35371179],0
s7,1,0.011924,6.322082,[52 68] ; [180 137],[63.70709382 56.29290618] ; [168.29290618 148.70709382],0
a5,1,0.013967,6.042324,[84 40] ; [264  71],[94.0130719 29.9869281] ; [253.9869281  81.0130719],0
r1,1,0.014239,6.008268,[93 30] ; [286  49],[101.78384279  21.21615721] ; [277.21615721  57.78384279],0
s8,1,0.014255,6.006288,[49 75] ; [174 158],[60.64035088 63.35964912] ; [162.35964912 169.64035088],0
d2,1,0.019562,5.450563,[47 77] ; [168 167],[58.08278867 65.91721133] ; [156.91721133 178.08278867],0
s5,1,0.021255,5.305723,[35 85] ; [132 189],[45.44217687 74.55782313] ; [121.55782313 199.44217687],0
p11,1,0.023971,5.096744,[98 26] ; [293  42],[105.62962963  18.37037037] ; [285.37037037  49.62962963],0
a4,1,0.025379,4.997825,[42 81] ; [153 181],[52.48358862 70.51641138] ; [142.51641138 191.48358862],0
v3,1,0.029689,4.727198,[42 80] ; [149 176],[52.12975391 69.87024609] ; [138.87024609 186.12975391],0
u2,1,0.032221,4.58672,[19 26] ; [59 37],[24.89361702 20.10638298] ; [53.10638298 42.89361702],0
a1,1,0.03424,4.482667,[  2 122] ; [ 22 313],[  6.48366013 117.51633987] ; [ 17.51633987 317.48366013],0
b5,1,0.038422,4.286233,[80 44] ; [180 155],[70.23965142 53.76034858] ; [189.76034858 145.23965142],0
p10,1,0.04292,4.098542,[101  22] ; [298  36],[107.38949672  15.61050328] ; [291.61050328  42.38949672],0
n6,1,0.047791,3.917316,[102  22] ; [297  36],[108.26258206  15.73741794] ; [290.73741794  42.26258206],0
u3,1,0.055055,3.680406,[20 25] ; [58 36],[25.25179856 19.74820144] ; [52.74820144 41.25179856],0
s2,1,0.096033,2.770222,[56 68] ; [179 153],[63.90350877 60.09649123] ; [171.09649123 160.90350877],0
v2,1,0.106759,2.601558,[61 57] ; [197 130],[68.41348315 49.58651685] ; [189.58651685 137.41348315],0
u4,1,0.139709,2.181163,[  1 123] ; [ 11 324],[  3.24183007 120.75816993] ; [  8.75816993 326.24183007],0
s3,1,0.146991,2.103205,[62 60] ; [194 138],[68.79295154 53.20704846] ; [187.20704846 144.79295154],0
a3,1,0.16157,1.959471,[79 43] ; [239  95],[85.07894737 36.92105263] ; [232.92105263 101.07894737],0
b4,1,0.167076,1.908981,[64 60] ; [197 138],[70.50980392 53.49019608] ; [190.49019608 144.50980392],0
p9,1,0.170268,1.880583,[104  18] ; [301  34],[108.11816193  13.88183807] ; [296.88183807  38.11816193],0
b1,1,0.209028,1.578143,[42 82] ; [135 200],[47.81699346 76.18300654] ; [129.18300654 205.81699346],0
r4,1,0.218163,1.516413,[113  11] ; [316  19],[115.89542484   8.10457516] ; [313.10457516  21.89542484],0
u1,1,0.22568,1.467883,[ 16 108] ; [ 59 276],[ 20.26143791 103.73856209] ; [ 54.73856209 280.26143791],0
s4,1,0.242281,1.367271,[ 17 106] ; [ 61 269],[ 21.17880795 101.82119205] ; [ 56.82119205 273.17880795],0
s1,1,0.242951,1.363391,[  5 118] ; [  7 327],[  3.2297593 119.7702407] ; [  8.7702407 325.2297593],0
b2,1,0.257931,1.279827,[20 46] ; [ 79 129],[23.84671533 42.15328467] ; [ 75.15328467 132.84671533],0
b3,1,0.257931,1.279827,[20 46] ; [ 79 129],[23.84671533 42.15328467] ; [ 75.15328467 132.84671533],0
a2,1,0.338491,0.916137,[ 23 101] ; [ 76 259],[26.74509804 97.25490196] ; [ 72.25490196 262.74509804],0
a8,1,0.357147,0.847901,[19 93] ; [ 41 265],[16.07655502 95.92344498] ; [ 43.92344498 262.07655502],0
p1,1,0.402096,0.702049,[ 12 111] ; [ 42 291],[ 14.56578947 108.43421053] ; [ 39.43421053 293.56578947],0
r2,1,0.415751,0.662296,[116   7] ; [318  13],[117.5814978   5.4185022] ; [316.4185022  14.5814978],0
a7,1,0.504754,0.444928,[89 35] ; [250  84],[91.78165939 32.21834061] ; [247.21834061  86.78165939],0
n2,1,0.641826,0.216362,[24  5] ; [40 11],[23.2  5.8] ; [40.8 10.2],0
n3,1,0.820918,0.051241,[19 10] ; [34 16],[19.4556962  9.5443038] ; [33.5443038 16.4556962],0
r3,1,0.874398,0.024987,[118   6] ; [319  15],[118.31441048   5.68558952] ; [318.68558952  15.31441048],0
a6,1,0.886089,0.020522,[81 42] ; [223 112],[81.6419214 41.3580786] ; [222.3580786 112.6419214],0
n1,1,0.980811,0.000579,[12 16] ; [22 29],[12.05063291 15.94936709] ; [21.94936709 29.05063291],0
