Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,45.150167,[244  61] ; [19 34],[224.06424581  80.93575419] ; [38.93575419 14.06424581],1
s3,1,0.0,39.848332,[247  55] ; [22 31],[228.83943662  73.16056338] ; [40.16056338 12.83943662],1
s5,1,3e-06,22.074624,[152 145] ; [ 8 43],[136.55172414 160.44827586] ; [23.44827586 27.55172414],1
s8,1,5e-06,20.876151,[226  77] ; [23 30],[211.92977528  91.07022472] ; [37.07022472 15.92977528],1
r4,1,1.7e-05,18.506336,[299   7] ; [45  8],[293.21448468  12.78551532] ; [50.78551532  2.21448468],1
p9,1,0.003151,8.71816,[276  27] ; [41 12],[269.80617978  33.19382022] ; [47.19382022  5.80617978],0
r3,1,0.003729,8.411218,[298   6] ; [48  5],[294.63305322   9.36694678] ; [51.36694678  1.63305322],0
r2,1,0.003729,8.411218,[298   6] ; [48  5],[294.63305322   9.36694678] ; [51.36694678  1.63305322],0
n5,1,0.033867,4.501389,[254  49] ; [38 15],[248.52808989  54.47191011] ; [43.47191011  9.52808989],0
s4,1,0.043215,4.086959,[ 65 239] ; [ 5 48],[ 59.60784314 244.39215686] ; [10.39215686 42.60784314],0
d5,1,0.056538,3.636122,[260  43] ; [40 13],[255.33707865  47.66292135] ; [44.66292135  8.33707865],0
a2,1,0.068695,3.313935,[102 204] ; [11 42],[ 96.31754875 209.68245125] ; [16.68245125 36.31754875],0
b5,1,0.077347,3.119788,[184 122] ; [25 28],[178.1448468 127.8551532] ; [30.8551532 22.1448468],0
n6,1,0.080197,3.060911,[274  28] ; [43  9],[270.43502825  31.56497175] ; [46.56497175  5.43502825],0
p1,1,0.088029,2.910047,[ 35 269] ; [ 2 51],[ 31.5070028 272.4929972] ; [ 5.4929972 47.5070028],0
v4,1,0.105976,2.613232,[299   6] ; [49  3],[297.31092437   7.68907563] ; [50.68907563  1.31092437],0
u1,1,0.124386,2.361205,[ 89 217] ; [10 43],[ 84.38440111 221.61559889] ; [14.61559889 38.38440111],0
a5,1,0.132582,2.26201,[252  54] ; [39 14],[248.03899721  57.96100279] ; [42.96100279 10.03899721],0
b3,1,0.162328,1.952404,[ 88 123] ; [20 17],[ 91.88709677 119.11290323] ; [16.11290323 20.88709677],0
b2,1,0.162328,1.952404,[ 88 123] ; [20 17],[ 91.88709677 119.11290323] ; [16.11290323 20.88709677],0
p12,1,0.202337,1.625428,[ 35 269] ; [ 3 50],[ 32.35854342 271.64145658] ; [ 5.64145658 47.35854342],0
v1,1,0.218047,1.517179,[183 117] ; [27 25],[178.97727273 121.02272727] ; [31.02272727 20.97727273],0
s1,1,0.252053,1.311888,[ 17 285] ; [ 1 52],[ 15.31267606 286.68732394] ; [ 2.68732394 50.31267606],0
p5,1,0.290163,1.118864,[ 54 250] ; [ 6 45],[ 51.38028169 252.61971831] ; [ 8.61971831 42.38028169],0
u2,1,0.345332,0.890538,[34 15] ; [6 5],[32.66666667 16.33333333] ; [7.33333333 3.66666667],0
d1,1,0.34781,0.881431,[205 101] ; [32 21],[202.01114206 103.98885794] ; [34.98885794 18.01114206],0
n2,1,0.403074,0.699137,[46 13] ; [8 4],[44.87323944 14.12676056] ; [9.12676056 2.87323944],0
p3,1,0.410197,0.67823,[169 136] ; [32 20],[171.72268908 133.27731092] ; [29.27731092 22.72268908],0
u3,1,0.463446,0.53756,[38 13] ; [7 4],[37.01612903 13.98387097] ; [7.98387097 3.01612903],0
p8,1,0.483123,0.491805,[174 126] ; [28 25],[171.6713881 128.3286119] ; [30.3286119 22.6713881],0
n4,1,0.58248,0.302242,[262  43] ; [44  9],[260.69832402  44.30167598] ; [45.30167598  7.69832402],0
b4,1,0.5848,0.298539,[174 132] ; [28 25],[172.17827298 133.82172702] ; [29.82172702 23.17827298],0
p4,1,0.605162,0.267281,[206  98] ; [34 19],[204.3697479  99.6302521] ; [35.6302521 17.3697479],0
a3,1,0.613028,0.255789,[255  50] ; [42 10],[253.7394958  51.2605042] ; [43.2605042  8.7394958],0
p2,1,0.628804,0.233685,[261  44] ; [44  9],[259.84636872  45.15363128] ; [45.15363128  7.84636872],0
a8,1,0.62959,0.232618,[ 48 227] ; [ 9 35],[ 49.13793103 225.86206897] ; [ 7.86206897 36.13793103],0
d2,1,0.665924,0.186407,[176 128] ; [29 24],[174.56582633 129.43417367] ; [30.43417367 22.56582633],0
p10,1,0.70295,0.145421,[264  40] ; [45  8],[263.12605042  40.87394958] ; [45.87394958  7.12605042],0
a4,1,0.711921,0.136366,[158 147] ; [26 27],[156.75977654 148.24022346] ; [27.24022346 25.75977654],0
a7,1,0.718567,0.12987,[221  85] ; [37 16],[219.91086351  86.08913649] ; [38.08913649 14.91086351],0
d4,1,0.760595,0.092842,[262  41] ; [45  8],[261.29494382  41.70505618] ; [45.70505618  7.29494382],0
v3,1,0.793041,0.068835,[139 157] ; [24 25],[139.84927536 156.15072464] ; [23.15072464 25.84927536],0
p7,1,0.810889,0.057255,[210  84] ; [37 16],[209.27377522  84.72622478] ; [37.72622478 15.27377522],0
b1,1,0.866667,0.028188,[125 181] ; [21 32],[124.44568245 181.55431755] ; [21.55431755 31.44568245],0
n1,1,0.872321,0.025828,[28 31] ; [6 6],[28.25352113 30.74647887] ; [5.74647887 6.25352113],0
n3,1,0.874341,0.025011,[39 20] ; [7 4],[38.77142857 20.22857143] ; [7.22857143 3.77142857],0
p11,1,0.936122,0.006423,[241  65] ; [42 11],[241.22005571  64.77994429] ; [41.77994429 11.22005571],0
d3,1,0.941607,0.005366,[228  76] ; [40 13],[228.21288515  75.78711485] ; [39.78711485 13.21288515],0
p6,1,0.95567,0.00309,[138 164] ; [24 29],[137.81408451 164.18591549] ; [24.18591549 28.81408451],0
v2,1,0.964238,0.00201,[186 112] ; [32 19],[186.14326648 111.85673352] ; [31.85673352 19.14326648],0
a6,1,0.969323,0.001479,[205  98] ; [36 17],[205.12078652  97.87921348] ; [35.87921348 17.12078652],0
a1,1,0.975495,0.000944,[ 17 289] ; [ 3 50],[ 17.04735376 288.95264624] ; [ 2.95264624 50.04735376],0
