Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,70.172504,[18 52] ; [157  37],[46.40151515 23.59848485] ; [128.59848485  65.40151515],1
a5,1,0.0,27.18295,[34 36] ; [158  37],[50.71698113 19.28301887] ; [141.28301887  53.71698113],1
n6,1,0.000144,14.446463,[43 27] ; [162  32],[54.35606061 15.64393939] ; [150.64393939  43.35606061],1
p3,1,0.000239,13.49716,[10 60] ; [ 74 120],[22.27272727 47.72727273] ; [ 61.72727273 132.27272727],1
p11,1,0.000506,12.094095,[35 35] ; [142  53],[46.75471698 23.24528302] ; [130.24528302  64.75471698],1
s7,1,0.000793,11.256912,[16 52] ; [85 96],[27.58232932 40.41767068] ; [ 73.41767068 107.58232932],1
d2,1,0.002003,9.546432,[23 47] ; [105  88],[34.06844106 35.93155894] ; [93.93155894 99.06844106],0
u1,1,0.003425,8.565853,[ 4 66] ; [ 41 154],[11.88679245 58.11320755] ; [ 33.11320755 161.88679245],0
a4,1,0.004778,7.961572,[22 48] ; [99 95],[32.08333333 37.91666667] ; [ 88.91666667 105.08333333],0
p4,1,0.011555,6.377908,[21 49] ; [ 92 102],[29.96212121 40.03787879] ; [ 83.03787879 110.96212121],0
a3,1,0.015859,5.818491,[39 31] ; [138  55],[47.11026616 22.88973384] ; [129.88973384  63.11026616],0
s2,1,0.023295,5.146396,[23 46] ; [93 96],[31.02325581 37.97674419] ; [ 84.97674419 104.02325581],0
b1,1,0.027469,4.861104,[18 52] ; [ 79 116],[25.62264151 44.37735849] ; [ 71.37735849 123.62264151],0
p10,1,0.031738,4.612597,[39 29] ; [138  55],[46.11494253 21.88505747] ; [130.88505747  62.11494253],0
s8,1,0.034292,4.480073,[19 51] ; [ 80 113],[26.34980989 43.65019011] ; [ 72.65019011 120.34980989],0
n1,1,0.045518,3.999332,[12 25] ; [27 23],[16.5862069 20.4137931] ; [22.4137931 27.5862069],0
p2,1,0.050656,3.819625,[41 29] ; [139  56],[47.54716981 22.45283019] ; [132.45283019  62.54716981],0
p1,1,0.053137,3.739617,[ 2 68] ; [ 20 174],[ 5.83333333 64.16666667] ; [ 16.16666667 177.83333333],0
p12,1,0.056184,3.646604,[ 2 67] ; [ 20 174],[ 5.77186312 63.22813688] ; [ 16.22813688 177.77186312],0
a8,1,0.059357,3.555252,[ 2 63] ; [ 19 157],[ 5.66390041 59.33609959] ; [ 15.33609959 160.66390041],0
s3,1,0.073042,3.213301,[29 41] ; [102  87],[35.40540541 34.59459459] ; [95.59459459 93.40540541],0
a2,1,0.09056,2.864388,[11 59] ; [ 50 145],[16.11320755 53.88679245] ; [ 44.88679245 150.11320755],0
s6,1,0.091839,2.841832,[37 32] ; [125  67],[42.82758621 26.17241379] ; [119.17241379  72.82758621],0
p6,1,0.092181,2.835863,[ 5 65] ; [ 29 164],[ 9.04942966 60.95057034] ; [ 24.95057034 168.04942966],0
u3,1,0.128949,2.305118,[23  8] ; [33 24],[19.72727273 11.27272727] ; [36.27272727 20.72727273],0
v3,1,0.133427,2.252169,[18 47] ; [ 70 114],[22.97188755 42.02811245] ; [ 65.02811245 118.97188755],0
v1,1,0.150941,2.062715,[27 42] ; [93 96],[32.09302326 36.90697674] ; [ 87.90697674 101.09302326],0
d5,1,0.168942,1.892309,[59 11] ; [149  46],[54.94339623 15.05660377] ; [153.05660377  41.94339623],0
p9,1,0.180815,1.790916,[45 23] ; [144  49],[49.24137931 18.75862069] ; [139.75862069  53.24137931],0
p5,1,0.197482,1.660901,[ 2 67] ; [ 14 180],[ 4.19771863 64.80228137] ; [ 11.80228137 182.19771863],0
r4,1,0.253357,1.304696,[61  9] ; [179  16],[63.39622642  6.60377358] ; [176.60377358  18.39622642],0
a1,1,0.289364,1.122578,[ 1 69] ; [  8 187],[ 2.37735849 67.62264151] ; [  6.62264151 188.37735849],0
b3,1,0.305974,1.047976,[ 8 22] ; [45 78],[10.39215686 19.60784314] ; [42.60784314 80.39215686],0
b2,1,0.305974,1.047976,[ 8 22] ; [45 78],[10.39215686 19.60784314] ; [42.60784314 80.39215686],0
n3,1,0.466172,0.531034,[22 14] ; [33 15],[23.57142857 12.42857143] ; [31.42857143 16.57142857],0
u2,1,0.517317,0.419238,[19 11] ; [32 25],[17.5862069 12.4137931] ; [33.4137931 23.5862069],0
b4,1,0.53557,0.383813,[46 24] ; [120  75],[43.8490566 26.1509434] ; [122.1509434  72.8490566],0
s1,1,0.544804,0.366709,[ 3 67] ; [ 12 180],[ 4.00763359 65.99236641] ; [ 10.99236641 181.00763359],0
d3,1,0.54916,0.358824,[45 25] ; [133  62],[47.01886792 22.98113208] ; [130.98113208  64.01886792],0
d1,1,0.595426,0.28195,[38 32] ; [113  82],[39.88679245 30.11320755] ; [111.11320755  83.88679245],0
n2,1,0.644243,0.213235,[23 13] ; [35 16],[24. 12.] ; [34. 17.],0
d4,1,0.65451,0.200261,[58 12] ; [156  38],[56.74242424 13.25757576] ; [157.25757576  36.74242424],0
p8,1,0.692371,0.15653,[19 51] ; [ 48 146],[17.76515152 52.23484848] ; [ 49.23484848 144.76515152],0
v4,1,0.713434,0.134871,[64  6] ; [180  14],[64.6969697  5.3030303] ; [179.3030303  14.6969697],0
v2,1,0.727229,0.121671,[35 30] ; [96 91],[33.78968254 31.21031746] ; [97.21031746 89.78968254],0
b5,1,0.76222,0.091546,[42 28] ; [121  74],[43.05660377 26.94339623] ; [119.94339623  75.05660377],0
a7,1,0.795128,0.067422,[52 18] ; [141  53],[51.17424242 18.82575758] ; [141.82575758  52.17424242],0
r3,1,0.823919,0.049509,[64  6] ; [179  15],[64.43181818  5.56818182] ; [178.56818182  15.43181818],0
s4,1,0.915972,0.011132,[11 59] ; [ 29 162],[10.72796935 59.27203065] ; [ 29.27203065 161.72796935],0
