Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,28.592434,[128 140] ; [241 108],[160.27876823 107.72123177] ; [208.72123177 140.27876823],1
v3,1,1e-06,25.145263,[ 82 186] ; [176 171],[112.42926829 155.57073171] ; [145.57073171 201.42926829],1
s8,1,1.2e-05,19.176218,[102 173] ; [194 161],[129.20634921 145.79365079] ; [166.79365079 188.20634921],1
p8,1,6.3e-05,16.019255,[122 150] ; [214 137],[146.69662921 125.30337079] ; [189.30337079 161.69662921],1
n5,1,6.7e-05,15.897501,[191  85] ; [296  62],[212.00630915  63.99369085] ; [274.99369085  83.00630915],1
p6,1,0.000306,13.032991,[ 82 192] ; [155 197],[103.73482428 170.26517572] ; [133.26517572 218.73482428],1
p3,1,0.000621,11.712426,[125 151] ; [210 146],[146.29746835 129.70253165] ; [188.70253165 167.29746835],1
p4,1,0.00074,11.385527,[150 125] ; [241 115],[170.40412044 104.59587956] ; [220.59587956 135.40412044],1
p2,1,0.000741,11.38407,[213  63] ; [311  45],[228.83544304  47.16455696] ; [295.16455696  60.83544304],1
p9,1,0.000903,11.01588,[216  57] ; [316  40],[230.89984102  42.10015898] ; [301.10015898  54.89984102],1
b5,1,0.001076,10.692829,[144 133] ; [234 127],[164.11598746 112.88401254] ; [213.88401254 147.11598746],0
s2,1,0.001722,9.824791,[125 150] ; [206 149],[144.48412698 130.51587302] ; [186.51587302 168.48412698],0
p11,1,0.002302,9.291402,[199  78] ; [296  65],[214.9137931  62.0862069] ; [280.0862069  80.9137931],0
p7,1,0.006021,7.544037,[159 115] ; [239 109],[175.32475884  98.67524116] ; [222.67524116 125.32475884],0
r4,1,0.00757,7.132552,[251  26] ; [346  15],[259.19905956  17.80094044] ; [337.80094044  23.19905956],0
s5,1,0.008455,6.934449,[ 85 181] ; [147 200],[100.6721044 165.3278956] ; [131.3278956 215.6721044],0
p10,1,0.010659,6.521293,[213  62] ; [303  52],[225.23809524  49.76190476] ; [290.76190476  64.23809524],0
s6,1,0.011017,6.46253,[171 100] ; [255  96],[185.60450161  85.39549839] ; [240.39549839 110.60450161],0
r1,1,0.013012,6.167426,[226  50] ; [318  40],[236.82018927  39.17981073] ; [307.17981073  50.82018927],0
u4,1,0.017366,5.658974,[  2 275] ; [ 13 348],[  6.51253918 270.48746082] ; [  8.48746082 352.51253918],0
