Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.8e-05,18.362923,[ 88 188] ; [60 48],[106.375 169.625] ; [41.625 66.375],1
p8,1,2.4e-05,17.825156,[ 70 211] ; [50 56],[ 87.13178295 193.86821705] ; [32.86821705 73.13178295],1
p2,1,0.000135,14.576874,[180 103] ; [91 18],[195.64540816  87.35459184] ; [75.35459184 33.64540816],1
v1,1,0.004778,7.961517,[ 96 180] ; [54 53],[108.09399478 167.90600522] ; [41.90600522 65.09399478],0
a5,1,0.006481,7.411582,[172 112] ; [82 27],[183.55216285 100.44783715] ; [70.44783715 38.55216285],0
s2,1,0.006709,7.349372,[101 181] ; [54 52],[112.65463918 169.34536082] ; [42.34536082 63.65463918],0
s6,1,0.008786,6.865806,[140 141] ; [68 37],[151.41968912 129.58031088] ; [56.58031088 48.41968912],0
s8,1,0.011142,6.442593,[ 71 213] ; [41 67],[ 81.14285714 202.85714286] ; [30.85714286 77.14285714],0
s7,1,0.011794,6.341585,[ 83 188] ; [47 59],[ 93.44827586 177.55172414] ; [36.55172414 69.44827586],0
v4,1,0.014118,6.023321,[237  41] ; [101   6],[244.06233766  33.93766234] ; [93.93766234 13.06233766],0
r3,1,0.029416,4.743123,[243  37] ; [103   6],[249.04884319  30.95115681] ; [96.95115681 12.04884319],0
r4,1,0.038574,4.279549,[212  72] ; [92 17],[219.68447837  64.31552163] ; [84.31552163 24.68447837],0
v2,1,0.04123,4.166542,[114 151] ; [58 48],[122.85714286 142.14285714] ; [49.14285714 56.85714286],0
p10,1,0.043621,4.071166,[182  98] ; [81 26],[190.28423773  89.71576227] ; [72.71576227 34.28423773],0
b4,1,0.06005,3.536017,[173 111] ; [55 54],[164.76335878 119.23664122] ; [63.23664122 45.76335878],0
u3,1,0.087758,2.915023,[48 58] ; [20 12],[52.23188406 53.76811594] ; [15.76811594 16.23188406],0
p1,1,0.099461,2.714173,[  8 273] ; [  7 102],[ 10.80769231 270.19230769] ; [  4.19230769 104.80769231],0
a7,1,0.114578,2.489918,[189  93] ; [82 27],[195.45268542  86.54731458] ; [75.54731458 33.45268542],0
a6,1,0.128287,2.313108,[174 109] ; [76 33],[180.48469388 102.51530612] ; [69.51530612 39.48469388],0
a2,1,0.142853,2.146958,[ 47 237] ; [25 84],[ 52.03053435 231.96946565] ; [19.96946565 89.03053435],0
v3,1,0.148587,2.086695,[ 76 196] ; [37 67],[ 81.74468085 190.25531915] ; [31.25531915 72.74468085],0
s4,1,0.1616,1.95919,[ 50 232] ; [13 96],[ 45.43734015 236.56265985] ; [17.56265985 91.43734015],0
n5,1,0.166245,1.916479,[174 107] ; [75 33],[179.8688946 101.1311054] ; [69.1311054 38.8688946],0
d3,1,0.171309,1.871447,[171 112] ; [74 35],[176.875 106.125] ; [68.125 40.875],0
p5,1,0.190182,1.716208,[  8 274] ; [  6 101],[ 10.14910026 271.85089974] ; [  3.85089974 103.14910026],0
s1,1,0.275315,1.190072,[  9 271] ; [  6 101],[ 10.85271318 269.14728682] ; [  4.14728682 102.85271318],0
s3,1,0.291637,1.112047,[128 151] ; [55 51],[132.61558442 146.38441558] ; [50.38441558 55.61558442],0
a3,1,0.310579,1.028212,[178 103] ; [75 34],[182.28974359  98.71025641] ; [70.71025641 38.28974359],0
p9,1,0.313927,1.014081,[194  80] ; [82 26],[197.96858639  76.03141361] ; [78.03141361 29.96858639],0
n2,1,0.318905,0.99343,[72 34] ; [21  6],[74.12030075 31.87969925] ; [18.87969925  8.12030075],0
r1,1,0.320785,0.985741,[202  80] ; [82 25],[205.88174807  76.11825193] ; [78.11825193 28.88174807],0
d1,1,0.364152,0.823523,[134 150] ; [57 52],[138.02544529 145.97455471] ; [52.97455471 56.02544529],0
p11,1,0.374702,0.788013,[190  94] ; [78 31],[193.6692112  90.3307888] ; [74.3307888 34.6692112],0
d5,1,0.377877,0.777599,[203  80] ; [83 26],[206.4744898  76.5255102] ; [79.5255102 29.4744898],0
a4,1,0.401421,0.704064,[106 176] ; [46 63],[109.62659847 172.37340153] ; [42.37340153 66.62659847],0
s5,1,0.408855,0.682127,[ 60 216] ; [27 78],[ 63.02362205 212.97637795] ; [23.97637795 81.02362205],0
d4,1,0.428157,0.627818,[211  70] ; [86 23],[213.99230769  67.00769231] ; [83.00769231 25.99230769],0
b2,1,0.457978,0.550832,[ 51 103] ; [20 51],[ 48.59555556 105.40444444] ; [22.40444444 48.59555556],0
b3,1,0.457978,0.550832,[ 51 103] ; [20 51],[ 48.59555556 105.40444444] ; [22.40444444 48.59555556],0
d2,1,0.469509,0.52313,[115 166] ; [49 60],[118.16410256 162.83589744] ; [45.83589744 63.16410256],0
p12,1,0.484169,0.489458,[ 12 269] ; [  3 106],[ 10.80769231 270.19230769] ; [  4.19230769 104.80769231],0
n4,1,0.500548,0.453775,[181 102] ; [73 35],[183.84143223  99.15856777] ; [70.15856777 37.84143223],0
b1,1,0.583934,0.299918,[101 183] ; [42 67],[103.33842239 180.66157761] ; [39.66157761 69.33842239],0
n3,1,0.642148,0.215943,[65 38] ; [19  9],[66.04580153 36.95419847] ; [17.95419847 10.04580153],0
u1,1,0.698322,0.150223,[ 30 254] ; [13 96],[ 31.07379135 252.92620865] ; [11.92620865 97.07379135],0
a8,1,0.71946,0.129011,[ 36 227] ; [12 86],[ 34.96952909 228.03047091] ; [13.03047091 84.96952909],0
u4,1,0.757588,0.095265,[  4 280] ; [  2 107],[  4.33587786 279.66412214] ; [  1.66412214 107.33587786],0
r2,1,0.774393,0.082158,[243  34] ; [95 12],[243.81770833  33.18229167] ; [94.18229167 12.81770833],0
n1,1,0.782144,0.076467,[38 67] ; [ 9 18],[37.38636364 67.61363636] ; [ 9.61363636 17.38636364],0
n6,1,0.788046,0.07228,[207  74] ; [81 27],[208.04113111  72.95886889] ; [79.95886889 28.04113111],0
b5,1,0.931175,0.007459,[168 116] ; [65 44],[168.37659033 115.62340967] ; [64.62340967 44.37659033],0
u2,1,0.962381,0.002225,[52 53] ; [16 16],[52.11678832 52.88321168] ; [15.88321168 16.11678832],0
a1,1,0.996717,1.7e-05,[ 13 271] ; [  5 104],[ 13.00763359 270.99236641] ; [  4.99236641 104.00763359],0
