Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000763,11.330087,[15  2] ; [2 7],[11.11538462  5.88461538] ; [5.88461538 3.11538462],1
b3,1,0.00399,8.288265,[ 1 13] ; [3 1],[ 3.11111111 10.88888889] ; [0.88888889 3.11111111],0
b2,1,0.00399,8.288265,[ 1 13] ; [3 1],[ 3.11111111 10.88888889] ; [0.88888889 3.11111111],0
d2,1,0.00773,7.095029,[ 4 13] ; [7 2],[7.19230769 9.80769231] ; [3.80769231 5.19230769],0
p11,1,0.031482,4.626471,[13  4] ; [3 6],[10.46153846  6.53846154] ; [5.53846154 3.46153846],0
a3,1,0.039288,4.248366,[ 6 11] ; [7 2],[8.5 8.5] ; [4.5 4.5],0
r2,1,0.046547,3.961685,[ 7 10] ; [6 1],[9.20833333 7.79166667] ; [3.79166667 3.20833333],0
a5,1,0.067362,3.346168,[ 5 12] ; [6 3],[7.19230769 9.80769231] ; [3.80769231 5.19230769],0
s2,1,0.074905,3.172113,[ 7 10] ; [7 2],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
a7,1,0.074905,3.172113,[ 7 10] ; [7 2],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
n2,1,0.094264,2.8,[6 3] ; [1 4],[4.5 4.5] ; [2.5 2.5],0
v2,1,0.185659,1.75173,[ 4 13] ; [4 4],[ 5.44 11.56] ; [2.56 5.44],0
p8,1,0.189225,1.723644,[9 8] ; [2 6],[7.48 9.52] ; [3.52 4.48],0
a6,1,0.192373,1.699346,[ 5 12] ; [5 4],[ 6.53846154 10.46153846] ; [3.46153846 5.53846154],0
a4,1,0.271644,1.208424,[ 4 13] ; [4 5],[ 5.23076923 11.76923077] ; [2.76923077 6.23076923],0
p2,1,0.271644,1.208424,[13  4] ; [5 4],[11.76923077  5.23076923] ; [6.23076923 2.76923077],0
n6,1,0.319806,0.989741,[11  6] ; [4 5],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
s6,1,0.319806,0.989741,[11  6] ; [4 5],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
s3,1,0.340018,0.910364,[8 9] ; [6 3],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
p7,1,0.382677,0.762085,[10  6] ; [4 5],[8.96 7.04] ; [5.04 3.96],0
p10,1,0.500352,0.454189,[9 8] ; [6 3],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
p4,1,0.500352,0.454189,[8 9] ; [3 6],[7.19230769 9.80769231] ; [3.80769231 5.19230769],0
s5,1,0.566501,0.328571,[ 4 12] ; [1 6],[ 3.47826087 12.52173913] ; [1.52173913 5.47826087],0
n1,1,0.596701,0.28,[3 6] ; [1 4],[2.57142857 6.42857143] ; [1.42857143 3.57142857],0
s7,1,0.67844,0.171887,[10  7] ; [4 4],[9.52 7.48] ; [4.48 3.52],0
p9,1,0.68017,0.169935,[8 9] ; [5 4],[8.5 8.5] ; [4.5 4.5],0
b5,1,0.69574,0.152941,[10  7] ; [6 3],[10.46153846  6.53846154] ; [5.53846154 3.46153846],0
p3,1,0.69574,0.152941,[ 7 10] ; [3 6],[ 6.53846154 10.46153846] ; [3.46153846 5.53846154],0
b4,1,0.69574,0.152941,[ 7 10] ; [3 6],[ 6.53846154 10.46153846] ; [3.46153846 5.53846154],0
u2,1,0.715388,0.132955,[7 4] ; [1 1],[6.76923077 4.23076923] ; [1.23076923 0.76923077],0
r1,1,0.778244,0.079303,[ 3 14] ; [2 7],[ 3.26923077 13.73076923] ; [1.73076923 7.26923077],0
v1,1,0.778244,0.079303,[ 3 14] ; [2 7],[ 3.26923077 13.73076923] ; [1.73076923 7.26923077],0
p6,1,0.836701,0.042484,[ 5 12] ; [3 6],[ 5.23076923 11.76923077] ; [2.76923077 6.23076923],0
v4,1,0.836701,0.042484,[12  5] ; [6 3],[11.76923077  5.23076923] ; [6.23076923 2.76923077],0
n3,1,0.872081,0.025926,[5 4] ; [3 2],[5.14285714 3.85714286] ; [2.85714286 2.14285714],0
n4,1,0.898768,0.016184,[9 8] ; [5 4],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
r3,1,0.898768,0.016184,[9 8] ; [5 4],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
b1,1,0.898768,0.016184,[8 9] ; [4 5],[7.84615385 9.15384615] ; [4.15384615 4.84615385],0
u3,1,0.905581,0.014069,[6 5] ; [1 1],[5.92307692 5.07692308] ; [1.07692308 0.92307692],0
s8,1,0.940006,0.005664,[ 4 13] ; [2 7],[ 3.92307692 13.07692308] ; [2.07692308 6.92307692],0
s1,1,0.96042,0.002463,[ 2 15] ; [1 8],[ 1.96153846 15.03846154] ; [1.03846154 7.96153846],0
