Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,100.409925,[ 2 48] ; [221  67],[32.98816568 17.01183432] ; [190.01183432  97.98816568],1
d3,1,0.0,61.45093,[11 39] ; [223  65],[34.61538462 15.38461538] ; [199.38461538  88.61538462],1
d5,1,0.0,41.840734,[29 21] ; [264  24],[43.34319527  6.65680473] ; [249.65680473  38.34319527],1
a3,1,0.0,26.120331,[25 25] ; [237  50],[38.87240356 11.12759644] ; [223.12759644  63.87240356],1
a5,1,0.000108,14.996147,[29 21] ; [237  51],[39.34911243 10.65088757] ; [226.65088757  61.34911243],1
d2,1,0.000185,13.976877,[16 34] ; [174 114],[28.10650888 21.89349112] ; [161.89349112 126.10650888],1
a2,1,0.000707,11.471162,[ 4 46] ; [ 90 198],[13.90532544 36.09467456] ; [ 80.09467456 207.90532544],1
a4,1,0.000906,11.009496,[13 37] ; [148 140],[23.81656805 26.18343195] ; [137.18343195 150.81656805],1
u1,1,0.001451,10.139677,[ 3 47] ; [ 77 211],[11.83431953 38.16568047] ; [ 68.16568047 219.83431953],0
v2,1,0.011357,6.408577,[20 27] ; [171 104],[27.87888199 19.12111801] ; [163.12111801 111.87888199],0
v3,1,0.012639,6.218945,[14 35] ; [131 143],[21.99690402 27.00309598] ; [123.00309598 150.99690402],0
p6,1,0.02674,4.907549,[16 34] ; [139 145],[23.20359281 26.79640719] ; [131.79640719 152.20359281],0
p3,1,0.037963,4.306682,[22 28] ; [172 116],[28.69822485 21.30177515] ; [165.30177515 122.69822485],0
u3,1,0.042779,4.10411,[14 11] ; [40 11],[17.76315789  7.23684211] ; [36.23684211 14.76315789],0
s5,1,0.048061,3.907853,[17 32] ; [138 138],[23.36923077 25.63076923] ; [131.63076923 144.36923077],0
s2,1,0.069286,3.299852,[33 16] ; [227  60],[37.91666667 11.08333333] ; [222.08333333  64.91666667],0
p8,1,0.081623,3.032277,[23 27] ; [167 115],[28.61445783 21.38554217] ; [161.38554217 120.61445783],0
s7,1,0.082018,3.024446,[35 14] ; [225  49],[39.44272446  9.55727554] ; [220.55727554  53.44272446],0
n4,1,0.099815,2.70849,[36 13] ; [239  48],[40.10416667  8.89583333] ; [234.89583333  52.10416667],0
p4,1,0.102227,2.670453,[29 21] ; [200  87],[33.97626113 16.02373887] ; [195.02373887  91.97626113],0
a7,1,0.104525,2.635103,[30 20] ; [205  82],[34.86646884 15.13353116] ; [200.13353116  86.86646884],0
b2,1,0.115073,2.483124,[10 25] ; [ 83 111],[14.2139738 20.7860262] ; [ 78.7860262 115.2139738],0
b3,1,0.115073,2.483124,[10 25] ; [ 83 111],[14.2139738 20.7860262] ; [ 78.7860262 115.2139738],0
u2,1,0.115184,2.481618,[14 11] ; [37 13],[17.  8.] ; [34. 16.],0
