Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,100.409925,[ 2 48] ; [221  67],[32.98816568 17.01183432] ; [190.01183432  97.98816568],1
a6,1,0.139555,2.182854,[29 21] ; [197  90],[33.53115727 16.46884273] ; [192.46884273  94.53115727],0
r1,1,0.161444,1.960648,[38 10] ; [250  38],[41.14285714  6.85714286] ; [246.85714286  41.14285714],0
p12,1,0.162277,1.952877,[ 3 47] ; [ 37 249],[ 5.95238095 44.04761905] ; [ 34.04761905 251.95238095],0
p1,1,0.190266,1.715558,[ 8 42] ; [ 28 258],[ 5.35714286 44.64285714] ; [ 30.64285714 255.35714286],0
n6,1,0.202449,1.624615,[41  9] ; [253  33],[43.75  6.25] ; [250.25  35.75],0
b4,1,0.215063,1.537012,[25 25] ; [171 117],[28.99408284 21.00591716] ; [167.00591716 120.99408284],0
a1,1,0.22845,1.450483,[ 1 49] ; [ 18 270],[ 2.81065089 47.18934911] ; [ 16.18934911 271.81065089],0
s3,1,0.266325,1.235577,[36 13] ; [230  56],[38.90746269 10.09253731] ; [227.09253731  58.90746269],0
v1,1,0.32822,0.955906,[26 21] ; [174 103],[29.01234568 17.98765432] ; [170.98765432 106.01234568],0
u4,1,0.364495,0.822347,[ 1 49] ; [ 14 274],[ 2.21893491 47.78106509] ; [ 12.78106509 275.21893491],0
p2,1,0.368471,0.808814,[40 10] ; [244  43],[42.13649852  7.86350148] ; [241.86350148  45.13649852],0
p11,1,0.387338,0.747283,[38 12] ; [234  54],[40.23668639  9.76331361] ; [231.76331361  56.23668639],0
p5,1,0.390427,0.737612,[ 6 44] ; [ 48 237],[ 8.05970149 41.94029851] ; [ 45.94029851 239.05970149],0
n3,1,0.427707,0.629042,[10  3] ; [42 22],[8.77922078 4.22077922] ; [43.22077922 20.77922078],0
s1,1,0.46531,0.533091,[ 3 46] ; [ 11 274],[ 2.05389222 46.94610778] ; [ 11.94610778 273.05389222],0
r2,1,0.468747,0.524928,[46  3] ; [273  11],[46.93993994  2.06006006] ; [272.06006006  11.93993994],0
a8,1,0.494416,0.466901,[ 9 36] ; [ 42 222],[ 7.42718447 37.57281553] ; [ 43.57281553 220.42718447],0
r4,1,0.498898,0.45728,[46  4] ; [272  16],[47.04142012  2.95857988] ; [270.95857988  17.04142012],0
v4,1,0.507521,0.439174,[47  2] ; [281   7],[47.69139466  1.30860534] ; [280.30860534   7.69139466],0
b5,1,0.514236,0.425438,[29 21] ; [181 107],[31.06508876 18.93491124] ; [178.93491124 109.06508876],0
r3,1,0.524577,0.404886,[48  2] ; [281   7],[48.66863905  1.33136095] ; [280.33136095   7.66863905],0
p7,1,0.533385,0.387938,[33 17] ; [195  82],[34.86238532 15.13761468] ; [193.13761468  83.86238532],0
n5,1,0.684184,0.165453,[39 11] ; [231  56],[40.05934718  9.94065282] ; [229.94065282  57.05934718],0
n2,1,0.709455,0.138822,[10  3] ; [46 18],[9.45454545 3.54545455] ; [46.54545455 17.45454545],0
p10,1,0.728233,0.120741,[44  5] ; [251  34],[43.27844311  5.72155689] ; [251.72155689  33.27844311],0
p9,1,0.773367,0.082929,[45  5] ; [261  25],[45.53571429  4.46428571] ; [260.46428571  25.53571429],0
s4,1,0.870396,0.02662,[11 39] ; [ 60 226],[10.56547619 39.43452381] ; [ 60.43452381 225.56547619],0
n1,1,0.87357,0.025321,[6 7] ; [28 36],[5.74025974 7.25974026] ; [28.25974026 35.74025974],0
b1,1,0.998535,3e-06,[21 29] ; [121 167],[21.00591716 28.99408284] ; [120.99408284 167.00591716],0
