Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,29.597286,[26 58] ; [73 30],[44.47058824 39.52941176] ; [54.52941176 48.47058824],1
p8,1,0.0,27.544395,[22 61] ; [66 35],[39.69565217 43.30434783] ; [48.30434783 52.69565217],1
s8,1,3.3e-05,17.256363,[29 55] ; [67 36],[43.12299465 40.87700535] ; [52.87700535 50.12299465],1
p7,1,4.5e-05,16.636088,[38 46] ; [76 26],[51.48387097 32.51612903] ; [62.51612903 39.48387097],1
s6,1,0.00112,10.61715,[44 39] ; [76 24],[54.42622951 28.57377049] ; [65.57377049 34.42622951],0
p5,1,0.001687,9.86224,[ 3 81] ; [19 84],[ 9.88235294 74.11764706] ; [12.11764706 90.88235294],0
s7,1,0.00176,9.783937,[35 45] ; [67 33],[45.33333333 34.66666667] ; [56.66666667 43.33333333],0
s5,1,0.002267,9.319895,[23 60] ; [49 49],[33.01657459 49.98342541] ; [38.98342541 59.01657459],0
p2,1,0.004827,7.94321,[56 28] ; [86 16],[64.12903226 19.87096774] ; [77.87096774 24.12903226],0
s2,1,0.005366,7.751913,[33 52] ; [61 42],[42.5 42.5] ; [51.5 51.5],0
p6,1,0.005817,7.606249,[19 63] ; [43 58],[27.78142077 54.21857923] ; [34.21857923 66.78142077],0
p9,1,0.010549,6.539701,[60 23] ; [89 13],[66.84864865 16.15135135] ; [82.15135135 19.84864865],0
p10,1,0.013449,6.109132,[57 27] ; [85 17],[64.12903226 19.87096774] ; [77.87096774 24.12903226],0
v2,1,0.014678,5.954769,[34 51] ; [58 42],[42.27027027 42.72972973] ; [49.72972973 50.27027027],0
v3,1,0.015249,5.887442,[26 55] ; [50 50],[34.01104972 46.98895028] ; [41.98895028 58.01104972],0
s3,1,0.031718,4.61368,[39 45] ; [64 39],[46.26737968 37.73262032] ; [56.73262032 46.26737968],0
r4,1,0.053531,3.72727,[67 19] ; [91 12],[71.89417989 14.10582011] ; [86.10582011 16.89417989],0
d4,1,0.057276,3.61455,[67 19] ; [90 12],[71.81914894 14.18085106] ; [85.18085106 16.81914894],0
p1,1,0.060512,3.5233,[ 3 82] ; [11 91],[ 6.36363636 78.63636364] ; [ 7.63636364 94.36363636],0
n6,1,0.075794,3.152851,[65 19] ; [89 13],[69.5483871 14.4516129] ; [84.4516129 17.5483871],0
r3,1,0.090411,2.867033,[74 11] ; [97  6],[77.31382979  7.68617021] ; [93.68617021  9.31382979],0
s4,1,0.10339,2.652457,[11 73] ; [23 80],[15.27272727 68.72727273] ; [18.72727273 84.27272727],0
a3,1,0.125522,2.347031,[66 20] ; [88 15],[70.07407407 15.92592593] ; [83.92592593 19.07407407],0
b1,1,0.155312,2.019285,[37 49] ; [55 48],[41.86243386 44.13756614] ; [50.13756614 52.86243386],0
u2,1,0.179183,1.804386,[ 7 12] ; [9 6],[ 8.94117647 10.05882353] ; [7.05882353 7.94117647],0
a4,1,0.216944,1.524472,[50 34] ; [52 51],[45.81818182 38.18181818] ; [56.18181818 46.81818182],0
n4,1,0.236793,1.399584,[64 21] ; [84 18],[67.27272727 17.72727273] ; [80.72727273 21.27272727],0
p11,1,0.240187,1.379496,[65 21] ; [85 18],[68.25396825 17.74603175] ; [81.74603175 21.25396825],0
v1,1,0.284259,1.146617,[40 44] ; [55 44],[43.60655738 40.39344262] ; [51.39344262 47.60655738],0
u3,1,0.312563,1.019814,[ 6 14] ; [7 8],[ 7.42857143 12.57142857] ; [5.57142857 9.42857143],0
a8,1,0.340356,0.909091,[ 7 74] ; [13 86],[ 9. 72.] ; [11. 88.],0
d5,1,0.357587,0.846351,[69 17] ; [87 15],[71.36170213 14.63829787] ; [84.63829787 17.36170213],0
n1,1,0.372355,0.795789,[14 21] ; [10  9],[15.55555556 19.44444444] ; [ 8.44444444 10.55555556],0
r1,1,0.377087,0.780178,[62 24] ; [80 23],[64.61375661 21.38624339] ; [77.38624339 25.61375661],0
u1,1,0.444672,0.584197,[ 5 81] ; [ 9 94],[ 6.37037037 79.62962963] ; [ 7.62962963 95.37037037],0
n2,1,0.448756,0.573792,[28  8] ; [13  6],[26.83636364  9.16363636] ; [14.16363636  4.83636364],0
b4,1,0.464889,0.534097,[48 38] ; [52 51],[45.5026455 40.4973545] ; [54.4973545 48.5026455],0
a2,1,0.492993,0.469987,[12 74] ; [11 92],[10.46560847 75.53439153] ; [12.53439153 90.46560847],0
r2,1,0.50714,0.439963,[76  8] ; [95  7],[77.22580645  6.77419355] ; [93.77419355  8.22580645],0
d1,1,0.543205,0.369632,[48 38] ; [62 41],[50.05291005 35.94708995] ; [59.94708995 43.05291005],0
a1,1,0.597291,0.279102,[ 5 81] ; [ 8 95],[ 5.91534392 80.08465608] ; [ 7.08465608 95.91534392],0
s1,1,0.666297,0.185964,[ 3 81] ; [ 5 98],[ 3.59358289 80.40641711] ; [ 4.40641711 98.59358289],0
b3,1,0.717321,0.131074,[26 26] ; [41 36],[27.00775194 24.99224806] ; [39.99224806 37.00775194],0
b2,1,0.717321,0.131074,[26 26] ; [41 36],[27.00775194 24.99224806] ; [39.99224806 37.00775194],0
v4,1,0.774076,0.082396,[77  8] ; [92 11],[76.40957447  8.59042553] ; [92.59042553 10.40957447],0
a6,1,0.77914,0.078646,[41 45] ; [47 56],[40.04232804 45.95767196] ; [47.95767196 55.04232804],0
d3,1,0.863345,0.029625,[39 47] ; [48 55],[39.58730159 46.41269841] ; [47.41269841 55.58730159],0
n3,1,0.867946,0.027645,[25  8] ; [14  5],[24.75  8.25] ; [14.25  4.75],0
n5,1,0.873952,0.025167,[65 20] ; [79 23],[65.45454545 19.54545455] ; [78.54545455 23.45454545],0
d2,1,0.914043,0.011651,[49 36] ; [58 44],[48.63636364 36.36363636] ; [58.36363636 43.63636364],0
p12,1,0.973099,0.001137,[ 5 80] ; [ 6 94],[ 5.05405405 79.94594595] ; [ 5.94594595 94.05405405],0
b5,1,0.987498,0.000246,[36 50] ; [43 60],[35.94708995 50.05291005] ; [43.05291005 59.94708995],0
