Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.037503,4.327402,[10  1] ; [42 30],[6.89156627 4.10843373] ; [45.10843373 26.89156627],0
p9,1,0.038153,4.298175,[8 2] ; [31 38],[4.93670886 5.06329114] ; [34.06329114 34.93670886],0
p10,1,0.05061,3.82114,[7 3] ; [27 45],[4.14634146 5.85365854] ; [29.85365854 42.14634146],0
p2,1,0.060645,3.519647,[8 3] ; [31 42],[5.10714286 5.89285714] ; [33.89285714 39.10714286],0
v4,1,0.063788,3.436054,[9 2] ; [38 35],[6.1547619 4.8452381] ; [40.8452381 32.1547619],0
n2,1,0.07776,3.111111,[5 1] ; [16 20],[3. 3.] ; [18. 18.],0
p11,1,0.11287,2.513574,[7 4] ; [28 45],[4.58333333 6.41666667] ; [30.41666667 42.58333333],0
r3,1,0.125114,2.352107,[8 3] ; [34 37],[5.63414634 5.36585366] ; [36.36585366 34.63414634],0
b3,1,0.166403,1.915052,[1 5] ; [20 23],[2.57142857 3.42857143] ; [18.42857143 24.57142857],0
b2,1,0.166403,1.915052,[1 5] ; [20 23],[2.57142857 3.42857143] ; [18.42857143 24.57142857],0
b4,1,0.167459,1.905541,[9 2] ; [44 29],[6.94047619 4.05952381] ; [46.05952381 26.94047619],0
s3,1,0.175146,1.838336,[1 9] ; [22 50],[2.80487805 7.19512195] ; [20.19512195 51.80487805],0
a2,1,0.186701,1.743462,[3 8] ; [ 9 64],[1.57142857 9.42857143] ; [10.42857143 62.57142857],0
s8,1,0.186701,1.743462,[3 8] ; [ 9 64],[1.57142857 9.42857143] ; [10.42857143 62.57142857],0
p4,1,0.242471,1.366168,[4 7] ; [15 58],[2.48809524 8.51190476] ; [16.51190476 56.48809524],0
s7,1,0.265393,1.240406,[4 6] ; [16 52],[2.56410256 7.43589744] ; [17.43589744 50.56410256],0
b1,1,0.3319,0.941469,[4 7] ; [38 35],[5.5 5.5] ; [36.5 36.5],0
s2,1,0.381144,0.76701,[1 9] ; [16 57],[2.04819277 7.95180723] ; [14.95180723 58.04819277],0
p3,1,0.394523,0.724955,[3 8] ; [12 60],[1.98795181 9.01204819] ; [13.01204819 58.98795181],0
d5,1,0.41339,0.66903,[6 5] ; [49 24],[7.20238095 3.79761905] ; [47.79761905 25.20238095],0
a6,1,0.422676,0.642862,[4 7] ; [36 37],[5.23809524 5.76190476] ; [34.76190476 38.23809524],0
d1,1,0.422676,0.642862,[4 7] ; [36 37],[5.23809524 5.76190476] ; [34.76190476 38.23809524],0
p5,1,0.469548,0.523039,[ 1 10] ; [ 3 70],[ 0.52380952 10.47619048] ; [ 3.47619048 69.52380952],0
d3,1,0.472755,0.515528,[7 4] ; [38 35],[5.89285714 5.10714286] ; [39.10714286 33.89285714],0
n5,1,0.477608,0.50432,[8 3] ; [45 28],[6.94047619 4.05952381] ; [46.05952381 26.94047619],0
d2,1,0.530438,0.393553,[4 7] ; [33 38],[4.96341463 6.03658537] ; [32.03658537 38.96341463],0
p1,1,0.591654,0.287769,[2 9] ; [ 9 64],[1.44047619 9.55952381] ; [ 9.55952381 63.44047619],0
u3,1,0.621273,0.244082,[2 3] ; [ 9 22],[1.52777778 3.47222222] ; [ 9.47222222 21.52777778],0
u2,1,0.621273,0.244082,[2 3] ; [ 9 22],[1.52777778 3.47222222] ; [ 9.47222222 21.52777778],0
v2,1,0.646462,0.21039,[3 8] ; [24 46],[3.66666667 7.33333333] ; [23.33333333 46.66666667],0
a7,1,0.650742,0.204965,[6 5] ; [34 38],[5.30120482 5.69879518] ; [34.69879518 37.30120482],0
a1,1,0.672803,0.178341,[ 1 10] ; [10 63],[1.44047619 9.55952381] ; [ 9.55952381 63.44047619],0
v3,1,0.692292,0.156615,[3 8] ; [16 57],[2.48809524 8.51190476] ; [16.51190476 56.48809524],0
d4,1,0.755695,0.096807,[8 3] ; [49 23],[7.55421687 3.44578313] ; [49.44578313 22.55421687],0
s4,1,0.757224,0.095561,[ 1 10] ; [ 9 64],[1.30952381 9.69047619] ; [ 8.69047619 64.30952381],0
u1,1,0.787844,0.072421,[ 1 10] ; [ 5 68],[ 0.78571429 10.21428571] ; [ 5.21428571 67.78571429],0
s1,1,0.787844,0.072421,[ 1 10] ; [ 5 68],[ 0.78571429 10.21428571] ; [ 5.21428571 67.78571429],0
a4,1,0.804865,0.061037,[4 7] ; [29 43],[4.37349398 6.62650602] ; [28.62650602 43.37349398],0
a3,1,0.812701,0.056142,[6 5] ; [42 30],[6.36144578 4.63855422] ; [41.63855422 30.36144578],0
r1,1,0.846416,0.037517,[3 8] ; [22 51],[3.27380952 7.72619048] ; [21.72619048 51.27380952],0
r2,1,0.87157,0.026135,[6 5] ; [40 30],[6.24691358 4.75308642] ; [39.75308642 30.24691358],0
b5,1,0.87746,0.023774,[5 6] ; [35 38],[5.23809524 5.76190476] ; [34.76190476 38.23809524],0
n4,1,0.899051,0.016093,[7 4] ; [45 28],[6.80952381 4.19047619] ; [45.19047619 27.80952381],0
p6,1,0.94363,0.005,[ 1 10] ; [ 6 65],[ 0.93902439 10.06097561] ; [ 6.06097561 64.93902439],0
n3,1,0.948428,0.004184,[3 3] ; [17 18],[2.92682927 3.07317073] ; [17.07317073 17.92682927],0
v1,1,0.978144,0.000751,[3 7] ; [21 50],[2.96296296 7.03703704] ; [21.03703704 49.96296296],0
a5,1,0.987656,0.000239,[6 5] ; [40 33],[6.02380952 4.97619048] ; [39.97619048 33.02380952],0
n1,1,1.0,0.0,[2 4] ; [12 24],[2. 4.] ; [12. 24.],0
