Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,68.456555,[55 38] ; [260  16],[79.3902439 13.6097561] ; [235.6097561  40.3902439],1
r2,1,0.0,30.464296,[71 19] ; [266   9],[83.09589041  6.90410959] ; [253.90410959  21.09589041],1
v4,1,0.0,29.102377,[74 19] ; [266   9],[85.92391304  7.07608696] ; [254.07608696  20.92391304],1
s6,1,5.4e-05,16.317498,[43 49] ; [192  82],[59.07103825 32.92896175] ; [175.92896175  98.07103825],1
a2,1,0.000257,13.357062,[10 83] ; [ 82 194],[23.18699187 69.81300813] ; [ 68.81300813 207.18699187],1
a5,1,0.000327,12.911016,[49 44] ; [201  75],[63.00813008 29.99186992] ; [186.99186992  89.00813008],1
r3,1,0.001001,10.825742,[80 12] ; [265  10],[86.48501362  5.51498638] ; [258.51498638  16.48501362],0
v2,1,0.001162,10.550407,[34 56] ; [152 112],[47.28813559 42.71186441] ; [138.71186441 125.28813559],0
u1,1,0.001427,10.171048,[ 8 85] ; [ 66 210],[18.6504065 74.3495935] ; [ 55.3495935 220.6504065],0
s8,1,0.002221,9.357002,[23 70] ; [117 158],[35.38043478 57.61956522] ; [104.61956522 170.38043478],0
s7,1,0.002907,8.865115,[27 61] ; [130 136],[39.02824859 48.97175141] ; [117.97175141 148.02824859],0
p10,1,0.005045,7.863073,[59 33] ; [215  58],[69.0630137 22.9369863] ; [204.9369863  68.0630137],0
a6,1,0.005905,7.57907,[52 41] ; [197  79],[62.75609756 30.24390244] ; [186.24390244  89.75609756],0
d4,1,0.006409,7.431623,[64 29] ; [226  49],[73.28804348 19.71195652] ; [216.71195652  58.28804348],0
d1,1,0.008584,6.907391,[40 53] ; [162 114],[50.91056911 42.08943089] ; [151.08943089 124.91056911],0
a4,1,0.012259,6.272991,[32 60] ; [137 138],[42.36512262 49.63487738] ; [126.63487738 148.36512262],0
a7,1,0.014192,6.014093,[54 38] ; [199  76],[63.42234332 28.57765668] ; [189.57765668  85.42234332],0
v3,1,0.015387,5.871596,[23 68] ; [104 160],[32.55492958 58.44507042] ; [ 94.44507042 169.55492958],0
s3,1,0.018362,5.561294,[39 54] ; [152 119],[48.79945055 44.20054945] ; [142.20054945 128.79945055],0
v1,1,0.02292,5.174539,[31 58] ; [130 137],[40.25 48.75] ; [120.75 146.25],0
n4,1,0.024871,5.03285,[62 31] ; [216  60],[70.06504065 22.93495935] ; [207.93495935  68.06504065],0
u3,1,0.025924,4.961113,[12 20] ; [48 31],[17.2972973 14.7027027] ; [42.7027027 36.2972973],0
d3,1,0.026135,4.947051,[52 40] ; [191  85],[60.75 31.25] ; [182.25  93.75],0
p7,1,0.034104,4.48947,[30 63] ; [121 149],[38.68595041 54.31404959] ; [112.31404959 157.68595041],0
u2,1,0.064235,3.42453,[11 20] ; [43 35],[15.35779817 15.64220183] ; [38.64220183 39.35779817],0
n5,1,0.077391,3.118861,[62 31] ; [209  66],[68.48641304 24.51358696] ; [202.51358696  72.48641304],0
n3,1,0.081524,3.034247,[20 12] ; [59 16],[23.62616822  8.37383178] ; [55.37383178 19.62616822],0
