Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000203,13.801355,[17  9] ; [29 79],[ 8.92537313 17.07462687] ; [37.07462687 70.92537313],1
s6,1,0.00088,11.06422,[20  5] ; [47 62],[12.5 12.5] ; [54.5 54.5],1
s7,1,0.003578,8.48633,[16  9] ; [33 69],[ 9.64566929 15.35433071] ; [39.35433071 62.64566929],0
s3,1,0.003921,8.32,[18  7] ; [42 63],[11.53846154 13.46153846] ; [48.46153846 56.53846154],0
a8,1,0.004798,7.953962,[ 8 15] ; [11 88],[ 3.58196721 19.41803279] ; [15.41803279 83.58196721],0
p5,1,0.010411,6.563267,[ 5 21] ; [  5 104],[ 1.92592593 24.07407407] ; [  8.07407407 100.92592593],0
p11,1,0.012646,6.217985,[19  7] ; [50 59],[13.28888889 12.71111111] ; [55.71111111 53.28888889],0
s8,1,0.01764,5.631558,[11 14] ; [23 86],[ 6.34328358 18.65671642] ; [27.65671642 81.34328358],0
r1,1,0.028063,4.824167,[23  3] ; [72 36],[18.43283582  7.56716418] ; [76.56716418 31.43283582],0
n5,1,0.036097,4.39254,[23  3] ; [74 35],[18.68148148  7.31851852] ; [78.31851852 30.68148148],0
s4,1,0.053552,3.726622,[ 6 20] ; [10 97],[ 3.12781955 22.87218045] ; [12.87218045 94.12781955],0
v2,1,0.081891,3.026962,[14 11] ; [40 68],[10.15037594 14.84962406] ; [43.84962406 64.15037594],0
b4,1,0.100907,2.691145,[20  6] ; [65 44],[16.37037037  9.62962963] ; [68.62962963 40.37037037],0
v4,1,0.113751,2.501315,[24  2] ; [86 23],[21.18518519  4.81481481] ; [88.81481481 20.18518519],0
p7,1,0.118402,2.438333,[14 11] ; [42 66],[10.52631579 14.47368421] ; [45.47368421 62.52631579],0
r4,1,0.126127,2.339543,[22  4] ; [76 33],[18.87407407  7.12592593] ; [79.12592593 29.87407407],0
r2,1,0.128152,2.314753,[25  1] ; [91 16],[22.67669173  3.32330827] ; [93.32330827 13.67669173],0
p2,1,0.129836,2.29446,[19  7] ; [62 47],[15.6 10.4] ; [65.4 43.6],0
n3,1,0.150897,2.063158,[6 1] ; [24 18],[4.28571429 2.71428571] ; [25.71428571 16.28571429],0
p4,1,0.162485,1.95095,[13 13] ; [38 70],[ 9.89552239 16.10447761] ; [41.10447761 66.89552239],0
v1,1,0.238552,1.38913,[13 13] ; [40 67],[10.36090226 15.63909774] ; [42.63909774 64.36090226],0
a7,1,0.256383,1.288186,[13 12] ; [70 39],[15.48507463  9.51492537] ; [67.51492537 41.48507463],0
v3,1,0.277321,1.180172,[11 15] ; [32 71],[ 8.66666667 17.33333333] ; [34.33333333 68.66666667],0
a1,1,0.314639,1.0111,[ 1 25] ; [11 98],[ 2.31111111 23.68888889] ; [ 9.68888889 99.31111111],0
p9,1,0.324725,0.969822,[10 13] ; [35 72],[ 7.96153846 15.03846154] ; [37.03846154 69.96153846],0
u3,1,0.354858,0.85601,[6 5] ; [16 25],[4.65384615 6.34615385] ; [17.34615385 23.65384615],0
p6,1,0.505777,0.442794,[ 5 21] ; [27 79],[ 6.3030303 19.6969697] ; [25.6969697 80.3030303],0
