Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2.1e-05,18.075206,[50 83] ; [26  7],[60.89156627 72.10843373] ; [15.10843373 17.89156627],1
s2,1,0.000177,14.064466,[ 30 101] ; [19 15],[38.9030303 92.0969697] ; [10.0969697 23.9030303],1
s7,1,0.001349,10.274194,[ 24 100] ; [15 17],[31. 93.] ; [ 8. 24.],0
s3,1,0.010785,6.500328,[47 83] ; [20 13],[53.43558282 76.56441718] ; [13.56441718 19.43558282],0
s4,1,0.03697,4.351789,[ 16 116] ; [ 9 25],[ 19.87951807 112.12048193] ; [ 5.12048193 28.87951807],0
n6,1,0.043119,4.090723,[74 57] ; [25  8],[79.07926829 51.92073171] ; [19.92073171 13.07926829],0
d4,1,0.046128,3.976913,[88 43] ; [28  5],[92.65853659 38.34146341] ; [23.34146341  9.65853659],0
r2,1,0.061676,3.491735,[105  25] ; [32  2],[108.59756098  21.40243902] ; [28.40243902  5.59756098],0
p5,1,0.068016,3.330264,[  3 129] ; [ 3 31],[  4.77108434 127.22891566] ; [ 1.22891566 32.77108434],0
n2,1,0.073131,3.2113,[30 27] ; [9 2],[32.69117647 24.30882353] ; [6.30882353 4.69117647],0
p3,1,0.077856,3.109107,[ 31 102] ; [13 21],[35.04191617 97.95808383] ; [ 8.95808383 25.04191617],0
a8,1,0.079842,3.068124,[ 11 109] ; [ 6 23],[ 13.69127517 106.30872483] ; [ 3.30872483 25.69127517],0
d2,1,0.093162,2.818869,[58 73] ; [20 13],[62.30487805 68.69512195] ; [15.69512195 17.30487805],0
s8,1,0.097547,2.745191,[ 20 113] ; [ 9 24],[ 23.23493976 109.76506024] ; [ 5.76506024 27.23493976],0
v2,1,0.106514,2.605203,[43 86] ; [16 17],[46.98148148 82.01851852] ; [12.01851852 20.98148148],0
p11,1,0.108925,2.569752,[54 79] ; [19 15],[58.13772455 74.86227545] ; [14.86227545 19.13772455],0
v4,1,0.111173,2.537463,[99 32] ; [30  4],[102.41818182  28.58181818] ; [26.58181818  7.41818182],0
p2,1,0.156364,2.009044,[68 65] ; [22 12],[71.67664671 61.32335329] ; [18.32335329 15.67664671],0
p9,1,0.216499,1.52743,[37 93] ; [12 18],[39.8125 90.1875] ; [ 9.1875 20.8125],0
r4,1,0.218674,1.513052,[87 46] ; [26  8],[89.99401198 43.00598802] ; [23.00598802 10.99401198],0
p7,1,0.261853,1.258934,[42 89] ; [14 19],[44.73170732 86.26829268] ; [11.26829268 21.73170732],0
r3,1,0.262747,1.254223,[100  32] ; [28  5],[102.4  29.6] ; [25.6  7.4],0
n3,1,0.265355,1.240602,[30 25] ; [8 3],[31.66666667 23.33333333] ; [6.33333333 4.66666667],0
b5,1,0.265907,1.237739,[76 57] ; [23 11],[78.84431138 54.15568862] ; [20.15568862 13.84431138],0
r1,1,0.340749,0.907611,[85 46] ; [25  9],[87.33333333 43.66666667] ; [22.66666667 11.33333333],0
p4,1,0.36162,0.832258,[40 93] ; [13 21],[42.20958084 90.79041916] ; [10.79041916 23.20958084],0
a5,1,0.378681,0.774979,[79 54] ; [23 11],[81.23353293 51.76646707] ; [20.76646707 13.23353293],0
b4,1,0.378681,0.774979,[79 54] ; [23 11],[81.23353293 51.76646707] ; [20.76646707 13.23353293],0
a6,1,0.381946,0.764431,[77 55] ; [17 17],[74.74698795 57.25301205] ; [19.25301205 14.74698795],0
n5,1,0.39033,0.737914,[69 63] ; [20 13],[71.2 60.8] ; [17.8 15.2],0
p8,1,0.427022,0.63091,[ 29 103] ; [ 5 27],[ 27.36585366 104.63414634] ; [ 6.63414634 25.36585366],0
u2,1,0.477583,0.504376,[22 31] ; [4 9],[20.87878788 32.12121212] ; [5.12121212 7.87878788],0
d5,1,0.493709,0.468434,[89 43] ; [25  9],[90.65060241 41.34939759] ; [23.34939759 10.65060241],0
s1,1,0.56357,0.33356,[  8 124] ; [ 3 31],[  8.74698795 123.25301205] ; [ 2.25301205 31.74698795],0
p12,1,0.577792,0.309818,[  2 130] ; [ 1 33],[  2.38554217 129.61445783] ; [ 0.61445783 33.38554217],0
a7,1,0.579876,0.306436,[79 53] ; [18 15],[77.6 54.4] ; [19.4 13.6],0
a4,1,0.582296,0.302537,[51 80] ; [15 19],[52.4 78.6] ; [13.6 20.4],0
b2,1,0.589554,0.291041,[22 58] ; [ 6 21],[20.93457944 59.06542056] ; [ 7.06542056 19.93457944],0
b3,1,0.589554,0.291041,[22 58] ; [ 6 21],[20.93457944 59.06542056] ; [ 7.06542056 19.93457944],0
d1,1,0.602722,0.270911,[56 77] ; [16 18],[57.34131737 75.65868263] ; [14.65868263 19.34131737],0
b1,1,0.676552,0.174034,[64 69] ; [15 19],[62.91616766 70.08383234] ; [16.08383234 17.91616766],0
u3,1,0.676765,0.17379,[27 28] ; [6 8],[26.30434783 28.69565217] ; [6.69565217 7.30434783],0
n4,1,0.690399,0.158654,[79 53] ; [21 12],[80. 52.] ; [20. 13.],0
p1,1,0.717016,0.131369,[  6 126] ; [ 2 31],[  6.4 125.6] ; [ 1.6 31.4],0
v3,1,0.725925,0.122886,[33 92] ; [10 24],[33.80503145 91.19496855] ; [ 9.19496855 24.80503145],0
a1,1,0.741598,0.108727,[ 10 123] ; [ 2 32],[  9.55688623 123.44311377] ; [ 2.44311377 31.55688623],0
d3,1,0.744181,0.106486,[74 58] ; [18 16],[73.15662651 58.84337349] ; [18.84337349 15.15662651],0
u1,1,0.859524,0.031322,[ 18 115] ; [ 5 29],[ 18.31736527 114.68263473] ; [ 4.68263473 29.31736527],0
v1,1,0.870475,0.026587,[46 86] ; [12 21],[46.4 85.6] ; [11.6 21.4],0
a2,1,0.891959,0.018449,[ 26 107] ; [ 7 27],[ 26.28143713 106.71856287] ; [ 6.71856287 27.28143713],0
a3,1,0.911296,0.012411,[78 53] ; [20 13],[78.2804878 52.7195122] ; [19.7195122 13.2804878],0
n1,1,0.975961,0.000908,[21 36] ; [4 7],[20.95588235 36.04411765] ; [4.04411765 6.95588235],0
