Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n3,1,0.000329,12.900048,[ 4 14] ; [10  1],[8.68965517 9.31034483] ; [5.31034483 5.68965517],1
n4,1,0.419569,0.651523,[26 19] ; [15 16],[24.27631579 20.72368421] ; [16.72368421 14.27631579],0
p1,1,0.489984,0.476562,[ 5 40] ; [ 2 29],[ 4.14473684 40.85526316] ; [ 2.85526316 28.14473684],0
s1,1,0.509136,0.435842,[ 3 42] ; [ 1 30],[ 2.36842105 42.63157895] ; [ 1.63157895 29.36842105],0
v1,1,0.539615,0.376254,[15 30] ; [ 8 22],[13.8 31.2] ; [ 9.2 20.8],0
d1,1,0.551945,0.353844,[16 29] ; [ 9 22],[14.80263158 30.19736842] ; [10.19736842 20.80263158],0
d2,1,0.560856,0.338224,[20 24] ; [12 19],[18.77333333 25.22666667] ; [13.22666667 17.77333333],0
d5,1,0.56741,0.327035,[27 18] ; [16 14],[25.8 19.2] ; [17.2 12.8],0
a2,1,0.627843,0.234997,[ 6 39] ; [ 3 28],[ 5.32894737 39.67105263] ; [ 3.67105263 27.32894737],0
b1,1,0.654248,0.200587,[27 18] ; [17 14],[26.05263158 18.94736842] ; [17.94736842 13.05263158],0
p9,1,0.685632,0.163855,[20 20] ; [17 14],[20.84507042 19.15492958] ; [16.15492958 14.84507042],0
s7,1,0.696822,0.151799,[ 8 33] ; [ 7 23],[ 8.66197183 32.33802817] ; [ 6.33802817 23.66197183],0
a7,1,0.706057,0.142248,[23 22] ; [14 16],[22.2 22.8] ; [14.8 15.2],0
s5,1,0.748135,0.103105,[ 9 34] ; [ 7 22],[ 9.55555556 33.44444444] ; [ 6.44444444 22.55555556],0
p5,1,0.809894,0.05787,[ 2 43] ; [ 1 29],[ 1.8 43.2] ; [ 1.2 28.8],0
u3,1,0.813403,0.055714,[ 8 17] ; [5 9],[ 8.33333333 16.66666667] ; [4.66666667 9.33333333],0
p10,1,0.879089,0.023142,[16 27] ; [11 20],[15.68918919 27.31081081] ; [11.31081081 19.68918919],0
a5,1,0.882641,0.021792,[21 24] ; [15 16],[21.31578947 23.68421053] ; [14.68421053 16.31578947],0
v3,1,0.910352,0.012677,[10 35] ; [ 7 23],[10.2 34.8] ; [ 6.8 23.2],0
s8,1,0.956527,0.002972,[ 6 39] ; [ 4 27],[ 5.92105263 39.07894737] ; [ 4.07894737 26.92105263],0
d3,1,0.958922,0.002653,[23 22] ; [15 14],[23.10810811 21.89189189] ; [14.89189189 14.10810811],0
s4,1,0.970604,0.001358,[10 35] ; [ 7 24],[10.06578947 34.93421053] ; [ 6.93421053 24.06578947],0
d4,1,0.980149,0.000619,[26 19] ; [18 13],[26.05263158 18.94736842] ; [17.94736842 13.05263158],0
