Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,25.452409,[ 9 21] ; [28  2],[18.5 11.5] ; [18.5 11.5],1
p6,1,0.006441,7.422538,[ 7 24] ; [17 13],[12.19672131 18.80327869] ; [11.80327869 18.19672131],0
p11,1,0.008502,6.924491,[18 13] ; [28  4],[22.63492063  8.36507937] ; [23.36507937  8.63492063],0
r1,1,0.008502,6.924491,[18 13] ; [28  4],[22.63492063  8.36507937] ; [23.36507937  8.63492063],0
s3,1,0.014246,6.00738,[15 16] ; [25  7],[19.68253968 11.31746032] ; [20.31746032 11.68253968],0
v3,1,0.019656,5.442212,[ 6 24] ; [15 16],[10.32786885 19.67213115] ; [10.67213115 20.32786885],0
b4,1,0.020528,5.366431,[25  6] ; [17 15],[20.66666667 10.33333333] ; [21.33333333 10.66666667],0
n1,1,0.039673,4.231818,[2 6] ; [8 3],[4.21052632 3.78947368] ; [5.78947368 5.21052632],0
v1,1,0.042046,4.133333,[11 19] ; [20 12],[15. 15.] ; [16. 16.],0
n5,1,0.049977,3.842238,[17 14] ; [25  7],[20.66666667 10.33333333] ; [21.33333333 10.66666667],0
n4,1,0.05391,3.715498,[16 15] ; [24  8],[19.68253968 11.31746032] ; [20.31746032 11.68253968],0
a8,1,0.078556,3.09452,[ 2 26] ; [ 7 22],[ 4.42105263 23.57894737] ; [ 4.57894737 24.42105263],0
d2,1,0.090721,2.861538,[ 9 21] ; [ 4 28],[ 6.29032258 23.70967742] ; [ 6.70967742 25.29032258],0
s2,1,0.09331,2.816322,[17 14] ; [24  8],[20.17460317 10.82539683] ; [20.82539683 11.17460317],0
s6,1,0.118784,2.433281,[22  9] ; [27  4],[24.5  6.5] ; [24.5  6.5],0
p2,1,0.129683,2.296296,[25  6] ; [29  2],[27.  4.] ; [27.  4.],0
r4,1,0.151574,2.056343,[24  7] ; [29  3],[26.07936508  4.92063492] ; [26.92063492  5.07936508],0
b5,1,0.166292,1.916061,[18 13] ; [13 19],[15.25396825 15.74603175] ; [15.74603175 16.25396825],0
p5,1,0.16722,1.907692,[ 3 28] ; [ 7 24],[ 5. 26.] ; [ 5. 26.],0
v2,1,0.1955,1.675676,[10 21] ; [15 16],[12.5 18.5] ; [12.5 18.5],0
d4,1,0.204809,1.607745,[24  6] ; [21 11],[21.77419355  8.22580645] ; [23.22580645  8.77419355],0
r2,1,0.21226,1.555948,[26  5] ; [30  2],[27.55555556  3.44444444] ; [28.44444444  3.55555556],0
p3,1,0.244434,1.354839,[11 20] ; [16 16],[13.28571429 17.71428571] ; [13.71428571 18.28571429],0
u2,1,0.304652,1.053719,[11  7] ; [6 8],[9.5625 8.4375] ; [7.4375 6.5625],0
a3,1,0.309377,1.033333,[13 17] ; [18 14],[15. 15.] ; [16. 16.],0
n3,1,0.310596,1.028139,[4 4] ; [8 3],[5.05263158 2.94736842] ; [6.94736842 4.05263158],0
p9,1,0.315018,1.009519,[22  8] ; [26  5],[23.60655738  6.39344262] ; [24.39344262  6.60655738],0
p12,1,0.316989,1.001328,[ 1 30] ; [ 3 29],[ 1.96825397 29.03174603] ; [ 2.03174603 29.96825397],0
s4,1,0.338465,0.916235,[ 7 23] ; [11 21],[ 8.70967742 21.29032258] ; [ 9.29032258 22.70967742],0
d3,1,0.35855,0.842967,[20 11] ; [17 15],[18.20634921 12.79365079] ; [18.79365079 13.20634921],0
s7,1,0.366978,0.813873,[15 14] ; [19 11],[16.71186441 12.28813559] ; [17.28813559 12.71186441],0
p10,1,0.37365,0.791489,[22  9] ; [25  6],[23.5  7.5] ; [23.5  7.5],0
b1,1,0.381652,0.765372,[14 17] ; [11 21],[12.3015873 18.6984127] ; [12.6984127 19.3015873],0
p4,1,0.38169,0.765253,[15 16] ; [19 13],[16.73015873 14.26984127] ; [17.26984127 14.73015873],0
a4,1,0.384387,0.756625,[ 5 26] ; [ 8 24],[ 6.3968254 24.6031746] ; [ 6.6031746 25.3968254],0
s8,1,0.490444,0.475551,[10 21] ; [13 19],[11.31746032 19.68253968] ; [11.68253968 20.31746032],0
d5,1,0.523776,0.406452,[21 10] ; [24  8],[22.14285714  8.85714286] ; [22.85714286  9.14285714],0
d1,1,0.523776,0.406452,[10 21] ; [ 8 24],[ 8.85714286 22.14285714] ; [ 9.14285714 22.85714286],0
a6,1,0.527322,0.39955,[14 17] ; [17 15],[15.25396825 15.74603175] ; [15.74603175 16.25396825],0
a7,1,0.569902,0.322847,[19 11] ; [18 14],[17.90322581 12.09677419] ; [19.09677419 12.90322581],0
u3,1,0.580912,0.304762,[12  6] ; [8 6],[11.25  6.75] ; [8.75 5.25],0
p1,1,0.678617,0.171687,[ 4 27] ; [ 5 25],[ 4.57377049 26.42622951] ; [ 4.42622951 25.57377049],0
n6,1,0.707204,0.141086,[24  7] ; [26  6],[24.6031746  6.3968254] ; [25.3968254  6.6031746],0
b3,1,0.854935,0.033425,[ 2 14] ; [ 2 17],[ 1.82857143 14.17142857] ; [ 2.17142857 16.82857143],0
b2,1,0.854935,0.033425,[ 2 14] ; [ 2 17],[ 1.82857143 14.17142857] ; [ 2.17142857 16.82857143],0
s1,1,0.94679,0.004454,[ 2 28] ; [ 2 30],[ 1.93548387 28.06451613] ; [ 2.06451613 29.93548387],0
u1,1,0.973827,0.001076,[ 2 29] ; [ 2 30],[ 1.96825397 29.03174603] ; [ 2.03174603 29.96825397],0
a1,1,0.981797,0.000521,[ 1 30] ; [ 1 31],[ 0.98412698 30.01587302] ; [ 1.01587302 30.98412698],0
