Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,41.819734,[74 43] ; [ 33 108],[48.52325581 68.47674419] ; [58.47674419 82.52325581],1
p8,1,0.0,35.250359,[71 45] ; [ 34 105],[47.76470588 68.23529412] ; [57.23529412 81.76470588],1
p6,1,7e-06,20.219112,[51 64] ; [ 25 112],[34.68253968 80.31746032] ; [41.31746032 95.68253968],1
p7,1,1.7e-05,18.463743,[81 34] ; [61 79],[64.03921569 50.96078431] ; [77.96078431 62.03921569],1
s6,1,3.2e-05,17.322501,[82 33] ; [62 75],[65.71428571 49.28571429] ; [78.28571429 58.71428571],1
s8,1,0.000176,14.072966,[63 54] ; [43 97],[48.25680934 68.74319066] ; [57.74319066 82.25680934],1
s7,1,0.000289,13.137263,[65 46] ; [47 86],[50.95081967 60.04918033] ; [61.04918033 71.95081967],1
p10,1,0.000291,13.127743,[92 24] ; [80 58],[78.5511811 37.4488189] ; [93.4488189 44.5511811],1
p9,1,0.000488,12.160048,[97 20] ; [86 50],[84.6284585 32.3715415] ; [98.3715415 37.6284585],1
d5,1,0.000835,11.162014,[91 25] ; [83 58],[78.53696498 37.46303502] ; [95.46303502 45.53696498],1
d3,1,0.001014,10.802328,[61 56] ; [45 96],[48.06976744 68.93023256] ; [57.93023256 83.06976744],0
p2,1,0.002769,8.954068,[93 23] ; [89 52],[82.14785992 33.85214008] ; [99.85214008 41.14785992],0
s2,1,0.005937,7.569279,[63 54] ; [51 88],[52.1015625 64.8984375] ; [61.8984375 77.1015625],0
r3,1,0.010704,6.51376,[107  10] ; [113  28],[99.76744186 17.23255814] ; [120.23255814  20.76744186],0
d1,1,0.011058,6.455899,[59 58] ; [49 92],[48.97674419 68.02325581] ; [59.02325581 81.97674419],0
v4,1,0.030461,4.683069,[106  10] ; [114  25],[100.07843137  15.92156863] ; [119.92156863  19.07843137],0
s5,1,0.035047,4.442873,[43 67] ; [ 36 100],[35.32520325 74.67479675] ; [43.67479675 92.32520325],0
v3,1,0.035951,4.399429,[44 69] ; [ 36 100],[36.30522088 76.69477912] ; [43.69477912 92.30522088],0
v2,1,0.063987,3.430906,[58 54] ; [54 81],[50.7854251 61.2145749] ; [61.2145749 73.7854251],0
a1,1,0.064504,3.417625,[  3 114] ; [ 11 130],[  6.34883721 110.65116279] ; [  7.65116279 133.34883721],0
d4,1,0.076885,3.129553,[88 28] ; [92 48],[81.5625 34.4375] ; [98.4375 41.5625],0
u2,1,0.083917,2.987353,[20 14] ; [22 33],[16.04494382 17.95505618] ; [25.95505618 29.04494382],0
a5,1,0.085009,2.966438,[81 36] ; [83 58],[74.37209302 42.62790698] ; [89.62790698 51.37209302],0
a4,1,0.093299,2.816507,[56 60] ; [53 87],[49.390625 66.609375] ; [59.609375 80.390625],0
r4,1,0.114643,2.48902,[93 24] ; [100  41],[87.52325581 29.47674419] ; [105.47674419  35.52325581],0
a3,1,0.146344,2.109951,[82 35] ; [86 54],[76.48249027 40.51750973] ; [91.51750973 48.48249027],0
p11,1,0.15641,2.008592,[89 28] ; [96 45],[83.89534884 33.10465116] ; [101.10465116  39.89534884],0
s3,1,0.16632,1.915808,[66 50] ; [67 72],[60.50196078 55.49803922] ; [72.49803922 66.50196078],0
a6,1,0.169765,1.885019,[40 77] ; [60 81],[45.34883721 71.65116279] ; [54.65116279 86.34883721],0
v1,1,0.221184,1.496675,[58 56] ; [60 79],[53.16996047 60.83003953] ; [64.83003953 74.16996047],0
b5,1,0.222114,1.490663,[50 67] ; [71 70],[54.87209302 62.12790698] ; [66.12790698 74.87209302],0
n5,1,0.239637,1.382727,[88 29] ; [96 44],[83.76653696 33.23346304] ; [100.23346304  39.76653696],0
d2,1,0.2626,1.254999,[57 60] ; [58 81],[52.55859375 64.44140625] ; [62.44140625 76.55859375],0
n6,1,0.269239,1.220618,[92 25] ; [101  38],[88.20703125 28.79296875] ; [104.79296875  34.20703125],0
a8,1,0.275955,1.186902,[14 98] ; [ 11 122],[ 11.42857143 100.57142857] ; [ 13.57142857 119.42857143],0
n1,1,0.279164,1.171154,[14 15] ; [21 37],[11.66666667 17.33333333] ; [23.33333333 34.66666667],0
