Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000325,12.920271,[6 5] ; [ 15 103],[1.79069767 9.20930233] ; [19.20930233 98.79069767],1
s6,1,0.001257,10.404905,[10  2] ; [43 78],[4.78195489 7.21804511] ; [48.21804511 72.78195489],0
s2,1,0.001878,9.664931,[7 5] ; [23 98],[2.70676692 9.29323308] ; [27.29323308 93.70676692],0
s4,1,0.014052,6.031539,[5 7] ; [ 17 104],[ 1.98496241 10.01503759] ; [ 20.01503759 100.98496241],0
r4,1,0.022038,5.242756,[11  1] ; [70 51],[7.30827068 4.69172932] ; [73.69172932 47.30827068],0
p4,1,0.036023,4.396011,[7 5] ; [34 84],[3.78461538 8.21538462] ; [37.21538462 80.78461538],0
p5,1,0.036763,4.361369,[ 2 10] ; [  4 114],[ 0.55384615 11.44615385] ; [  5.44615385 112.55384615],0
v1,1,0.038614,4.277778,[7 5] ; [35 85],[3.81818182 8.18181818] ; [38.18181818 81.81818182],0
n6,1,0.051793,3.782456,[10  2] ; [65 55],[6.81818182 5.18181818] ; [68.18181818 51.81818182],0
p3,1,0.079014,3.085075,[6 6] ; [31 88],[3.38931298 8.61068702] ; [33.61068702 85.38931298],0
r3,1,0.111093,2.538606,[11  1] ; [84 36],[8.63636364 3.36363636] ; [86.36363636 33.63636364],0
p2,1,0.122155,2.389471,[9 3] ; [62 58],[6.45454545 5.54545455] ; [64.54545455 55.45454545],0
u1,1,0.152309,2.048967,[ 2 10] ; [  7 114],[ 0.81203008 11.18796992] ; [  8.18796992 112.81203008],0
a3,1,0.167284,1.907116,[9 3] ; [64 54],[6.73846154 5.26153846] ; [66.26153846 51.73846154],0
a5,1,0.19002,1.717459,[9 3] ; [67 54],[6.85714286 5.14285714] ; [69.14285714 51.85714286],0
r1,1,0.192261,1.700209,[9 3] ; [66 53],[6.87022901 5.12977099] ; [68.12977099 50.87022901],0
d1,1,0.210487,1.568073,[7 5] ; [48 73],[4.96240602 7.03759398] ; [50.03759398 70.96240602],0
p10,1,0.224529,1.47519,[7 5] ; [47 70],[5.02325581 6.97674419] ; [48.97674419 68.02325581],0
a4,1,0.23103,1.434506,[6 6] ; [39 80],[4.1221374 7.8778626] ; [40.8778626 78.1221374],0
d5,1,0.237256,1.396825,[10  2] ; [80 40],[8.18181818 3.81818182] ; [81.81818182 38.18181818],0
s3,1,0.239673,1.382519,[6 6] ; [39 79],[4.15384615 7.84615385] ; [40.84615385 77.15384615],0
v2,1,0.267573,1.229148,[6 6] ; [39 76],[4.2519685 7.7480315] ; [40.7480315 74.2519685],0
d2,1,0.319013,0.992988,[7 5] ; [52 68],[5.36363636 6.63636364] ; [53.63636364 66.36363636],0
b5,1,0.321852,0.981405,[6 6] ; [78 43],[7.57894737 4.42105263] ; [76.42105263 44.57894737],0
d3,1,0.360621,0.83573,[5 7] ; [66 53],[6.50381679 5.49618321] ; [64.49618321 54.50381679],0
p9,1,0.371592,0.798335,[7 5] ; [52 64],[5.53125 6.46875] ; [53.46875 62.53125],0
b3,1,0.377216,0.779756,[1 5] ; [22 42],[1.97142857 4.02857143] ; [21.02857143 42.97142857],0
b2,1,0.377216,0.779756,[1 5] ; [22 42],[1.97142857 4.02857143] ; [21.02857143 42.97142857],0
n5,1,0.406309,0.689575,[8 4] ; [65 55],[6.63636364 5.36363636] ; [66.36363636 53.63636364],0
n4,1,0.406309,0.689575,[8 4] ; [65 55],[6.63636364 5.36363636] ; [66.36363636 53.63636364],0
a2,1,0.408347,0.683608,[3 9] ; [ 19 102],[ 1.98496241 10.01503759] ; [ 20.01503759 100.98496241],0
n1,1,0.460181,0.545455,[2 2] ; [14 30],[1.33333333 2.66666667] ; [14.66666667 29.33333333],0
b4,1,0.526977,0.400217,[7 5] ; [59 62],[5.95488722 6.04511278] ; [60.04511278 60.95488722],0
v3,1,0.537012,0.381105,[4 7] ; [32 84],[3.11811024 7.88188976] ; [32.88188976 83.11811024],0
p1,1,0.617533,0.24935,[ 1 11] ; [  6 115],[ 0.63157895 11.36842105] ; [  6.36842105 114.63157895],0
a7,1,0.617844,0.248909,[7 5] ; [78 41],[7.78625954 4.21374046] ; [77.21374046 41.78625954],0
p7,1,0.628694,0.233836,[6 6] ; [50 67],[5.20930233 6.79069767] ; [50.79069767 66.20930233],0
p6,1,0.70757,0.140716,[ 2 10] ; [ 15 102],[ 1.58139535 10.41860465] ; [ 15.41860465 101.58139535],0
d4,1,0.749037,0.102342,[8 4] ; [86 35],[8.48120301 3.51879699] ; [85.51879699 35.48120301],0
b1,1,0.805429,0.060677,[6 6] ; [56 65],[5.59398496 6.40601504] ; [56.40601504 64.59398496],0
a6,1,0.843862,0.038792,[7 5] ; [67 54],[6.67669173 5.32330827] ; [67.32330827 53.67669173],0
p8,1,0.874741,0.02485,[3 9] ; [32 86],[3.23076923 8.76923077] ; [31.76923077 86.23076923],0
a8,1,0.964294,0.002004,[ 1 11] ; [  9 104],[ 0.96 11.04] ; [  9.04 103.96],0
u2,1,0.965692,0.00185,[1 2] ; [19 36],[1.03448276 1.96551724] ; [18.96551724 36.03448276],0
