Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.380513,[76  4] ; [2 6],[70.90909091  9.09090909] ; [7.09090909 0.90909091],1
r2,1,0.000111,14.937683,[74  5] ; [4 4],[70.82758621  8.17241379] ; [7.17241379 0.82758621],1
r1,1,0.003228,8.673641,[71  9] ; [4 4],[68.18181818 11.81818182] ; [6.81818182 1.18181818],0
n6,1,0.005694,7.644788,[70 10] ; [4 4],[67.27272727 12.72727273] ; [6.72727273 1.27272727],0
v4,1,0.00813,7.004686,[73  6] ; [5 3],[70.82758621  8.17241379] ; [7.17241379 0.82758621],0
v2,1,0.012248,6.274583,[47 33] ; [1 7],[43.63636364 36.36363636] ; [4.36363636 3.63636364],0
p10,1,0.015445,5.865016,[67 12] ; [4 4],[64.47126437 14.52873563] ; [6.52873563 1.47126437],0
p8,1,0.027814,4.83954,[46 34] ; [1 6],[43.2183908 36.7816092] ; [3.7816092 3.2183908],0
p7,1,0.032139,4.591067,[59 21] ; [3 5],[56.36363636 23.63636364] ; [5.63636364 2.36363636],0
b1,1,0.056707,3.631158,[32 48] ; [6 2],[34.54545455 45.45454545] ; [3.45454545 4.54545455],0
p11,1,0.068918,3.3086,[63 17] ; [4 4],[60.90909091 19.09090909] ; [6.09090909 1.90909091],0
n3,1,0.114653,2.488889,[14  4] ; [1 2],[12.85714286  5.14285714] ; [2.14285714 0.85714286],0
p9,1,0.131077,2.279697,[65 15] ; [4 3],[63.44827586 16.55172414] ; [5.55172414 1.44827586],0
p6,1,0.169827,1.884469,[29 50] ; [1 7],[27.24137931 51.75862069] ; [2.75862069 5.24137931],0
d5,1,0.171883,1.866446,[66 14] ; [5 3],[64.54545455 15.45454545] ; [6.45454545 1.54545455],0
p4,1,0.177651,1.817164,[49 30] ; [3 5],[47.2183908 31.7816092] ; [4.7816092 3.2183908],0
a3,1,0.192131,1.701199,[57 22] ; [4 4],[55.3908046 23.6091954] ; [5.6091954 2.3908046],0
s7,1,0.255384,1.293608,[27 49] ; [1 6],[25.63855422 50.36144578] ; [2.36144578 4.63855422],0
s8,1,0.264921,1.242857,[28 52] ; [1 6],[26.66666667 53.33333333] ; [2.33333333 4.66666667],0
d2,1,0.276202,1.185684,[44 36] ; [6 2],[45.45454545 34.54545455] ; [4.54545455 3.45454545],0
v1,1,0.279637,1.168852,[35 43] ; [2 6],[33.55813953 44.44186047] ; [3.44186047 4.55813953],0
u3,1,0.315425,1.007824,[12 11] ; [1 3],[11.07407407 11.92592593] ; [1.92592593 2.07407407],0
p1,1,0.325952,0.964912,[10 70] ; [2 6],[10.90909091 69.09090909] ; [1.09090909 6.90909091],0
a5,1,0.34261,0.90064,[62 18] ; [5 3],[60.90909091 19.09090909] ; [6.09090909 1.90909091],0
b5,1,0.406098,0.690196,[32 48] ; [2 6],[30.90909091 49.09090909] ; [3.09090909 4.90909091],0
b4,1,0.488738,0.479303,[50 30] ; [4 4],[49.09090909 30.90909091] ; [4.90909091 3.09090909],0
a1,1,0.503689,0.447154,[ 5 75] ; [1 7],[ 5.45454545 74.54545455] ; [0.54545455 7.45454545],0
d4,1,0.530314,0.39379,[67 13] ; [6 2],[66.36363636 13.63636364] ; [6.63636364 1.36363636],0
n1,1,0.534428,0.385965,[ 9 10] ; [2 1],[9.5 9.5] ; [1.5 1.5],0
s4,1,0.542091,0.371677,[13 66] ; [2 6],[13.62068966 65.37931034] ; [1.37931034 6.62068966],0
s6,1,0.560092,0.339545,[53 25] ; [4 3],[52.30588235 25.69411765] ; [4.69411765 2.30588235],0
a7,1,0.583347,0.300855,[48 32] ; [4 4],[47.27272727 32.72727273] ; [4.72727273 3.27272727],0
a6,1,0.63263,0.228511,[47 33] ; [4 4],[46.36363636 33.63636364] ; [4.63636364 3.36363636],0
d1,1,0.63263,0.228511,[47 33] ; [4 4],[46.36363636 33.63636364] ; [4.63636364 3.36363636],0
v3,1,0.648087,0.208321,[26 53] ; [2 6],[25.42528736 53.57471264] ; [2.57471264 5.42528736],0
p2,1,0.66943,0.18227,[65 15] ; [6 2],[64.54545455 15.45454545] ; [6.45454545 1.54545455],0
p3,1,0.683028,0.166737,[46 34] ; [4 4],[45.45454545 34.54545455] ; [4.54545455 3.45454545],0
a4,1,0.683028,0.166737,[34 46] ; [4 4],[34.54545455 45.45454545] ; [3.45454545 4.54545455],0
s3,1,0.709472,0.138805,[14 65] ; [1 7],[13.62068966 65.37931034] ; [1.37931034 6.62068966],0
n5,1,0.822567,0.050286,[57 23] ; [6 2],[57.27272727 22.72727273] ; [5.72727273 2.27272727],0
u2,1,0.866784,0.028139,[10 12] ; [2 2],[10.15384615 11.84615385] ; [1.84615385 2.15384615],0
d3,1,0.890436,0.018976,[48 32] ; [5 3],[48.18181818 31.81818182] ; [4.81818182 3.18181818],0
p5,1,0.936965,0.006254,[19 61] ; [2 6],[19.09090909 60.90909091] ; [1.90909091 6.09090909],0
n4,1,0.938845,0.005886,[59 21] ; [6 2],[59.09090909 20.90909091] ; [5.90909091 2.09090909],0
n2,1,0.954928,0.003194,[13  7] ; [2 1],[13.04347826  6.95652174] ; [1.95652174 1.04347826],0
