Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,7e-06,20.19563,[50 44] ; [39  3],[61.51470588 32.48529412] ; [27.48529412 14.51470588],1
s4,1,1.8e-05,18.384259,[ 9 84] ; [17 24],[18.04477612 74.95522388] ; [ 7.95522388 33.04477612],1
p1,1,9.7e-05,15.192604,[ 1 93] ; [ 8 34],[ 6.22058824 87.77941176] ; [ 2.77941176 39.22058824],1
p12,1,0.000137,14.546852,[ 2 92] ; [ 9 33],[ 7.60294118 86.39705882] ; [ 3.39705882 38.60294118],1
s2,1,0.001373,10.24177,[37 57] ; [29 13],[45.61764706 48.38235294] ; [20.38235294 21.61764706],0
p6,1,0.002073,9.483647,[15 78] ; [17 25],[22.04444444 70.95555556] ; [ 9.95555556 32.04444444],0
p5,1,0.002173,9.397264,[ 3 88] ; [ 8 34],[ 7.52631579 83.47368421] ; [ 3.47368421 38.52631579],0
a5,1,0.003359,8.60153,[54 40] ; [35  7],[61.51470588 32.48529412] ; [27.48529412 14.51470588],0
s8,1,0.005449,7.723992,[31 63] ; [24 17],[38.2962963 55.7037037] ; [16.7037037 24.2962963],0
s7,1,0.020587,5.361387,[31 56] ; [23 17],[36.99212598 50.00787402] ; [17.00787402 22.99212598],0
v1,1,0.023874,5.103793,[31 60] ; [23 19],[36.94736842 54.05263158] ; [17.05263158 24.94736842],0
u2,1,0.064627,3.414462,[23 13] ; [4 8],[20.25 15.75] ; [6.75 5.25],0
p10,1,0.075439,3.160531,[53 40] ; [30 11],[57.60447761 35.39552239] ; [25.39552239 15.60447761],0
s3,1,0.091569,2.846577,[42 51] ; [25 16],[46.5 46.5] ; [20.5 20.5],0
s1,1,0.101078,2.688446,[ 4 89] ; [ 5 37],[ 6.2 86.8] ; [ 2.8 39.2],0
n6,1,0.105805,2.615788,[71 23] ; [36  5],[74.5037037 19.4962963] ; [32.4962963  8.5037037],0
p9,1,0.107669,2.58811,[57 36] ; [31 10],[61.07462687 31.92537313] ; [26.92537313 14.07462687],0
v2,1,0.150814,2.064003,[43 47] ; [24 15],[46.74418605 43.25581395] ; [20.25581395 18.74418605],0
a4,1,0.171956,1.865804,[37 56] ; [22 20],[40.64444444 52.35555556] ; [18.35555556 23.64444444],0
p8,1,0.175481,1.835489,[21 73] ; [14 28],[24.19117647 69.80882353] ; [10.80882353 31.19117647],0
p4,1,0.208269,1.583419,[29 64] ; [17 23],[32.16541353 60.83458647] ; [13.83458647 26.16541353],0
a1,1,0.22766,1.45542,[ 4 90] ; [ 4 38],[ 5.52941176 88.47058824] ; [ 2.47058824 39.52941176],0
d2,1,0.254638,1.297675,[40 53] ; [22 19],[43.02985075 49.97014925] ; [18.97014925 22.02985075],0
b5,1,0.261306,1.261825,[61 33] ; [23 19],[58.05882353 35.94117647] ; [25.94117647 16.05882353],0
v3,1,0.297557,1.085111,[32 56] ; [18 21],[34.64566929 53.35433071] ; [15.35433071 23.64566929],0
d4,1,0.300563,1.071694,[67 26] ; [33  8],[69.40298507 23.59701493] ; [30.59701493 10.40298507],0
v4,1,0.329127,0.952332,[88  6] ; [41  1],[89.16176471  4.83823529] ; [39.83823529  2.16176471],0
b2,1,0.330818,0.945694,[20 42] ; [12 16],[22.04444444 39.95555556] ; [ 9.95555556 18.04444444],0
b3,1,0.330818,0.945694,[20 42] ; [12 16],[22.04444444 39.95555556] ; [ 9.95555556 18.04444444],0
p3,1,0.343607,0.896927,[31 63] ; [17 24],[33.42222222 60.57777778] ; [14.57777778 26.42222222],0
a7,1,0.397944,0.714531,[63 31] ; [25 17],[60.82352941 33.17647059] ; [27.17647059 14.82352941],0
d3,1,0.438347,0.600607,[50 43] ; [25 16],[52.05223881 40.94776119] ; [22.94776119 18.05223881],0
u4,1,0.440773,0.594269,[ 5 89] ; [ 1 41],[ 4.14705882 89.85294118] ; [ 1.85294118 40.14705882],0
a3,1,0.452735,0.563796,[58 35] ; [29 13],[59.93333333 33.06666667] ; [27.06666667 14.93333333],0
d5,1,0.454512,0.559377,[62 31] ; [30 11],[63.85074627 29.14925373] ; [28.14925373 12.85074627],0
b1,1,0.47411,0.512381,[43 51] ; [22 20],[44.92647059 49.07352941] ; [20.07352941 21.92647059],0
p7,1,0.496286,0.46287,[33 57] ; [18 24],[34.77272727 55.22727273] ; [16.22727273 25.77272727],0
n3,1,0.504517,0.445421,[20  6] ; [8 4],[19.15789474  6.84210526] ; [8.84210526 3.15789474],0
r1,1,0.534584,0.38567,[76 18] ; [32 10],[74.64705882 19.35294118] ; [33.35294118  8.64705882],0
r2,1,0.58445,0.299096,[89  4] ; [41  1],[89.55555556  3.44444444] ; [40.44444444  1.55555556],0
n2,1,0.598978,0.276541,[22  7] ; [10  2],[22.63414634  6.36585366] ; [9.36585366 2.63414634],0
b4,1,0.625522,0.238182,[54 40] ; [26 16],[55.29411765 38.70588235] ; [24.70588235 17.29411765],0
a8,1,0.636211,0.223731,[ 9 81] ; [ 5 34],[ 9.76744186 80.23255814] ; [ 4.23255814 34.76744186],0
p11,1,0.647729,0.208775,[62 32] ; [26 16],[60.82352941 33.17647059] ; [27.17647059 14.82352941],0
n1,1,0.648133,0.208262,[15 13] ; [5 6],[14.35897436 13.64102564] ; [5.64102564 5.35897436],0
u1,1,0.688966,0.160207,[16 78] ; [ 6 36],[15.20588235 78.79411765] ; [ 6.79411765 35.20588235],0
d1,1,0.797492,0.065841,[47 47] ; [22 20],[47.69117647 46.30882353] ; [21.30882353 20.69117647],0
n4,1,0.840793,0.040352,[61 33] ; [28 14],[61.51470588 32.48529412] ; [27.48529412 14.51470588],0
n5,1,0.882794,0.021735,[61 32] ; [27 15],[60.62222222 32.37777778] ; [27.37777778 14.62222222],0
r3,1,0.894263,0.017666,[90  4] ; [40  2],[89.85294118  4.14705882] ; [40.14705882  1.85294118],0
a6,1,0.959281,0.002607,[54 39] ; [24 17],[54.13432836 38.86567164] ; [23.86567164 17.13432836],0
u3,1,0.978375,0.000735,[22 14] ; [8 5],[22.04081633 13.95918367] ; [7.95918367 5.04081633],0
a2,1,0.988924,0.000193,[18 76] ; [ 8 34],[17.97058824 76.02941176] ; [ 8.02941176 33.97058824],0
