Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,9e-06,19.670931,[ 7 83] ; [25 44],[18.11320755 71.88679245] ; [13.88679245 55.11320755],1
p8,1,2.4e-05,17.841037,[14 78] ; [31 37],[25.875 66.125] ; [19.125 48.875],1
p2,1,3.6e-05,17.067903,[37 55] ; [51 19],[49.97530864 42.02469136] ; [38.02469136 31.97530864],1
p3,1,5.3e-05,16.332681,[17 74] ; [34 36],[28.82608696 62.17391304] ; [22.17391304 47.82608696],1
n3,1,0.000816,11.204555,[18 24] ; [19  3],[24.28125 17.71875] ; [12.71875  9.28125],1
p4,1,0.001692,9.856981,[23 68] ; [34 35],[32.41875 58.58125] ; [24.58125 44.41875],0
r4,1,0.002189,9.383748,[48 44] ; [53 17],[57.35802469 34.64197531] ; [43.64197531 26.35802469],0
b3,1,0.003997,8.285093,[22 25] ; [ 6 30],[15.85542169 31.14457831] ; [12.14457831 23.85542169],0
b2,1,0.003997,8.285093,[22 25] ; [ 6 30],[15.85542169 31.14457831] ; [12.14457831 23.85542169],0
r3,1,0.005646,7.660044,[61 31] ; [59 10],[68.57142857 23.42857143] ; [51.42857143 17.57142857],0
b5,1,0.016014,5.801368,[50 42] ; [51 19],[57.35802469 34.64197531] ; [43.64197531 26.35802469],0
s6,1,0.016821,5.714976,[32 60] ; [37 32],[39.42857143 52.57142857] ; [29.57142857 39.42857143],0
n6,1,0.01711,5.685063,[44 47] ; [47 23],[51.43478261 39.56521739] ; [39.56521739 30.43478261],0
v4,1,0.018404,5.557267,[64 28] ; [59 10],[70.28571429 21.71428571] ; [52.71428571 16.28571429],0
p9,1,0.025192,5.010665,[36 51] ; [41 28],[42.94230769 44.05769231] ; [34.05769231 34.94230769],0
p10,1,0.026218,4.94157,[29 60] ; [35 35],[35.82389937 53.17610063] ; [28.17610063 41.82389937],0
n2,1,0.033642,4.512821,[22 22] ; [17  5],[26. 18.] ; [13.  9.],0
u3,1,0.035598,4.416259,[11 28] ; [15 13],[15.13432836 23.86567164] ; [10.86567164 17.13432836],0
s3,1,0.038936,4.263644,[31 59] ; [35 34],[37.35849057 52.64150943] ; [28.64150943 40.35849057],0
p1,1,0.126113,2.339706,[ 8 84] ; [ 2 68],[ 5.67901235 86.32098765] ; [ 4.32098765 65.67901235],0
a1,1,0.126519,2.334701,[10 82] ; [ 3 67],[ 7.38271605 84.61728395] ; [ 5.61728395 64.38271605],0
r2,1,0.164506,1.932314,[73 18] ; [61  8],[76.2125 14.7875] ; [57.7875 11.2125],0
n5,1,0.170372,1.87967,[46 46] ; [42 27],[50.28571429 41.71428571] ; [37.71428571 31.28571429],0
s2,1,0.186333,1.746377,[24 68] ; [25 45],[27.82716049 64.17283951] ; [21.17283951 48.82716049],0
p5,1,0.229711,1.442652,[ 2 90] ; [ 4 65],[ 3.42857143 88.57142857] ; [ 2.57142857 66.42857143],0
s1,1,0.405232,0.692747,[10 81] ; [ 5 65],[ 8.47826087 82.52173913] ; [ 6.52173913 63.47826087],0
u2,1,0.426616,0.632018,[13 26] ; [12 16],[14.55223881 24.44776119] ; [10.44776119 17.55223881],0
v1,1,0.43856,0.600047,[28 64] ; [25 44],[30.28571429 61.71428571] ; [22.71428571 46.28571429],0
a6,1,0.464654,0.534662,[48 44] ; [40 29],[50.28571429 41.71428571] ; [37.71428571 31.28571429],0
b4,1,0.46606,0.531302,[50 42] ; [34 36],[47.7037037 44.2962963] ; [36.2962963 33.7037037],0
d4,1,0.54261,0.370724,[65 27] ; [51 17],[66.7 25.3] ; [49.3 18.7],0
a8,1,0.544424,0.367401,[ 6 82] ; [ 6 57],[ 6.99337748 81.00662252] ; [ 5.00662252 57.99337748],0
v2,1,0.557156,0.344653,[30 60] ; [25 41],[31.73076923 58.26923077] ; [23.26923077 42.73076923],0
