Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.00188,9.662702,[2 7] ; [ 2 99],[0.32727273 8.67272727] ; [ 3.67272727 97.32727273],0
p8,1,0.002648,9.035752,[7 2] ; [29 72],[2.94545455 6.05454545] ; [33.05454545 67.94545455],0
p1,1,0.002887,8.877462,[4 5] ; [10 91],[1.14545455 7.85454545] ; [12.85454545 88.14545455],0
a6,1,0.013056,6.161452,[2 7] ; [65 36],[5.48181818 3.51818182] ; [61.51818182 39.48181818],0
a5,1,0.026902,4.897059,[3 6] ; [71 31],[6. 3.] ; [68. 34.],0
p4,1,0.042376,4.120108,[8 1] ; [55 47],[5.10810811 3.89189189] ; [57.89189189 44.10810811],0
v2,1,0.043446,4.077977,[2 7] ; [55 41],[4.88571429 4.11428571] ; [52.11428571 43.88571429],0
n5,1,0.069361,3.29808,[8 1] ; [58 42],[5.44954128 3.55045872] ; [60.55045872 39.44954128],0
v1,1,0.092434,2.831459,[7 2] ; [49 52],[4.58181818 4.41818182] ; [51.41818182 49.58181818],0
a3,1,0.122138,2.389684,[4 5] ; [71 31],[6.08108108 2.91891892] ; [68.91891892 33.08108108],0
p3,1,0.138961,2.189426,[6 3] ; [42 60],[3.89189189 5.10810811] ; [44.10810811 57.89189189],0
b4,1,0.167087,1.908889,[7 2] ; [55 47],[5.02702703 3.97297297] ; [56.97297297 45.02702703],0
d3,1,0.228926,1.447523,[8 1] ; [70 30],[6.44036697 2.55963303] ; [71.55963303 28.44036697],0
u2,1,0.239585,1.383037,[4 1] ; [15 14],[2.79411765 2.20588235] ; [16.20588235 12.79411765],0
a8,1,0.244371,1.355201,[2 6] ; [10 81],[0.96969697 7.03030303] ; [11.03030303 79.96969697],0
u3,1,0.278203,1.175849,[2 3] ; [19 10],[3.08823529 1.91176471] ; [17.91176471 11.08823529],0
n6,1,0.289471,1.122078,[8 1] ; [72 27],[6.66666667 2.33333333] ; [73.33333333 25.66666667],0
d5,1,0.304821,1.052983,[6 3] ; [81 19],[7.18348624 1.81651376] ; [79.81651376 20.18348624],0
a2,1,0.33514,0.928935,[1 8] ; [26 76],[2.18918919 6.81081081] ; [24.81081081 77.18918919],0
r1,1,0.382718,0.761954,[6 3] ; [80 21],[7.03636364 1.96363636] ; [78.96363636 22.03636364],0
n2,1,0.402195,0.701754,[1 1] ; [29  9],[1.5 0.5] ; [28.5  9.5],0
b3,1,0.407253,0.686804,[1 5] ; [16 32],[1.88888889 4.11111111] ; [15.11111111 32.88888889],0
b2,1,0.407253,0.686804,[1 5] ; [16 32],[1.88888889 4.11111111] ; [15.11111111 32.88888889],0
s3,1,0.458085,0.55057,[8 1] ; [80 22],[7.13513514 1.86486486] ; [80.86486486 21.13513514],0
s8,1,0.46132,0.54269,[6 3] ; [55 47],[4.94594595 4.05405405] ; [56.05405405 45.94594595],0
a4,1,0.46132,0.54269,[3 6] ; [47 55],[4.05405405 4.94594595] ; [45.94594595 56.05405405],0
p10,1,0.515578,0.42273,[5 4] ; [65 33],[5.88785047 3.11214953] ; [64.11214953 33.88785047],0
s5,1,0.523014,0.407946,[4 3] ; [42 52],[3.18811881 3.81188119] ; [42.81188119 51.18811881],0
d2,1,0.525352,0.403374,[4 5] ; [56 45],[4.90909091 4.09090909] ; [55.09090909 45.90909091],0
a1,1,0.536174,0.382676,[1 8] ; [ 6 96],[0.56756757 8.43243243] ; [ 6.43243243 95.56756757],0
b1,1,0.546201,0.364168,[4 5] ; [56 46],[4.86486486 4.13513514] ; [55.13513514 46.86486486],0
s7,1,0.566592,0.328418,[7 2] ; [61 28],[6.24489796 2.75510204] ; [61.75510204 27.24489796],0
s4,1,0.607224,0.264237,[2 7] ; [31 71],[2.67567568 6.32432432] ; [30.32432432 71.67567568],0
r3,1,0.650556,0.205199,[8 1] ; [93  7],[8.33944954 0.66055046] ; [92.66055046  7.33944954],0
p7,1,0.706351,0.141949,[4 5] ; [51 49],[4.5412844 4.4587156] ; [50.4587156 49.5412844],0
a7,1,0.719969,0.128523,[6 3] ; [73 28],[6.46363636 2.53636364] ; [72.53636364 28.46363636],0
p6,1,0.754701,0.097623,[3 6] ; [39 62],[3.43636364 5.56363636] ; [38.56363636 62.43636364],0
d4,1,0.803018,0.062222,[7 2] ; [82 19],[7.28181818 1.71818182] ; [81.71818182 19.28181818],0
v3,1,0.822017,0.050603,[3 6] ; [36 61],[3.31132075 5.68867925] ; [35.68867925 61.31132075],0
b5,1,0.860156,0.031038,[6 3] ; [65 37],[5.75675676 3.24324324] ; [65.24324324 36.75675676],0
s1,1,0.92358,0.009202,[1 8] ; [10 89],[0.91666667 8.08333333] ; [10.08333333 88.91666667],0
p9,1,0.932563,0.007161,[7 2] ; [75 23],[6.89719626 2.10280374] ; [75.10280374 22.89719626],0
u1,1,0.963582,0.002085,[2 7] ; [22 80],[1.94594595 7.05405405] ; [22.05405405 79.94594595],0
d1,1,0.969865,0.001427,[5 4] ; [56 46],[4.94594595 4.05405405] ; [56.05405405 45.94594595],0
