Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,6e-06,20.338265,[ 5 25] ; [32 14],[14.60526316 15.39473684] ; [22.39473684 23.60526316],1
p6,1,1.9e-05,18.311602,[ 4 25] ; [29 16],[12.93243243 16.06756757] ; [20.06756757 24.93243243],1
d3,1,0.000153,14.338509,[15 15] ; [41  5],[22.10526316  7.89473684] ; [33.89473684 12.10526316],1
a5,1,0.000427,12.409662,[16 14] ; [41  5],[22.5  7.5] ; [34.5 11.5],1
p4,1,0.000861,11.10532,[13 17] ; [37  9],[19.73684211 10.26315789] ; [30.26315789 15.73684211],1
a2,1,0.002214,9.363237,[ 1 29] ; [15 31],[ 6.31578947 23.68421053] ; [ 9.68421053 36.31578947],0
s8,1,0.00247,9.162681,[11 19] ; [33 13],[17.36842105 12.63157895] ; [26.63157895 19.36842105],0
s6,1,0.003802,8.375867,[18  9] ; [41  3],[22.43661972  4.56338028] ; [36.56338028  7.43661972],0
b3,1,0.006336,7.452148,[ 1 16] ; [12 15],[ 5.02272727 11.97727273] ; [ 7.97727273 19.02272727],0
b2,1,0.006336,7.452148,[ 1 16] ; [12 15],[ 5.02272727 11.97727273] ; [ 7.97727273 19.02272727],0
a3,1,0.006513,7.402526,[17 13] ; [39  7],[22.10526316  7.89473684] ; [33.89473684 12.10526316],0
a4,1,0.008495,6.926078,[ 9 21] ; [28 18],[14.60526316 15.39473684] ; [22.39473684 23.60526316],0
d5,1,0.012285,6.26931,[23  7] ; [44  2],[26.44736842  3.55263158] ; [40.55263158  5.44736842],0
p8,1,0.023389,5.139412,[12 17] ; [30 14],[16.68493151 12.31506849] ; [25.31506849 18.68493151],0
u1,1,0.023448,5.135032,[ 3 27] ; [15 31],[ 7.10526316 22.89473684] ; [10.89473684 35.10526316],0
s5,1,0.029314,4.749089,[12 16] ; [29 13],[16.4 11.6] ; [24.6 17.4],0
s2,1,0.03653,4.372177,[17 11] ; [38  8],[20.81081081  7.18918919] ; [34.18918919 11.81081081],0
a6,1,0.03786,4.311298,[13 17] ; [31 15],[17.36842105 12.63157895] ; [26.63157895 19.36842105],0
p9,1,0.071592,3.246142,[23  6] ; [42  3],[25.47297297  3.52702703] ; [39.52702703  5.47297297],0
p10,1,0.071592,3.246142,[23  6] ; [42  3],[25.47297297  3.52702703] ; [39.52702703  5.47297297],0
p3,1,0.072337,3.229181,[14 16] ; [31 15],[17.76315789 12.23684211] ; [27.23684211 18.76315789],0
a7,1,0.075026,3.169491,[17 13] ; [35 11],[20.52631579  9.47368421] ; [31.47368421 14.52631579],0
b5,1,0.086114,2.945549,[15 15] ; [32 14],[18.55263158 11.44736842] ; [28.44736842 17.55263158],0
r1,1,0.122318,2.387391,[21  9] ; [39  7],[23.68421053  6.31578947] ; [36.31578947  9.68421053],0
p2,1,0.122318,2.387391,[21  9] ; [39  7],[23.68421053  6.31578947] ; [36.31578947  9.68421053],0
v3,1,0.133614,2.25,[ 7 23] ; [18 27],[10. 20.] ; [15. 30.],0
r2,1,0.135316,2.230435,[27  3] ; [45  1],[28.42105263  1.57894737] ; [43.57894737  2.42105263],0
p1,1,0.152469,2.047373,[ 1 29] ; [ 6 40],[ 2.76315789 27.23684211] ; [ 4.23684211 41.76315789],0
n4,1,0.15489,2.023424,[19 11] ; [36 10],[21.71052632  8.28947368] ; [33.28947368 12.71052632],0
p11,1,0.17545,1.835749,[20 10] ; [37  9],[22.5  7.5] ; [34.5 11.5],0
p7,1,0.238712,1.388185,[18 11] ; [33 11],[20.26027397  8.73972603] ; [30.73972603 13.26027397],0
s7,1,0.259897,1.269307,[16 13] ; [30 14],[18.2739726 10.7260274] ; [27.7260274 16.2739726],0
n6,1,0.268804,1.22284,[24  6] ; [41  5],[25.65789474  4.34210526] ; [39.34210526  6.65789474],0
a8,1,0.307002,1.04353,[ 3 24] ; [ 2 41],[ 1.92857143 25.07142857] ; [ 3.07142857 39.92857143],0
v4,1,0.310615,1.028057,[26  3] ; [44  2],[27.06666667  1.93333333] ; [42.93333333  3.06666667],0
r4,1,0.331294,0.943833,[27  3] ; [44  2],[28.02631579  1.97368421] ; [42.97368421  3.02631579],0
b4,1,0.400317,0.707375,[14 16] ; [26 20],[15.78947368 14.21052632] ; [24.21052632 21.78947368],0
s3,1,0.436736,0.604843,[19 10] ; [34 12],[20.49333333  8.50666667] ; [32.50666667 13.49333333],0
n5,1,0.46773,0.527334,[22  8] ; [37  9],[23.28947368  6.71052632] ; [35.71052632 10.28947368],0
u3,1,0.588792,0.292235,[9 4] ; [4 3],[8.45 4.55] ; [4.55 2.45],0
n3,1,0.628745,0.233766,[6 3] ; [5 4],[5.5 3.5] ; [5.5 3.5],0
n1,1,0.628745,0.233766,[3 6] ; [4 5],[3.5 5.5] ; [3.5 5.5],0
v2,1,0.776347,0.080703,[17 13] ; [24 21],[16.4 13.6] ; [24.6 20.4],0
a1,1,0.824306,0.049289,[ 1 29] ; [ 2 44],[ 1.18421053 28.81578947] ; [ 1.81578947 44.18421053],0
r3,1,0.846488,0.037481,[28  1] ; [44  2],[27.84  1.16] ; [44.16  1.84],0
s1,1,0.846488,0.037481,[ 1 28] ; [ 2 44],[ 1.16 27.84] ; [ 1.84 44.16],0
b1,1,0.909953,0.012791,[12 18] ; [19 27],[12.23684211 17.76315789] ; [18.76315789 27.23684211],0
u2,1,0.918517,0.010466,[4 9] ; [2 5],[3.9 9.1] ; [2.1 4.9],0
