Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,23.147432,[ 5 27] ; [65 36],[16.84210526 15.15789474] ; [53.15789474 47.84210526],1
v4,1,4.5e-05,16.645282,[17 15] ; [87 13],[25.21212121  6.78787879] ; [78.78787879 21.21212121],1
p10,1,0.005713,7.638793,[14 18] ; [70 29],[20.51908397 11.48091603] ; [63.48091603 35.51908397],0
d1,1,0.012513,6.236726,[ 3 29] ; [32 69],[ 8.42105263 23.57894737] ; [26.57894737 74.42105263],0
a4,1,0.031099,4.6475,[ 4 28] ; [32 68],[ 8.72727273 23.27272727] ; [27.27272727 72.72727273],0
a3,1,0.033194,4.535738,[11 21] ; [56 44],[16.24242424 15.75757576] ; [50.75757576 49.24242424],0
d5,1,0.033611,4.5144,[13 19] ; [62 38],[18.18181818 13.81818182] ; [56.81818182 43.18181818],0
d2,1,0.040923,4.179217,[ 6 26] ; [38 61],[10.7480916 21.2519084] ; [33.2519084 65.7480916],0
b1,1,0.049578,3.855685,[18 14] ; [37 64],[13.23308271 18.76691729] ; [41.76691729 59.23308271],0
u3,1,0.065716,3.386913,[ 4 17] ; [19 26],[ 7.31818182 13.68181818] ; [15.68181818 29.31818182],0
n2,1,0.098416,2.731034,[5 6] ; [24  9],[7.25 3.75] ; [21.75 11.25],0
p2,1,0.103156,2.656067,[18 14] ; [71 28],[21.74045802 10.25954198] ; [67.25954198 31.74045802],0
p9,1,0.123931,2.366922,[19 12] ; [74 24],[22.34883721  8.65116279] ; [70.65116279 27.34883721],0
a7,1,0.130984,2.280808,[14 18] ; [59 41],[17.6969697 14.3030303] ; [55.3030303 44.6969697],0
a8,1,0.138336,2.196377,[ 5 26] ; [ 7 90],[ 2.90625 28.09375] ; [ 9.09375 87.90625],0
n4,1,0.146256,2.110877,[14 18] ; [59 42],[17.56390977 14.43609023] ; [55.43609023 45.56390977],0
r3,1,0.156859,2.004251,[20 11] ; [78 23],[23.01515152  7.98484848] ; [74.98484848 26.01515152],0
u2,1,0.192662,1.697143,[12  9] ; [18 27],[ 9.54545455 11.45454545] ; [20.45454545 24.54545455],0
v1,1,0.199344,1.647173,[ 5 27] ; [26 71],[ 7.68992248 24.31007752] ; [23.31007752 73.68992248],0
s7,1,0.218771,1.512418,[ 6 24] ; [31 67],[ 8.671875 21.328125] ; [28.328125 69.671875],0
p12,1,0.222192,1.490156,[ 2 30] ; [ 2 98],[ 0.96969697 31.03030303] ; [ 3.03030303 96.96969697],0
p11,1,0.254833,1.29661,[17 15] ; [65 36],[19.72932331 12.27067669] ; [62.27067669 38.72932331],0
n6,1,0.257162,1.28397,[20 12] ; [73 27],[22.54545455  9.45454545] ; [70.45454545 29.54545455],0
a2,1,0.346594,0.885889,[ 1 31] ; [ 8 93],[ 2.16541353 29.83458647] ; [ 6.83458647 94.16541353],0
p1,1,0.357864,0.845375,[ 2 30] ; [12 88],[ 3.39393939 28.60606061] ; [10.60606061 89.39393939],0
s6,1,0.41048,0.677409,[11 21] ; [43 58],[12.9924812 19.0075188] ; [41.0075188 59.9924812],0
s2,1,0.433429,0.613617,[ 9 23] ; [36 65],[10.82706767 21.17293233] ; [34.17293233 66.82706767],0
b2,1,0.476661,0.506494,[ 6 16] ; [20 36],[ 7.33333333 14.66666667] ; [18.66666667 37.33333333],0
b3,1,0.476661,0.506494,[ 6 16] ; [20 36],[ 7.33333333 14.66666667] ; [18.66666667 37.33333333],0
