Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,9.7e-05,15.193402,[25  5] ; [2 9],[19.75609756 10.24390244] ; [7.24390244 3.75609756],1
n5,1,0.019357,5.469014,[22  7] ; [4 7],[18.85 10.15] ; [7.15 3.85],0
s8,1,0.05156,3.789978,[12 17] ; [ 1 10],[ 9.425 19.575] ; [3.575 7.425],0
p11,1,0.05719,3.617058,[25  5] ; [6 5],[22.68292683  7.31707317] ; [8.31707317 2.68292683],0
b1,1,0.09525,2.783326,[13 17] ; [8 3],[15.36585366 14.63414634] ; [5.63414634 5.36585366],0
a6,1,0.09525,2.783326,[13 17] ; [8 3],[15.36585366 14.63414634] ; [5.63414634 5.36585366],0
p2,1,0.103126,2.656529,[24  6] ; [6 5],[21.95121951  8.04878049] ; [8.04878049 2.95121951],0
a4,1,0.120597,2.40955,[10 20] ; [ 1 10],[ 8.04878049 21.95121951] ; [2.95121951 8.04878049],0
r1,1,0.137916,2.201064,[ 9 19] ; [ 1 10],[ 7.17948718 20.82051282] ; [2.82051282 8.17948718],0
r3,1,0.1483,2.089647,[16 12] ; [9 2],[17.94871795 10.05128205] ; [7.05128205 3.94871795],0
v4,1,0.156526,2.007475,[22  4] ; [7 4],[20.37837838  5.62162162] ; [8.62162162 2.37837838],0
s7,1,0.165145,1.926475,[15 14] ; [3 8],[13.05 15.95] ; [4.95 6.05],0
n6,1,0.194787,1.681034,[21  8] ; [5 5],[19.33333333  9.66666667] ; [6.66666667 3.33333333],0
v3,1,0.211011,1.564477,[ 8 21] ; [ 1 10],[ 6.525 22.475] ; [2.475 8.525],0
u3,1,0.216522,1.527273,[8 6] ; [2 5],[6.66666667 7.33333333] ; [3.33333333 3.66666667],0
r2,1,0.22504,1.471937,[18  9] ; [5 6],[16.34210526 10.65789474] ; [6.65789474 4.34210526],0
d1,1,0.259753,1.270072,[11 19] ; [2 9],[ 9.51219512 20.48780488] ; [3.48780488 7.51219512],0
s1,1,0.270896,1.212203,[ 2 28] ; [2 9],[ 2.92682927 27.07317073] ; [1.07317073 9.92682927],0
p4,1,0.281325,1.160678,[21  8] ; [6 5],[19.575  9.425] ; [7.425 3.575],0
p5,1,0.307917,1.039589,[ 7 23] ; [ 1 10],[ 5.85365854 24.14634146] ; [2.14634146 8.85365854],0
a3,1,0.335467,0.927677,[16 14] ; [4 7],[14.63414634 15.36585366] ; [5.36585366 5.63414634],0
b4,1,0.335467,0.927677,[16 14] ; [4 7],[14.63414634 15.36585366] ; [5.36585366 5.63414634],0
u2,1,0.349575,0.875,[9 5] ; [3 4],[8. 6.] ; [4. 3.],0
a7,1,0.405676,0.691436,[18 12] ; [5 6],[16.82926829 13.17073171] ; [6.17073171 4.82926829],0
d5,1,0.405676,0.691436,[18 12] ; [5 6],[16.82926829 13.17073171] ; [6.17073171 4.82926829],0
s4,1,0.41629,0.660764,[ 9 20] ; [2 9],[ 7.975 21.025] ; [3.025 7.975],0
p3,1,0.437857,0.601892,[15 15] ; [4 7],[13.90243902 16.09756098] ; [5.09756098 5.90243902],0
b5,1,0.453472,0.561958,[18 12] ; [8 3],[19.02439024 10.97560976] ; [6.97560976 4.02439024],0
n4,1,0.523543,0.406909,[17 13] ; [5 6],[16.09756098 13.90243902] ; [5.90243902 5.09756098],0
d3,1,0.523543,0.406909,[17 13] ; [5 6],[16.09756098 13.90243902] ; [5.90243902 5.09756098],0
s3,1,0.534355,0.386103,[ 9 17] ; [5 6],[ 9.83783784 16.16216216] ; [4.16216216 6.83783784],0
a2,1,0.54313,0.369769,[ 5 25] ; [ 1 10],[ 4.3902439 25.6097561] ; [1.6097561 9.3902439],0
d2,1,0.574103,0.315865,[11 19] ; [3 8],[10.24390244 19.75609756] ; [3.75609756 7.24390244],0
s6,1,0.630202,0.231786,[10 17] ; [5 6],[10.65789474 16.34210526] ; [4.34210526 6.65789474],0
a5,1,0.654744,0.199971,[16 14] ; [5 6],[15.36585366 14.63414634] ; [5.63414634 5.36585366],0
s5,1,0.730731,0.118442,[ 4 24] ; [1 9],[ 3.68421053 24.31578947] ; [1.31578947 8.68421053],0
n2,1,0.786648,0.07326,[10  3] ; [5 2],[9.75 3.25] ; [5.25 1.75],0
a1,1,0.791701,0.06975,[ 2 28] ; [ 1 10],[ 2.19512195 27.80487805] ; [ 0.80487805 10.19512195],0
p12,1,0.813997,0.055353,[ 2 27] ; [ 1 10],[ 2.175 26.825] ; [ 0.825 10.175],0
p6,1,0.832506,0.044727,[12 18] ; [4 7],[11.70731707 18.29268293] ; [4.29268293 6.70731707],0
n3,1,0.84822,0.03663,[5 8] ; [3 4],[5.2 7.8] ; [2.8 4.2],0
n1,1,0.84822,0.03663,[5 8] ; [3 4],[5.2 7.8] ; [2.8 4.2],0
s2,1,0.882973,0.021668,[12 16] ; [5 6],[12.20512821 15.79487179] ; [4.79487179 6.20512821],0
v2,1,0.927151,0.008359,[11 18] ; [4 7],[10.875 18.125] ; [4.125 6.875],0
u1,1,0.930734,0.007555,[ 3 27] ; [ 1 10],[ 2.92682927 27.07317073] ; [1.07317073 9.92682927],0
p7,1,0.931859,0.007311,[20  7] ; [8 3],[19.89473684  7.10526316] ; [8.10526316 2.89473684],0
v1,1,0.969655,0.001447,[10 18] ; [4 7],[10.05128205 17.94871795] ; [3.94871795 7.05128205],0
d4,1,0.98576,0.000319,[19 11] ; [7 4],[19.02439024 10.97560976] ; [6.97560976 4.02439024],0
