Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,24.01004,[51 23] ; [ 57 107],[33.57983193 40.42016807] ; [74.42016807 89.57983193],1
n4,1,0.501644,0.451457,[52 22] ; [108  56],[49.74789916 24.25210084] ; [110.25210084  53.74789916],0
u1,1,0.52771,0.398799,[ 4 70] ; [  6 159],[ 3.09623431 70.90376569] ; [  6.90376569 158.09623431],0
d3,1,0.546539,0.363554,[35 39] ; [85 80],[37.15481172 36.84518828] ; [82.84518828 82.15481172],0
u2,1,0.551359,0.354888,[15 12] ; [38 23],[16.26136364 10.73863636] ; [36.73863636 24.26136364],0
a4,1,0.564872,0.331338,[21 53] ; [ 41 124],[19.19665272 54.80334728] ; [ 42.80334728 122.19665272],0
p2,1,0.602287,0.27156,[60 13] ; [130  34],[58.52320675 14.47679325] ; [131.47679325  32.52320675],0
v3,1,0.676916,0.173618,[25 49] ; [ 50 111],[23.61702128 50.38297872] ; [ 51.38297872 109.61702128],0
p11,1,0.775917,0.081022,[56 18] ; [122  43],[55.11297071 18.88702929] ; [122.88702929  42.11297071],0
b4,1,0.783029,0.075831,[43 31] ; [99 66],[43.9665272 30.0334728] ; [98.0334728 66.9665272],0
b1,1,0.784902,0.074494,[30 44] ; [70 95],[30.9623431 43.0376569] ; [69.0376569 95.9623431],0
a3,1,0.791985,0.069555,[46 27] ; [101  64],[45.08823529 27.91176471] ; [101.91176471  63.08823529],0
b2,1,0.816254,0.053994,[16 26] ; [35 52],[16.60465116 25.39534884] ; [34.39534884 52.60465116],0
b3,1,0.816254,0.053994,[16 26] ; [35 52],[16.60465116 25.39534884] ; [34.39534884 52.60465116],0
n5,1,0.835731,0.042997,[47 25] ; [108  54],[47.69230769 24.30769231] ; [107.30769231  54.69230769],0
a2,1,0.855361,0.033227,[ 4 70] ; [  8 157],[ 3.71548117 70.28451883] ; [  8.28451883 156.71548117],0
s1,1,0.88497,0.02093,[ 2 71] ; [  5 157],[ 2.17446809 70.82553191] ; [  4.82553191 157.17446809],0
n1,1,0.93999,0.005667,[ 7 11] ; [14 23],[ 6.87272727 11.12727273] ; [14.12727273 22.87272727],0
r2,1,0.948381,0.004191,[63  9] ; [143  21],[62.84745763  9.15254237] ; [143.15254237  20.84745763],0
n2,1,0.960815,0.002414,[15  4] ; [29  8],[14.92857143  4.07142857] ; [29.07142857  7.92857143],0
u3,1,0.983452,0.00043,[16 12] ; [35 26],[16.04494382 11.95505618] ; [34.95505618 26.04494382],0
