Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,85.139205,[38 72] ; [223  46],[75.75197889 34.24802111] ; [185.24802111  83.75197889],1
a5,1,7e-06,20.115653,[60 51] ; [209  62],[78.16492147 32.83507853] ; [190.83507853  80.16492147],1
n6,1,4.1e-05,16.804256,[72 38] ; [227  42],[86.78100264 23.21899736] ; [212.21899736  56.78100264],1
s7,1,0.000674,11.560592,[31 76] ; [126 135],[45.64945652 61.35054348] ; [111.35054348 149.64945652],1
p11,1,0.000903,11.016732,[68 43] ; [211  60],[81.07068063 29.92931937] ; [197.92931937  73.07068063],1
a8,1,0.001651,9.901682,[ 6 98] ; [ 46 197],[15.58501441 88.41498559] ; [ 36.41498559 206.58501441],0
s8,1,0.00252,9.126098,[29 81] ; [116 154],[41.97368421 68.02631579] ; [103.02631579 166.97368421],0
d2,1,0.004546,8.051908,[37 74] ; [132 136],[49.49604222 61.50395778] ; [119.50395778 148.49604222],0
s4,1,0.00684,7.314474,[25 86] ; [ 31 235],[16.48806366 94.51193634] ; [ 39.51193634 226.48806366],0
p6,1,0.007828,7.072427,[16 94] ; [ 73 194],[25.96816976 84.03183024] ; [ 63.03183024 203.96816976],0
a4,1,0.008969,6.82895,[37 74] ; [129 140],[48.48947368 62.51052632] ; [117.51052632 151.48947368],0
a2,1,0.010471,6.552872,[15 96] ; [ 69 202],[24.40837696 86.59162304] ; [ 59.59162304 211.40837696],0
p1,1,0.014434,5.984274,[  1 110] ; [ 19 250],[  5.84210526 105.15789474] ; [ 14.15789474 254.84210526],0
s6,1,0.017217,5.6741,[59 50] ; [180  88],[69.10079576 39.89920424] ; [169.89920424  98.10079576],0
d5,1,0.020598,5.360475,[79 32] ; [221  49],[87.4015748 23.5984252] ; [212.5984252  57.4015748],0
p2,1,0.030038,4.707116,[77 34] ; [216  55],[85.13874346 25.86125654] ; [207.86125654  63.13874346],0
a3,1,0.043303,4.083538,[67 44] ; [191  78],[75.36315789 35.63684211] ; [182.63684211  86.36315789],0
r4,1,0.055823,3.657343,[97 14] ; [253  18],[101.70157068   9.29842932] ; [248.29842932  22.70157068],0
p4,1,0.060024,3.536718,[33 77] ; [108 160],[41.03174603 68.96825397] ; [ 99.96825397 168.03174603],0
d1,1,0.063189,3.451644,[54 57] ; [160 111],[62.18324607 48.81675393] ; [151.81675393 119.18324607],0
u1,1,0.065648,3.388618,[ 10 101] ; [ 44 227],[15.69109948 95.30890052] ; [ 38.30890052 232.69109948],0
p7,1,0.069701,3.290042,[46 60] ; [140 120],[53.86885246 52.13114754] ; [132.13114754 127.86885246],0
p10,1,0.07131,3.252609,[73 36] ; [203  64],[80.0106383 28.9893617] ; [195.9893617  71.0106383],0
