Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.234952,[105  18] ; [33 46],[84.02970297 38.97029703] ; [53.97029703 25.02970297],1
r3,1,1.6e-05,18.660056,[111  11] ; [52 26],[99.43 22.57] ; [63.57 14.43],1
p11,1,2.1e-05,18.056166,[91 32] ; [35 44],[76.72277228 46.27722772] ; [49.27722772 29.72277228],1
v4,1,5.1e-05,16.403389,[108  13] ; [52 27],[96.8 24.2] ; [63.2 15.8],1
r2,1,8.2e-05,15.503331,[114   9] ; [54 21],[104.36363636  18.63636364] ; [63.63636364 11.36363636],1
d4,1,0.000287,13.151859,[100  21] ; [47 32],[88.935 32.065] ; [58.065 20.935],1
v2,1,0.002245,9.337774,[56 61] ; [20 57],[45.83505155 71.16494845] ; [30.16494845 46.83505155],0
v3,1,0.006729,7.343914,[37 77] ; [12 67],[28.94300518 85.05699482] ; [20.05699482 58.94300518],0
d3,1,0.007588,7.128253,[78 45] ; [34 43],[68.88 54.12] ; [43.12 33.88],0
p2,1,0.009502,6.725907,[84 39] ; [39 39],[75.26865672 47.73134328] ; [47.73134328 30.26865672],0
u3,1,0.009852,6.66151,[21 15] ; [ 8 22],[15.81818182 20.18181818] ; [13.18181818 16.81818182],0
a5,1,0.017138,5.682213,[80 43] ; [38 41],[71.85148515 51.14851485] ; [46.14851485 32.85148515],0
a7,1,0.02426,5.075976,[82 40] ; [40 38],[74.42 47.58] ; [47.58 30.42],0
v1,1,0.03057,4.67696,[47 75] ; [18 58],[40.05050505 81.94949495] ; [24.94949495 51.05050505],0
a4,1,0.034068,4.49131,[58 65] ; [25 53],[50.79104478 72.20895522] ; [32.20895522 45.79104478],0
a2,1,0.040403,4.200897,[24 99] ; [ 7 72],[ 18.87623762 104.12376238] ; [12.12376238 66.87623762],0
p1,1,0.045353,4.005474,[  4 118] ; [ 8 71],[  7.28358209 114.71641791] ; [ 4.71641791 74.28358209],0
d1,1,0.05307,3.741729,[59 64] ; [27 52],[52.36633663 70.63366337] ; [33.63366337 45.36633663],0
b1,1,0.055549,3.665514,[47 76] ; [41 38],[53.58415842 69.41584158] ; [34.41584158 44.58415842],0
b2,1,0.059306,3.556691,[28 48] ; [24 20],[32.93333333 43.06666667] ; [19.06666667 24.93333333],0
b3,1,0.059306,3.556691,[28 48] ; [24 20],[32.93333333 43.06666667] ; [19.06666667 24.93333333],0
n4,1,0.078655,3.092483,[85 38] ; [45 34],[79.15841584 43.84158416] ; [50.84158416 28.15841584],0
p7,1,0.094734,2.792025,[48 74] ; [22 57],[42.48756219 79.51243781] ; [27.51243781 51.48756219],0
u2,1,0.099413,2.714941,[20 15] ; [11 19],[16.69230769 18.30769231] ; [14.30769231 15.69230769],0
p10,1,0.203861,1.614498,[72 51] ; [38 39],[67.65 55.35] ; [42.35 34.65],0
a3,1,0.209273,1.576447,[87 35] ; [49 29],[82.96 39.04] ; [53.04 24.96],0
s2,1,0.278983,1.172039,[26 96] ; [12 67],[23.06467662 98.93532338] ; [14.93532338 64.06467662],0
s4,1,0.293026,1.105664,[ 10 113] ; [10 69],[ 12.17821782 110.82178218] ; [ 7.82178218 71.17821782],0
s7,1,0.328835,0.95348,[25 90] ; [12 63],[22.39473684 92.60526316] ; [14.60526316 60.39473684],0
p4,1,0.335464,0.927688,[31 91] ; [25 54],[33.99004975 88.00995025] ; [22.00995025 56.99004975],0
s8,1,0.350533,0.871528,[ 18 105] ; [ 8 71],[ 15.83168317 107.16831683] ; [10.16831683 68.83168317],0
b4,1,0.353754,0.859944,[72 51] ; [41 38],[68.80693069 54.19306931] ; [44.19306931 34.80693069],0
n5,1,0.377501,0.778824,[69 52] ; [50 29],[71.995 49.005] ; [47.005 31.995],0
d5,1,0.390326,0.737925,[86 37] ; [50 28],[83.2238806 39.7761194] ; [52.7761194 25.2238806],0
a6,1,0.392314,0.731757,[82 41] ; [48 31],[79.15841584 43.84158416] ; [50.84158416 28.15841584],0
s1,1,0.413492,0.668736,[  6 117] ; [ 2 76],[  4.89552239 118.10447761] ; [ 3.10447761 74.89552239],0
n2,1,0.413783,0.667904,[24 18] ; [20 10],[25.66666667 16.33333333] ; [18.33333333 11.66666667],0
b5,1,0.424588,0.637582,[63 60] ; [45 34],[65.76237624 57.23762376] ; [42.23762376 36.76237624],0
n6,1,0.45083,0.568565,[82 40] ; [49 30],[79.51243781 42.48756219] ; [51.48756219 27.51243781],0
p5,1,0.547104,0.362531,[  5 116] ; [ 2 77],[  4.235 116.765] ; [ 2.765 76.235],0
a1,1,0.590495,0.289573,[  7 116] ; [ 6 73],[  7.91584158 115.08415842] ; [ 5.08415842 73.91584158],0
d2,1,0.609237,0.261288,[52 70] ; [30 47],[50.27135678 71.72864322] ; [31.72864322 45.27135678],0
p6,1,0.640479,0.218116,[ 18 105] ; [13 63],[ 19.16080402 103.83919598] ; [11.83919598 64.16080402],0
u1,1,0.691585,0.157374,[ 13 110] ; [ 7 72],[ 12.17821782 110.82178218] ; [ 7.82178218 71.17821782],0
p3,1,0.732243,0.117062,[31 92] ; [18 60],[29.98507463 93.01492537] ; [19.01492537 58.98507463],0
p9,1,0.752934,0.099082,[72 51] ; [45 29],[73.05076142 49.94923858] ; [43.94923858 30.05076142],0
p12,1,0.755599,0.096886,[  1 121] ; [ 1 78],[  1.21393035 120.78606965] ; [ 0.78606965 78.21393035],0
n1,1,0.783505,0.07549,[14 29] ; [10 18],[14.53521127 28.46478873] ; [ 9.46478873 18.53521127],0
s3,1,0.871217,0.02628,[36 87] ; [22 56],[35.49253731 87.50746269] ; [22.50746269 55.49253731],0
n3,1,0.885487,0.020741,[26 14] ; [19 11],[25.71428571 14.28571429] ; [19.28571429 10.71428571],0
s5,1,0.939282,0.005802,[ 13 105] ; [ 8 67],[ 12.83937824 105.16062176] ; [ 8.16062176 66.83937824],0
a8,1,0.967279,0.001683,[ 12 100] ; [ 8 68],[ 11.91489362 100.08510638] ; [ 8.08510638 67.91489362],0
