Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,82.883245,[225  37] ; [33 57],[192.03409091  69.96590909] ; [65.96590909 24.03409091],1
n6,1,0.0,28.872723,[235  28] ; [59 32],[218.42372881  44.57627119] ; [75.57627119 15.42372881],1
p11,1,0.001134,10.594379,[215  49] ; [59 32],[203.76338028  60.23661972] ; [70.23661972 20.76338028],0
s4,1,0.001403,10.20207,[ 55 202] ; [35 56],[ 66.46551724 190.53448276] ; [23.53448276 67.46551724],0
u1,1,0.002937,8.845918,[ 57 207] ; [ 7 84],[ 47.5943662 216.4056338] ; [16.4056338 74.5943662],0
p4,1,0.003018,8.796756,[176  87] ; [45 46],[164.18926554  98.81073446] ; [56.81073446 34.18926554],0
p9,1,0.00385,8.353044,[234  29] ; [69 21],[225.74787535  37.25212465] ; [77.25212465 12.74787535],0
p2,1,0.004304,8.151042,[232  31] ; [69 22],[223.62429379  39.37570621] ; [77.37570621 13.62429379],0
s7,1,0.004464,8.084804,[149 106] ; [36 52],[137.53644315 117.46355685] ; [47.46355685 40.53644315],0
r1,1,0.006711,7.348604,[219  44] ; [63 27],[210.101983  52.898017] ; [71.898017 18.101983],0
a8,1,0.008991,6.824648,[ 42 201] ; [ 5 81],[ 34.71428571 208.28571429] ; [12.28571429 73.71428571],0
a5,1,0.019423,5.463042,[199  65] ; [57 34],[190.37746479  73.62253521] ; [65.62253521 25.37746479],0
a3,1,0.021883,5.255066,[190  73] ; [54 37],[181.27683616  81.72316384] ; [62.72316384 28.27683616],0
p10,1,0.029204,4.755526,[221  40] ; [67 23],[214.15384615  46.84615385] ; [73.84615385 16.15384615],0
p6,1,0.031176,4.643262,[113 148] ; [27 62],[104.4 156.6] ; [35.6 53.4],0
a2,1,0.03409,4.490182,[ 66 198] ; [13 78],[ 58.74929577 205.25070423] ; [20.25070423 70.74929577],0
p5,1,0.041739,4.14575,[ 31 232] ; [ 4 87],[ 26.00282486 236.99717514] ; [ 8.99717514 82.00282486],0
a4,1,0.051248,3.800136,[120 142] ; [31 60],[112.07365439 149.92634561] ; [38.92634561 52.07365439],0
p12,1,0.053542,3.726918,[ 21 242] ; [ 2 89],[ 17.08757062 245.91242938] ; [ 5.91242938 85.08757062],0
