Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2e-06,22.841895,[90 29] ; [22 35],[75.72727273 43.27272727] ; [36.27272727 20.72727273],1
d5,1,8.7e-05,15.39521,[94 26] ; [28 29],[82.71186441 37.28813559] ; [39.28813559 17.71186441],1
d1,1,0.000283,13.181051,[62 58] ; [13 44],[50.84745763 69.15254237] ; [24.15254237 32.84745763],1
a6,1,0.000911,11.000014,[80 40] ; [23 34],[69.83050847 50.16949153] ; [33.16949153 23.83050847],1
a1,1,0.00199,9.558665,[  1 119] ; [ 6 51],[  4.74576271 115.25423729] ; [ 2.25423729 54.74576271],0
p10,1,0.002207,9.3691,[79 37] ; [25 32],[69.73410405 46.26589595] ; [34.26589595 22.73410405],0
p9,1,0.006991,7.275274,[86 30] ; [30 26],[78.23255814 37.76744186] ; [37.76744186 18.23255814],0
r3,1,0.014143,6.02021,[108  11] ; [44 13],[102.77272727  16.22727273] ; [49.22727273  7.77272727],0
d4,1,0.022627,5.196948,[98 22] ; [37 19],[92.04545455 27.95454545] ; [42.95454545 13.04545455],0
r1,1,0.026657,4.912882,[83 36] ; [30 27],[76.40340909 42.59659091] ; [36.59659091 20.40340909],0
p2,1,0.029427,4.742447,[85 32] ; [32 25],[78.67241379 38.32758621] ; [38.32758621 18.67241379],0
a2,1,0.032328,4.581013,[ 17 103] ; [ 2 55],[ 12.88135593 107.11864407] ; [ 6.11864407 50.88135593],0
b1,1,0.032403,4.577032,[37 83] ; [27 30],[43.38983051 76.61016949] ; [20.61016949 36.38983051],0
n5,1,0.034673,4.461196,[32 87] ; [24 32],[38.08 80.92] ; [17.92 38.08],0
u1,1,0.06682,3.359448,[ 11 109] ; [ 1 56],[  8.13559322 111.86440678] ; [ 3.86440678 53.13559322],0
r4,1,0.080082,3.063244,[91 29] ; [36 21],[86.10169492 33.89830508] ; [40.89830508 16.10169492],0
v4,1,0.084762,2.97114,[106  12] ; [45 11],[102.40229885  15.59770115] ; [48.59770115  7.40229885],0
v2,1,0.105731,2.616903,[57 58] ; [20 35],[52.08823529 62.91176471] ; [24.91176471 30.08823529],0
s6,1,0.108879,2.570422,[57 62] ; [20 37],[52.0625 66.9375] ; [24.9375 32.0625],0
p8,1,0.114041,2.497307,[49 67] ; [17 40],[44.25433526 71.74566474] ; [21.74566474 35.25433526],0
n2,1,0.127364,2.324346,[26 19] ; [19  6],[28.92857143 16.07142857] ; [16.07142857  8.92857143],0
v3,1,0.150217,2.070048,[30 84] ; [ 9 46],[26.30769231 87.69230769] ; [12.69230769 42.30769231],0
b5,1,0.173888,1.849102,[74 46] ; [29 28],[69.83050847 50.16949153] ; [33.16949153 23.83050847],0
r2,1,0.196643,1.667134,[103  16] ; [45 12],[100.06818182  18.93181818] ; [47.93181818  9.06818182],0
a8,1,0.198959,1.65,[  2 108] ; [ 3 52],[  3.33333333 106.66666667] ; [ 1.66666667 53.33333333],0
a5,1,0.242864,1.363894,[66 54] ; [26 31],[62.37288136 57.62711864] ; [29.62711864 27.37288136],0
p7,1,0.255134,1.294972,[53 62] ; [31 25],[56.49122807 58.50877193] ; [27.50877193 28.49122807],0
p4,1,0.296865,1.088223,[48 71] ; [18 38],[44.88 74.12] ; [21.12 34.88],0
n6,1,0.325005,0.9687,[78 41] ; [33 24],[75.05113636 43.94886364] ; [35.94886364 21.05113636],0
a3,1,0.414746,0.665155,[70 50] ; [29 27],[67.5 52.5] ; [31.5 24.5],0
s1,1,0.427431,0.629794,[  5 114] ; [ 4 53],[  6.08522727 112.91477273] ; [ 2.91477273 54.08522727],0
s5,1,0.432597,0.615842,[24 95] ; [14 41],[25.98850575 93.01149425] ; [12.01149425 42.98850575],0
n3,1,0.452811,0.563607,[31 15] ; [14 10],[29.57142857 16.42857143] ; [15.42857143  8.57142857],0
s7,1,0.506657,0.440965,[20 96] ; [ 7 46],[18.53254438 97.46745562] ; [ 8.46745562 44.53254438],0
b4,1,0.547562,0.361702,[71 49] ; [31 26],[69.15254237 50.84745763] ; [32.84745763 24.15254237],0
s2,1,0.661524,0.191677,[36 84] ; [15 41],[34.77272727 85.22727273] ; [16.22727273 39.77272727],0
u3,1,0.669478,0.182213,[25 23] ; [16 12],[25.89473684 22.10526316] ; [15.10526316 12.89473684],0
p6,1,0.679954,0.170177,[22 94] ; [ 9 46],[21.02923977 94.97076023] ; [ 9.97076023 45.02923977],0
p11,1,0.687309,0.162014,[72 48] ; [36 21],[73.22033898 46.77966102] ; [34.77966102 22.22033898],0
p1,1,0.719131,0.129327,[  3 115] ; [ 2 55],[  3.37142857 114.62857143] ; [ 1.62857143 55.37142857],0
b2,1,0.744259,0.106418,[12 43] ; [ 7 21],[12.59036145 42.40963855] ; [ 6.40963855 21.59036145],0
b3,1,0.744259,0.106418,[12 43] ; [ 7 21],[12.59036145 42.40963855] ; [ 6.40963855 21.59036145],0
u2,1,0.795917,0.066892,[26 23] ; [14 14],[25.45454545 23.54545455] ; [14.54545455 13.45454545],0
p5,1,0.809602,0.058052,[  5 112] ; [ 2 55],[  4.70689655 112.29310345] ; [ 2.29310345 54.70689655],0
d2,1,0.816262,0.053989,[40 80] ; [18 39],[39.3220339 80.6779661] ; [18.6779661 38.3220339],0
p3,1,0.818621,0.052587,[33 85] ; [15 42],[32.36571429 85.63428571] ; [15.63428571 41.36571429],0
