Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,53.189451,[73 16] ; [ 4 31],[55.26612903 33.73387097] ; [21.73387097 13.26612903],1
v4,1,7.8e-05,15.604896,[79 10] ; [20 15],[71.05645161 17.94354839] ; [27.94354839  7.05645161],1
p2,1,0.000141,14.488903,[57 31] ; [ 9 25],[47.60655738 40.39344262] ; [18.39344262 15.60655738],1
d5,1,0.000265,13.304984,[75 13] ; [19 16],[67.25203252 20.74796748] ; [26.74796748  8.25203252],1
r2,1,0.000286,13.162483,[81  8] ; [21 12],[74.40983607 14.59016393] ; [27.59016393  5.40983607],1
r1,1,0.001086,10.674106,[63 25] ; [14 21],[55.08943089 32.91056911] ; [21.91056911 13.08943089],0
a7,1,0.001138,10.587726,[65 23] ; [15 20],[57.23577236 30.76422764] ; [22.76422764 12.23577236],0
v2,1,0.001614,9.944273,[43 45] ; [ 6 28],[35.3442623 52.6557377] ; [13.6557377 20.3442623],0
b5,1,0.002459,9.171095,[64 25] ; [15 20],[56.7016129 32.2983871] ; [22.2983871 12.7016129],0
d4,1,0.002542,9.109979,[72 17] ; [19 16],[65.31451613 23.68548387] ; [25.68548387  9.31451613],0
s2,1,0.003287,8.640647,[23 65] ; [ 1 34],[17.17073171 70.82926829] ; [ 6.82926829 28.17073171],0
s6,1,0.003957,8.303475,[42 45] ; [ 7 28],[34.94262295 52.05737705] ; [14.05737705 20.94262295],0
n6,1,0.004316,8.145987,[62 26] ; [15 20],[55.08943089 32.91056911] ; [21.91056911 13.08943089],0
a1,1,0.00627,7.471138,[ 4 85] ; [ 7 28],[ 7.89516129 81.10483871] ; [ 3.10483871 31.89516129],0
p3,1,0.008184,6.992733,[35 53] ; [ 5 29],[28.85245902 59.14754098] ; [11.14754098 22.85245902],0
p4,1,0.013707,6.075542,[36 51] ; [ 6 28],[30.19834711 56.80165289] ; [11.80165289 22.19834711],0
p6,1,0.018131,5.583435,[25 61] ; [ 3 31],[20.06666667 65.93333333] ; [ 7.93333333 26.06666667],0
p9,1,0.020374,5.379555,[47 38] ; [10 22],[41.41025641 43.58974359] ; [15.58974359 16.41025641],0
p7,1,0.023217,5.152212,[38 49] ; [ 7 26],[32.625 54.375] ; [12.375 20.625],0
a5,1,0.025545,4.986573,[60 29] ; [16 19],[54.5483871 34.4516129] ; [21.4516129 13.5483871],0
b2,1,0.030612,4.674586,[12 35] ; [11 10],[15.89705882 31.10294118] ; [ 7.10294118 13.89705882],0
