Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.008679,6.887767,[20 13] ; [ 4 14],[15.52941176 17.47058824] ; [8.47058824 9.52941176],0
p7,1,0.031824,4.607928,[19 13] ; [ 5 13],[15.36 16.64] ; [8.64 9.36],0
a6,1,0.038271,4.292929,[21 12] ; [ 6 12],[17.47058824 15.52941176] ; [9.52941176 8.47058824],0
r4,1,0.06825,3.324612,[29  4] ; [12  6],[26.52941176  6.47058824] ; [14.47058824  3.52941176],0
v4,1,0.086913,2.93064,[31  2] ; [14  4],[29.11764706  3.88235294] ; [15.88235294  2.11764706],0
a7,1,0.094599,2.794312,[25  7] ; [10  8],[22.4  9.6] ; [12.6  5.4],0
b1,1,0.097925,2.739021,[14 19] ; [12  6],[16.82352941 16.17647059] ; [9.17647059 8.82352941],0
u1,1,0.141765,2.158695,[ 7 26] ; [ 1 17],[ 5.17647059 27.82352941] ; [ 2.82352941 15.17647059],0
p3,1,0.151028,2.061833,[16 17] ; [ 5 13],[13.58823529 19.41176471] ; [ 7.41176471 10.58823529],0
d2,1,0.151028,2.061833,[17 16] ; [13  5],[19.41176471 13.58823529] ; [10.58823529  7.41176471],0
s3,1,0.164421,1.933089,[23 10] ; [9 9],[20.70588235 12.29411765] ; [11.29411765  6.70588235],0
d4,1,0.179912,1.798347,[24  9] ; [16  2],[25.88235294  7.11764706] ; [14.11764706  3.88235294],0
p6,1,0.187318,1.738587,[13 19] ; [ 4 14],[10.88 21.12] ; [ 6.12 11.88],0
r3,1,0.19487,1.680411,[27  4] ; [13  5],[25.30612245  5.69387755] ; [14.69387755  3.30612245],0
p10,1,0.208156,1.584207,[21 11] ; [8 9],[18.93877551 13.06122449] ; [10.06122449  6.93877551],0
n5,1,0.212391,1.555054,[17 16] ; [ 6 12],[14.88235294 18.11764706] ; [8.11764706 9.88235294],0
b5,1,0.216599,1.52676,[18 15] ; [13  5],[20.05882353 12.94117647] ; [10.94117647  7.05882353],0
v3,1,0.282209,1.156422,[ 7 26] ; [ 6 11],[ 8.58 24.42] ; [ 4.42 12.58],0
b3,1,0.28255,1.154783,[ 2 10] ; [4 7],[3.13043478 8.86956522] ; [2.86956522 8.13043478],0
b2,1,0.28255,1.154783,[ 2 10] ; [4 7],[3.13043478 8.86956522] ; [2.86956522 8.13043478],0
d5,1,0.292928,1.106113,[27  5] ; [17  1],[28.16  3.84] ; [15.84  2.16],0
d1,1,0.296459,1.090054,[17 16] ; [12  6],[18.76470588 14.23529412] ; [10.23529412  7.76470588],0
a3,1,0.298291,1.081818,[21 12] ; [14  4],[22.64705882 10.35294118] ; [12.35294118  5.64705882],0
v1,1,0.301204,1.068855,[14 19] ; [ 5 13],[12.29411765 20.70588235] ; [ 6.70588235 11.29411765],0
v2,1,0.309259,1.033839,[13 19] ; [10  8],[14.72 17.28] ; [8.28 9.72],0
s2,1,0.312544,1.019896,[23 10] ; [10  8],[21.35294118 11.64705882] ; [11.64705882  6.35294118],0
a4,1,0.369271,0.806117,[14 19] ; [10  8],[15.52941176 17.47058824] ; [8.47058824 9.52941176],0
b4,1,0.369271,0.806117,[19 14] ; [ 8 10],[17.47058824 15.52941176] ; [9.52941176 8.47058824],0
p1,1,0.422288,0.643939,[ 3 30] ; [ 3 15],[ 3.88235294 29.11764706] ; [ 2.11764706 15.88235294],0
n2,1,0.431333,0.619231,[7 3] ; [7 6],[6.08695652 3.91304348] ; [7.91304348 5.08695652],0
r2,1,0.50216,0.450368,[30  2] ; [15  2],[29.3877551  2.6122449] ; [15.6122449  1.3877551],0
a2,1,0.50699,0.440275,[ 6 27] ; [ 2 16],[ 5.17647059 27.82352941] ; [ 2.82352941 15.17647059],0
s8,1,0.525127,0.403812,[14 19] ; [ 6 12],[12.94117647 20.05882353] ; [ 7.05882353 10.94117647],0
p9,1,0.527089,0.4,[21 11] ; [9 7],[20. 12.] ; [10.  6.],0
r1,1,0.534217,0.386364,[23 10] ; [11  7],[22. 11.] ; [12.  6.],0
u3,1,0.550985,0.355556,[7 5] ; [3 1],[7.5 4.5] ; [2.5 1.5],0
n1,1,0.559847,0.33997,[2 8] ; [4 9],[2.60869565 7.39130435] ; [3.39130435 9.60869565],0
n3,1,0.559847,0.33997,[8 2] ; [9 4],[7.39130435 2.60869565] ; [9.60869565 3.39130435],0
s5,1,0.608483,0.26239,[14 15] ; [9 7],[14.82222222 14.17777778] ; [8.17777778 7.82222222],0
s6,1,0.681582,0.168351,[22  9] ; [13  4],[22.60416667  8.39583333] ; [12.39583333  4.60416667],0
a8,1,0.695984,0.152683,[ 1 28] ; [ 1 16],[ 1.26086957 27.73913043] ; [ 0.73913043 16.26086957],0
u2,1,0.771084,0.084656,[5 7] ; [2 2],[5.25 6.75] ; [1.75 2.25],0
n6,1,0.823629,0.049675,[23 10] ; [12  6],[22.64705882 10.35294118] ; [12.35294118  5.64705882],0
a5,1,0.828671,0.046832,[21 12] ; [12  6],[21.35294118 11.64705882] ; [11.64705882  6.35294118],0
n4,1,0.917616,0.010699,[16 17] ; [9 9],[16.17647059 16.82352941] ; [8.82352941 9.17647059],0
s7,1,0.920183,0.010041,[16 15] ; [7 7],[15.84444444 15.15555556] ; [7.15555556 6.84444444],0
d3,1,0.977304,0.000809,[25  7] ; [14  4],[24.96  7.04] ; [14.04  3.96],0
