Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.0,34.576925,[ 11 328] ; [10 28],[ 18.88328912 320.11671088] ; [ 2.11671088 35.88328912],1
p6,1,1e-06,23.709038,[ 92 246] ; [25 13],[105.17553191 232.82446809] ; [11.82446809 26.17553191],1
s5,1,4e-06,21.0439,[ 79 251] ; [22 15],[ 90.81743869 239.18256131] ; [10.18256131 26.81743869],1
p1,1,1.6e-05,18.655548,[ 20 319] ; [10 29],[ 26.9047619 312.0952381] ; [ 3.0952381 35.9047619],1
p4,1,3.5e-05,17.136028,[157 183] ; [31  7],[169.1005291 170.8994709] ; [18.8994709 19.1005291],1
p3,1,3.6e-05,17.062857,[136 206] ; [29 10],[148.11023622 193.88976378] ; [16.88976378 22.11023622],1
p8,1,0.000274,13.240253,[148 191] ; [29 10],[158.73809524 180.26190476] ; [18.26190476 20.73809524],1
s6,1,0.001416,10.184895,[200 135] ; [32  5],[208.92473118 126.07526882] ; [23.07526882 13.92473118],0
s7,1,0.001898,9.645548,[126 201] ; [23 12],[134.59392265 192.40607735] ; [14.40607735 20.59392265],0
v3,1,0.005503,7.706329,[102 234] ; [20 18],[109.60427807 226.39572193] ; [12.39572193 25.60427807],0
s8,1,0.005601,7.674511,[108 233] ; [21 18],[115.76052632 225.23947368] ; [13.23947368 25.76052632],0
p7,1,0.010705,6.513606,[195 139] ; [31  8],[202.36997319 131.63002681] ; [23.63002681 15.36997319],0
n6,1,0.011733,6.350776,[264  76] ; [37  2],[270.02638522  69.97361478] ; [30.97361478  8.02638522],0
n4,1,0.027085,4.8854,[229 111] ; [33  6],[235.03957784 104.96042216] ; [26.96042216 12.03957784],0
s4,1,0.034951,4.447559,[ 63 276] ; [ 2 37],[ 58.29365079 280.70634921] ; [ 6.70634921 32.29365079],0
p10,1,0.037183,4.342001,[248  89] ; [33  4],[253.20053476  83.79946524] ; [27.79946524  9.20053476],0
n5,1,0.057573,3.605943,[227 111] ; [32  7],[232.20689655 105.79310345] ; [26.79310345 12.20689655],0
p9,1,0.082962,3.005897,[263  75] ; [35  4],[267.17241379  70.82758621] ; [30.82758621  8.17241379],0
a1,1,0.159235,1.981476,[ 11 331] ; [ 3 36],[ 12.56692913 329.43307087] ; [ 1.43307087 37.56692913],0
b5,1,0.189255,1.723405,[204 138] ; [19 20],[200.17322835 141.82677165] ; [22.82677165 16.17322835],0
s1,1,0.263454,1.250514,[ 13 323] ; [ 3 36],[ 14.336 321.664] ; [ 1.664 37.336],0
p2,1,0.379918,0.770967,[268  73] ; [33  6],[270.10789474  70.89210526] ; [30.89210526  8.10789474],0
v2,1,0.407092,0.687278,[157 169] ; [21 17],[159.41758242 166.58241758] ; [18.58241758 19.41758242],0
a8,1,0.413717,0.668093,[ 45 278] ; [ 7 30],[ 46.65555556 276.34444444] ; [ 5.34444444 31.65555556],0
a5,1,0.414197,0.666722,[187 155] ; [24 15],[189.4015748 152.5984252] ; [21.5984252 17.4015748],0
b3,1,0.419753,0.651006,[ 56 127] ; [10 16],[ 57.78947368 125.21052632] ; [ 8.21052632 17.78947368],0
b2,1,0.419753,0.651006,[ 56 127] ; [10 16],[ 57.78947368 125.21052632] ; [ 8.21052632 17.78947368],0
r4,1,0.42644,0.632501,[301  41] ; [36  3],[302.50393701  39.49606299] ; [34.49606299  4.50393701],0
d2,1,0.446405,0.579763,[ 46 295] ; [ 7 32],[ 47.56052632 293.43947368] ; [ 5.43947368 33.56052632],0
d5,1,0.45927,0.547673,[196 145] ; [20 19],[193.83157895 147.16842105] ; [22.16842105 16.83157895],0
r2,1,0.465029,0.533763,[307  32] ; [33  5],[305.72944297  33.27055703] ; [34.27055703  3.72944297],0
b4,1,0.475576,0.508991,[190 152] ; [24 15],[192.09448819 149.90551181] ; [21.90551181 17.09448819],0
n3,1,0.497859,0.459497,[64 19] ; [7 1],[64.75824176 18.24175824] ; [6.24175824 1.75824176],0
v1,1,0.498681,0.457742,[156 177] ; [20 18],[157.97304582 175.02695418] ; [18.02695418 19.97304582],0
u2,1,0.506618,0.441046,[76 75] ; [10  7],[77.29761905 73.70238095] ; [8.70238095 8.29761905],0
d4,1,0.54355,0.369,[202 140] ; [25 14],[203.76377953 138.23622047] ; [23.23622047 15.76377953],0
a6,1,0.554502,0.349313,[201 141] ; [21 18],[199.27559055 142.72440945] ; [22.72440945 16.27559055],0
a7,1,0.574268,0.315593,[220 120] ; [27 12],[221.58311346 118.41688654] ; [25.41688654 13.58311346],0
b1,1,0.590507,0.289553,[138 204] ; [14 25],[136.44094488 205.55905512] ; [15.55905512 23.44094488],0
a4,1,0.596177,0.2808,[ 83 258] ; [11 28],[ 84.35263158 256.64736842] ; [ 9.64736842 29.35263158],0
n2,1,0.618915,0.247395,[69 15] ; [6 2],[68.47826087 15.52173913] ; [6.52173913 1.47826087],0
p11,1,0.629456,0.2328,[260  82] ; [31  8],[261.21259843  80.78740157] ; [29.78740157  9.21259843],0
n1,1,0.687704,0.161582,[30 53] ; [2 5],[29.51111111 53.48888889] ; [2.48888889 4.51111111],0
s3,1,0.71757,0.130833,[175 163] ; [19 20],[173.93103448 164.06896552] ; [20.06896552 18.93103448],0
d3,1,0.743945,0.106689,[140 200] ; [15 24],[139.05013193 200.94986807] ; [15.94986807 23.05013193],0
r1,1,0.761126,0.092418,[245  95] ; [29 10],[245.80474934  94.19525066] ; [28.19525066 10.80474934],0
v4,1,0.774733,0.081904,[317  22] ; [36  3],[316.57936508  22.42063492] ; [36.42063492  2.57936508],0
a2,1,0.855135,0.033332,[ 20 322] ; [ 2 37],[ 19.7480315 322.2519685] ; [ 2.2519685 36.7480315],0
s2,1,0.877995,0.023566,[143 195] ; [16 23],[142.55172414 195.44827586] ; [16.44827586 22.55172414],0
a3,1,0.879117,0.023131,[188 153] ; [22 17],[188.44736842 152.55263158] ; [21.55263158 17.44736842],0
u3,1,0.961092,0.00238,[79 72] ; [9 8],[79.0952381 71.9047619] ; [8.9047619 8.0952381],0
