Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5e-06,20.910139,[ 8 60] ; [25 25],[19.01694915 48.98305085] ; [13.98305085 36.01694915],1
p2,1,3.3e-05,17.253556,[30 38] ; [41  9],[40.91525424 27.08474576] ; [30.08474576 19.91525424],1
p6,1,0.000861,11.103935,[ 6 60] ; [17 33],[13.0862069 52.9137931] ; [ 9.9137931 40.0862069],1
p4,1,0.001565,10.000063,[17 50] ; [27 23],[25.1965812 41.8034188] ; [18.8034188 31.1965812],0
v4,1,0.0022,9.374722,[48 19] ; [47  3],[54.4017094 12.5982906] ; [40.5982906  9.4017094],0
p10,1,0.003387,8.586049,[10 57] ; [19 30],[16.75 50.25] ; [12.25 36.75],0
a4,1,0.006858,7.309663,[33 34] ; [12 37],[25.99137931 41.00862069] ; [19.00862069 29.99137931],0
r4,1,0.0094,6.745269,[44 24] ; [43  7],[50.13559322 17.86440678] ; [36.86440678 13.13559322],0
p3,1,0.012046,6.30403,[16 51] ; [23 27],[22.33333333 44.66666667] ; [16.66666667 33.33333333],0
v2,1,0.018599,5.538845,[21 46] ; [26 23],[27.14655172 39.85344828] ; [19.85344828 29.14655172],0
s3,1,0.020522,5.366907,[24 42] ; [29 21],[30.15517241 35.84482759] ; [22.84482759 27.15517241],0
a3,1,0.021708,5.269004,[45 22] ; [23 27],[38.94017094 28.05982906] ; [29.05982906 20.94017094],0
r3,1,0.023155,5.156823,[49 18] ; [45  5],[53.82905983 13.17094017] ; [40.17094017  9.82905983],0
s6,1,0.029781,4.72191,[24 43] ; [28 22],[29.77777778 37.22222222] ; [22.22222222 27.77777778],0
p11,1,0.032576,4.567902,[30 38] ; [32 18],[35.72881356 32.27118644] ; [26.27118644 23.72881356],0
s2,1,0.039433,4.242108,[17 49] ; [22 28],[22.18965517 43.81034483] ; [16.81034483 33.18965517],0
n6,1,0.056609,3.634059,[43 25] ; [39 10],[47.65811966 20.34188034] ; [34.34188034 14.65811966],0
a2,1,0.078143,3.103103,[17 51] ; [ 6 44],[13.25423729 54.74576271] ; [ 9.74576271 40.25423729],0
s4,1,0.180585,1.7928,[11 55] ; [ 4 45],[ 8.60869565 57.39130435] ; [ 6.39130435 42.60869565],0
s8,1,0.183848,1.76624,[13 54] ; [15 35],[16.03418803 50.96581197] ; [11.96581197 38.03418803],0
p5,1,0.21643,1.527885,[ 2 66] ; [ 4 46],[ 3.45762712 64.54237288] ; [ 2.54237288 47.45762712],0
b2,1,0.21725,1.522444,[19 28] ; [ 8 22],[16.48051948 30.51948052] ; [10.51948052 19.48051948],0
b3,1,0.21725,1.522444,[19 28] ; [ 8 22],[16.48051948 30.51948052] ; [10.51948052 19.48051948],0
b5,1,0.254936,1.29605,[35 33] ; [31 19],[38.03389831 29.96610169] ; [27.96610169 22.03389831],0
r1,1,0.322134,0.980263,[49 19] ; [40 10],[51.28813559 16.71186441] ; [37.71186441 12.28813559],0
u2,1,0.371341,0.799173,[ 9 14] ; [13 12],[10.54166667 12.45833333] ; [11.45833333 13.54166667],0
s7,1,0.378477,0.775643,[18 43] ; [18 30],[20.14678899 40.85321101] ; [15.85321101 32.14678899],0
a5,1,0.391268,0.734999,[46 22] ; [30 20],[43.79661017 24.20338983] ; [32.20338983 17.79661017],0
a1,1,0.407873,0.684991,[ 7 61] ; [ 3 47],[ 5.76271186 62.23728814] ; [ 4.23728814 45.76271186],0
n5,1,0.410453,0.677489,[47 21] ; [38 12],[48.98305085 19.01694915] ; [36.01694915 13.98305085],0
a8,1,0.413785,0.667898,[ 5 56] ; [ 6 40],[ 6.27102804 54.72897196] ; [ 4.72897196 41.27102804],0
v1,1,0.458641,0.549209,[24 44] ; [21 29],[25.93220339 42.06779661] ; [19.06779661 30.93220339],0
a6,1,0.458641,0.549209,[44 24] ; [29 21],[42.06779661 25.93220339] ; [30.93220339 19.06779661],0
n3,1,0.470774,0.520159,[12 11] ; [9 5],[13.05405405  9.94594595] ; [7.94594595 6.05405405],0
p1,1,0.487081,0.482968,[ 8 59] ; [ 4 46],[ 6.87179487 60.12820513] ; [ 5.12820513 44.87179487],0
b1,1,0.505148,0.444104,[38 30] ; [31 19],[39.76271186 28.23728814] ; [29.23728814 20.76271186],0
d2,1,0.556257,0.346226,[34 32] ; [23 27],[32.43103448 33.56896552] ; [24.56896552 25.43103448],0
d3,1,0.568861,0.324592,[40 28] ; [32 18],[41.49152542 26.50847458] ; [30.50847458 19.49152542],0
r2,1,0.571421,0.320311,[58  9] ; [45  5],[58.98290598  8.01709402] ; [44.01709402  5.98290598],0
a7,1,0.593762,0.284507,[41 26] ; [33 17],[42.37606838 24.62393162] ; [31.62393162 18.37606838],0
n2,1,0.636871,0.222857,[16 10] ; [9 4],[16.66666667  9.33333333] ; [8.33333333 4.66666667],0
s5,1,0.644271,0.2132,[11 55] ; [10 40],[11.94827586 54.05172414] ; [ 9.05172414 40.94827586],0
v3,1,0.644774,0.212553,[22 43] ; [19 31],[23.17391304 41.82608696] ; [17.82608696 32.17391304],0
u3,1,0.70436,0.143976,[ 9 14] ; [12 15],[ 9.66 13.34] ; [11.34 15.66],0
u1,1,0.74523,0.105583,[11 57] ; [ 7 43],[10.37288136 57.62711864] ; [ 7.62711864 42.37288136],0
p12,1,0.834069,0.043884,[ 1 66] ; [ 1 49],[ 1.14529915 65.85470085] ; [ 0.85470085 49.14529915],0
d1,1,0.839029,0.041264,[30 38] ; [23 27],[30.54237288 37.45762712] ; [22.45762712 27.54237288],0
s1,1,0.972857,0.001158,[ 4 63] ; [ 3 46],[ 4.04310345 62.95689655] ; [ 2.95689655 46.04310345],0
b4,1,0.974273,0.00104,[41 27] ; [30 20],[40.91525424 27.08474576] ; [30.08474576 19.91525424],0
n1,1,0.9851,0.000349,[11 13] ; [6 7],[11.02702703 12.97297297] ; [5.97297297 7.02702703],0
d4,1,0.986084,0.000304,[47 20] ; [35 15],[46.95726496 20.04273504] ; [35.04273504 14.95726496],0
d5,1,0.994387,4.9e-05,[49 19] ; [36 14],[48.98305085 19.01694915] ; [36.01694915 13.98305085],0
