Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,122.932481,[309   3] ; [37 27],[287.10638298  24.89361702] ; [58.89361702  5.10638298],1
r2,1,0.0,81.517557,[305   6] ; [39 21],[288.36657682  22.63342318] ; [55.63342318  4.36657682],1
r1,1,0.0,69.930542,[259  50] ; [23 43],[232.368  76.632] ; [49.632 16.368],1
v4,1,0.0,69.218088,[299  12] ; [40 24],[281.144  29.856] ; [57.856  6.144],1
p10,1,2e-06,23.084494,[239  69] ; [32 34],[223.17647059  84.82352941] ; [47.82352941 18.17647059],1
p11,1,1.6e-05,18.586101,[223  89] ; [29 37],[208. 104.] ; [44. 22.],1
n6,1,3.6e-05,17.074724,[258  53] ; [39 26],[245.65691489  65.34308511] ; [51.34308511 13.65691489],1
p9,1,4.7e-05,16.56275,[246  61] ; [36 28],[233.35309973  73.64690027] ; [48.64690027 15.35309973],1
s6,1,7.9e-05,15.583333,[210  98] ; [28 38],[196. 112.] ; [42. 24.],1
s8,1,0.000287,13.156432,[136 175] ; [13 53],[122.91511936 188.08488064] ; [26.08488064 39.91511936],1
p2,1,0.000536,11.985607,[233  79] ; [34 30],[221.55319149  90.44680851] ; [45.44680851 18.55319149],1
s2,1,0.001458,10.131106,[165 144] ; [21 45],[153.264 155.736] ; [32.736 33.264],0
b1,1,0.003848,8.354387,[115 197] ; [37 29],[125.46031746 186.53968254] ; [26.53968254 39.46031746],0
p7,1,0.004487,8.075267,[134 173] ; [16 49],[123.79032258 183.20967742] ; [26.20967742 38.79032258],0
p4,1,0.006345,7.449622,[152 160] ; [20 46],[141.96825397 170.03174603] ; [30.03174603 35.96825397],0
n2,1,0.007942,7.046477,[66 26] ; [13 16],[60.0661157 31.9338843] ; [18.9338843 10.0661157],0
a2,1,0.01171,6.354223,[ 95 217] ; [10 56],[ 86.66666667 225.33333333] ; [18.33333333 47.66666667],0
u3,1,0.017958,5.600207,[50 25] ; [ 8 13],[45.3125 29.6875] ; [12.6875  8.3125],0
n3,1,0.01981,5.428593,[71 22] ; [15 13],[66.09917355 26.90082645] ; [19.90082645  8.09917355],0
u1,1,0.020815,5.342181,[ 73 239] ; [ 7 59],[ 66.03174603 245.96825397] ; [13.96825397 52.03174603],0
a7,1,0.022386,5.215558,[231  81] ; [39 26],[223.44827586  88.55172414] ; [46.55172414 18.44827586],0
a1,1,0.022398,5.214632,[ 12 300] ; [ 7 59],[ 15.68253968 296.31746032] ; [ 3.31746032 62.68253968],0
p3,1,0.026249,4.939567,[124 188] ; [16 48],[116.17021277 195.82978723] ; [23.82978723 40.17021277],0
v1,1,0.026257,4.938989,[147 155] ; [21 42],[139.00273973 162.99726027] ; [28.99726027 34.00273973],0
s7,1,0.033277,4.531469,[145 155] ; [20 40],[137.5 162.5] ; [27.5 32.5],0
s3,1,0.046249,3.972493,[172 136] ; [27 37],[164.76344086 143.23655914] ; [34.23655914 29.76344086],0
n4,1,0.073382,3.205711,[235  75] ; [43 23],[229.20212766  80.79787234] ; [48.79787234 17.20212766],0
n5,1,0.095411,2.780627,[218  91] ; [39 26],[212.3342246  96.6657754] ; [44.6657754 20.3342246],0
b5,1,0.105707,2.617253,[212 100] ; [38 28],[206.34920635 105.65079365] ; [43.65079365 22.34920635],0
a6,1,0.106214,2.609663,[225  87] ; [41 25],[219.55555556  92.44444444] ; [46.44444444 19.55555556],0
s5,1,0.125062,2.352755,[ 94 204] ; [14 50],[ 88.90607735 209.09392265] ; [19.09392265 44.90607735],0
a3,1,0.187114,1.740195,[237  75] ; [45 21],[232.76190476  79.23809524] ; [49.23809524 16.76190476],0
v3,1,0.234507,1.413314,[107 186] ; [19 47],[102.8356546 190.1643454] ; [23.1643454 42.8356546],0
n1,1,0.243912,1.357844,[36 55] ; [ 8 21],[33.36666667 57.63333333] ; [10.63333333 18.36666667],0
v2,1,0.277291,1.180322,[166 131] ; [31 33],[162.07479224 134.92520776] ; [34.92520776 29.07479224],0
a8,1,0.328309,0.955555,[ 34 247] ; [ 5 59],[ 31.76521739 249.23478261] ; [ 7.23478261 56.76521739],0
s4,1,0.338777,0.915054,[ 52 256] ; [ 8 58],[ 49.41176471 258.58823529] ; [10.58823529 55.41176471],0
a5,1,0.341954,0.903093,[235  77] ; [46 20],[231.93650794  80.06349206] ; [49.06349206 16.93650794],0
