Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,59.474349,[18 96] ; [113  71],[50.11409396 63.88590604] ; [ 80.88590604 103.11409396],1
s3,1,0.0,50.967772,[30 84] ; [126  57],[59.87878788 54.12121212] ; [96.12121212 86.87878788],1
s5,1,0.0,39.93839,[  9 101] ; [ 77 101],[32.84722222 77.15277778] ; [ 53.15277778 124.84722222],1
s7,1,0.0,32.910453,[25 80] ; [105  73],[48.23321555 56.76678445] ; [81.76678445 96.23321555],1
s8,1,0.0,29.317087,[20 95] ; [89 95],[41.92307692 73.07692308] ; [ 67.07692308 116.92307692],1
p4,1,2e-06,22.479693,[42 72] ; [119  64],[61.7979798 52.2020202] ; [99.2020202 83.7979798],1
p9,1,7e-06,20.098172,[74 39] ; [159  23],[89.25084746 23.74915254] ; [143.74915254  38.25084746],1
p2,1,2.6e-05,17.678199,[70 44] ; [153  31],[85.30872483 28.69127517] ; [137.69127517  46.30872483],1
r3,1,2.6e-05,17.661923,[95 20] ; [177   6],[104.96644295  10.03355705] ; [167.03355705  15.96644295],1
s4,1,4.6e-05,16.625834,[  8 107] ; [ 47 135],[21.2962963 93.7037037] ; [ 33.7037037 148.2962963],1
r4,1,0.000202,13.814759,[87 28] ; [168  16],[98.07692308 16.92307692] ; [156.92307692  27.07692308],1
p7,1,0.000565,11.88658,[52 63] ; [118  62],[66.27118644 48.72881356] ; [103.72881356  76.27118644],1
p10,1,0.000924,10.973739,[76 39] ; [150  31],[87.80405405 27.19594595] ; [138.19594595  42.80405405],1
p12,1,0.002042,9.511595,[  1 114] ; [ 18 165],[  7.33221477 107.66778523] ; [ 11.66778523 171.33221477],0
p3,1,0.002214,9.363444,[37 77] ; [93 91],[49.73154362 64.26845638] ; [ 80.26845638 103.73154362],0
n6,1,0.002743,8.970698,[80 34] ; [155  28],[90.2020202 23.7979798] ; [144.7979798  38.2020202],0
v4,1,0.003308,8.629384,[98 17] ; [174   9],[104.96644295  10.03355705] ; [167.03355705  15.96644295],0
p8,1,0.005139,7.829804,[38 75] ; [91 90],[49.58163265 63.41836735] ; [ 79.41836735 101.58163265],0
p6,1,0.007547,7.13805,[22 91] ; [ 62 121],[32.06756757 80.93243243] ; [ 51.93243243 131.06756757],0
r1,1,0.009147,6.793813,[80 35] ; [151  32],[89.1442953 25.8557047] ; [141.8557047  41.1442953],0
u1,1,0.00928,6.768039,[ 13 102] ; [ 43 141],[21.53846154 93.46153846] ; [ 34.46153846 149.53846154],0
p5,1,0.016182,5.783006,[  4 110] ; [ 21 162],[  9.5959596 104.4040404] ; [ 15.4040404 167.5959596],0
n3,1,0.079751,3.069962,[24 15] ; [40 11],[27.73333333 11.26666667] ; [36.26666667 14.73333333],0
p11,1,0.087047,2.928154,[75 40] ; [137  47],[81.53846154 33.46153846] ; [130.46153846  53.53846154],0
r2,1,0.101428,2.682937,[100  12] ; [171  10],[103.59044369   8.40955631] ; [167.40955631  13.59044369],0
d1,1,0.145759,2.116085,[66 49] ; [121  63],[71.92307692 43.07692308] ; [115.07692308  68.92307692],0
b2,1,0.205503,1.602826,[28 40] ; [33 71],[24.11627907 43.88372093] ; [36.88372093 67.11627907],0
b3,1,0.205503,1.602826,[28 40] ; [33 71],[24.11627907 43.88372093] ; [36.88372093 67.11627907],0
v2,1,0.230632,1.436958,[45 66] ; [85 93],[49.93079585 61.06920415] ; [80.06920415 97.93079585],0
b5,1,0.234109,1.41572,[55 60] ; [101  83],[60. 55.] ; [96. 88.],0
d5,1,0.238098,1.391822,[92 23] ; [156  27],[95.70469799 19.29530201] ; [152.29530201  30.70469799],0
a8,1,0.254743,1.297105,[ 9 97] ; [ 22 148],[11.9057971 94.0942029] ; [ 19.0942029 150.9057971],0
d4,1,0.260424,1.266501,[93 22] ; [157  26],[96.47651007 18.52348993] ; [153.52348993  29.47651007],0
n2,1,0.302131,1.064764,[26 17] ; [36 15],[28.36170213 14.63829787] ; [33.63829787 17.36170213],0
b1,1,0.329921,0.949206,[49 66] ; [ 68 116],[45. 70.] ; [ 72. 112.],0
s1,1,0.337494,0.919929,[  3 110] ; [  9 174],[  4.58108108 108.41891892] ; [  7.41891892 175.58108108],0
p1,1,0.359778,0.838667,[ 10 104] ; [ 11 173],[  8.03355705 105.96644295] ; [ 12.96644295 171.03355705],0
v3,1,0.401229,0.704641,[29 82] ; [ 55 124],[32.15172414 78.84827586] ; [ 51.84827586 127.15172414],0
a6,1,0.481255,0.496018,[89 26] ; [135  48],[86.44295302 28.55704698] ; [137.55704698  45.44295302],0
a3,1,0.498392,0.458359,[90 24] ; [139  45],[87.60402685 26.39597315] ; [141.39597315  42.60402685],0
a2,1,0.519439,0.415008,[31 84] ; [ 56 128],[33.46153846 81.53846154] ; [ 53.53846154 130.46153846],0
