Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,59.535881,[96  4] ; [15 25],[79.28571429 20.71428571] ; [31.71428571  8.28571429],1
p11,1,0.0,30.661238,[86 15] ; [16 25],[72.54929577 28.45070423] ; [29.45070423 11.54929577],1
r3,1,0.0,25.477051,[91  9] ; [22 19],[80.14184397 19.85815603] ; [32.85815603  8.14184397],1
r4,1,2e-06,22.450043,[73 28] ; [12 29],[60.45774648 40.54225352] ; [24.54225352 16.45774648],1
p2,1,6.2e-05,16.037058,[82 18] ; [20 21],[72.34042553 27.65957447] ; [29.65957447 11.34042553],1
n6,1,0.00011,14.961994,[91 10] ; [25 15],[83.09219858 17.90780142] ; [32.90780142  7.09219858],1
s6,1,0.000168,14.154436,[60 37] ; [11 30],[49.9057971 47.0942029] ; [21.0942029 19.9057971],1
s2,1,0.000353,12.765604,[50 51] ; [ 7 34],[40.54225352 60.45774648] ; [16.45774648 24.54225352],1
v4,1,0.001432,10.163697,[87 13] ; [26 15],[80.14184397 19.85815603] ; [32.85815603  8.14184397],0
s8,1,0.002035,9.517853,[39 62] ; [ 5 36],[31.29577465 69.70422535] ; [12.70422535 28.29577465],0
p4,1,0.002349,9.254759,[59 42] ; [12 28],[50.85815603 50.14184397] ; [20.14184397 19.85815603],0
p8,1,0.003126,8.732406,[47 53] ; [ 8 32],[39.28571429 60.71428571] ; [15.71428571 24.28571429],0
p3,1,0.004402,8.109977,[51 50] ; [10 31],[43.38732394 57.61267606] ; [17.61267606 23.38732394],0
p7,1,0.004573,8.041117,[58 42] ; [13 28],[50.35460993 49.64539007] ; [20.64539007 20.35460993],0
s5,1,0.010301,6.582121,[26 67] ; [ 3 36],[20.43181818 72.56818182] ; [ 8.56818182 30.43181818],0
v1,1,0.011,6.465365,[48 49] ; [10 29],[41.36764706 55.63235294] ; [16.63235294 22.36764706],0
d4,1,0.011804,6.340069,[78 23] ; [23 18],[71.83802817 29.16197183] ; [29.16197183 11.83802817],0
s3,1,0.013733,6.072112,[54 46] ; [12 27],[47.48201439 52.51798561] ; [18.51798561 20.48201439],0
u3,1,0.021274,5.304221,[14 19] ; [ 2 16],[10.35294118 22.64705882] ; [ 5.64705882 12.35294118],0
a5,1,0.025003,5.023655,[65 36] ; [18 23],[59.03521127 41.96478873] ; [23.96478873 17.03521127],0
