Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,43.201903,[50 87] ; [165  66],[80.04076087 56.95923913] ; [134.95923913  96.04076087],1
d5,1,0.0,42.831403,[74 65] ; [196  36],[101.15902965  37.84097035] ; [168.84097035  63.15902965],1
d1,1,0.0,38.388089,[ 36 103] ; [137  95],[64.81671159 74.18328841] ; [108.18328841 123.81671159],1
a4,1,0.0,34.151897,[ 23 115] ; [108 123],[48.99186992 89.00813008] ; [ 82.00813008 148.99186992],1
d4,1,0.0,31.837573,[81 57] ; [197  35],[103.68648649  34.31351351] ; [174.31351351  57.68648649],1
d2,1,0.0,30.509779,[ 30 108] ; [117 113],[55.125 82.875] ; [ 91.875 138.125],1
a6,1,0.0,25.901384,[71 68] ; [178  54],[93.29110512 45.70889488] ; [155.70889488  76.29110512],1
r1,1,4e-06,21.337068,[77 61] ; [180  49],[96.63760218 41.36239782] ; [160.36239782  68.63760218],1
r4,1,8.9e-05,15.359529,[94 45] ; [197  35],[109.02695418  29.97304582] ; [181.97304582  50.02695418],1
u1,1,0.000206,13.771761,[  3 136] ; [ 32 200],[ 13.11320755 125.88679245] ; [ 21.88679245 210.11320755],1
d3,1,0.000479,12.195139,[68 71] ; [156  76],[83.9245283 55.0754717] ; [140.0754717  91.9245283],1
p4,1,0.002611,9.061051,[38 98] ; [101 130],[51.50953678 84.49046322] ; [ 87.49046322 143.50953678],0
n4,1,0.003448,8.554005,[76 62] ; [162  69],[89.00813008 48.99186992] ; [148.99186992  82.00813008],0
r2,1,0.003671,8.440004,[114  24] ; [210  17],[122.49863014  15.50136986] ; [201.50136986  25.49863014],0
v1,1,0.007597,7.126212,[44 91] ; [106 120],[56.09418283 78.90581717] ; [ 93.90581717 132.09418283],0
p8,1,0.008984,6.825987,[ 38 100] ; [ 94 135],[49.63487738 88.36512262] ; [ 82.36512262 146.63487738],0
a7,1,0.01218,6.284418,[85 53] ; [171  60],[95.7398374 42.2601626] ; [160.2601626  70.7398374],0
b2,1,0.013149,6.148989,[14 60] ; [45 82],[21.72139303 52.27860697] ; [37.27860697 89.72139303],0
b3,1,0.013149,6.148989,[14 60] ; [45 82],[21.72139303 52.27860697] ; [37.27860697 89.72139303],0
n5,1,0.013863,6.05552,[76 61] ; [157  73],[86.97820163 50.02179837] ; [146.02179837  83.97820163],0
v2,1,0.013874,6.054084,[49 80] ; [114 107],[60.07714286 68.92285714] ; [102.92285714 118.07714286],0
p10,1,0.028075,4.823473,[82 53] ; [166  65],[91.47540984 43.52459016] ; [156.52459016  74.47540984],0
s5,1,0.031747,4.612098,[ 18 116] ; [ 51 174],[ 25.75487465 108.24512535] ; [ 43.24512535 181.75487465],0
r3,1,0.039726,4.229549,[114  24] ; [207  23],[120.375  17.625] ; [200.625  29.375],0
p3,1,0.045432,4.00254,[ 36 103] ; [ 83 148],[44.70540541 94.29459459] ; [ 74.29459459 156.70540541],0
v4,1,0.075429,3.160736,[117  21] ; [209  21],[122.25  15.75] ; [203.75  26.25],0
p7,1,0.091659,2.844991,[51 83] ; [108 121],[58.69421488 75.30578512] ; [100.30578512 128.69421488],0
v3,1,0.093463,2.813688,[ 33 101] ; [ 73 148],[40.01126761 93.98873239] ; [ 65.98873239 155.01126761],0
s6,1,0.113777,2.500955,[54 84] ; [109 120],[61.29155313 76.70844687] ; [101.70844687 127.29155313],0
p5,1,0.169792,1.884783,[  4 134] ; [ 14 216],[  6.75 131.25] ; [ 11.25 218.75],0
p9,1,0.183742,1.767096,[91 44] ; [170  60],[96.53424658 38.46575342] ; [164.46575342  65.53424658],0
s3,1,0.201987,1.627946,[53 80] ; [ 76 153],[47.39502762 85.60497238] ; [ 81.60497238 147.39502762],0
p12,1,0.210679,1.566752,[  3 135] ; [ 11 221],[  5.22162162 132.77837838] ; [  8.77837838 223.22162162],0
p2,1,0.211916,1.558289,[93 45] ; [169  61],[98.25 39.75] ; [163.75  66.25],0
s1,1,0.236748,1.399855,[  6 131] ; [  5 223],[  4.12876712 132.87123288] ; [  6.87123288 221.12876712],0
p11,1,0.239185,1.38539,[92 47] ; [167  65],[97.03773585 41.96226415] ; [161.96226415  70.03773585],0
s8,1,0.276332,1.185042,[ 17 122] ; [ 38 194],[ 20.606469 118.393531] ; [ 34.393531 197.606469],0
s2,1,0.300744,1.070892,[ 31 106] ; [ 63 166],[ 35.18579235 101.81420765] ; [ 58.81420765 170.18579235],0
u3,1,0.328565,0.954545,[41 47] ; [36 30],[44. 44.] ; [33. 33.],0
a1,1,0.482441,0.49334,[  5 134] ; [ 12 220],[  6.36927224 132.63072776] ; [ 10.63072776 221.36927224],0
n1,1,0.48437,0.489009,[13 31] ; [22 39],[14.66666667 29.33333333] ; [20.33333333 40.66666667],0
s4,1,0.532922,0.388817,[ 20 118] ; [ 28 201],[ 18.04904632 119.95095368] ; [ 29.95095368 199.04904632],0
n6,1,0.560475,0.338882,[102  37] ; [175  55],[104.34417344  34.65582656] ; [172.65582656  57.34417344],0
n2,1,0.60883,0.261882,[28 15] ; [44 19],[29.20754717 13.79245283] ; [42.79245283 20.20754717],0
p1,1,0.703773,0.144577,[  7 130] ; [ 14 217],[  7.81793478 129.18206522] ; [ 13.18206522 217.81793478],0
u4,1,0.713478,0.134828,[  1 138] ; [  1 231],[  0.74932615 138.25067385] ; [  1.25067385 230.74932615],0
u2,1,0.72464,0.12409,[41 46] ; [33 33],[42.07843137 44.92156863] ; [31.92156863 34.07843137],0
b1,1,0.859073,0.031526,[51 88] ; [ 83 149],[50.20485175 88.79514825] ; [ 83.79514825 148.20485175],0
b4,1,0.879214,0.023094,[82 57] ; [135  97],[81.30188679 57.69811321] ; [135.69811321  96.30188679],0
n3,1,0.903276,0.014768,[31 13] ; [43 19],[30.71698113 13.28301887] ; [43.28301887 18.71698113],0
b5,1,0.921457,0.009722,[84 55] ; [139  93],[83.54986523 55.45013477] ; [139.45013477  92.54986523],0
a8,1,0.95206,0.003614,[ 13 116] ; [ 22 192],[ 13.16326531 115.83673469] ; [ 21.83673469 192.16326531],0
