Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,28.705128,[45 27] ; [142  13],[59.31277533 12.68722467] ; [127.68722467  27.31277533],1
p11,1,1e-06,23.696278,[32 40] ; [121  36],[48.10480349 23.89519651] ; [104.89519651  52.10480349],1
p9,1,2e-06,22.727522,[28 39] ; [117  39],[43.56502242 23.43497758] ; [101.43497758  54.56502242],1
p6,1,2.7e-05,17.596523,[ 3 67] ; [ 45 110],[14.93333333 55.06666667] ; [ 33.06666667 121.93333333],1
p8,1,2.9e-05,17.507801,[12 59] ; [71 84],[26.07522124 44.92477876] ; [56.92477876 98.07522124],1
r3,1,7.9e-05,15.571783,[48 24] ; [138  18],[58.73684211 13.26315789] ; [127.26315789  28.73684211],1
p4,1,9.6e-05,15.218701,[13 58] ; [71 86],[26.15789474 44.84210526] ; [57.84210526 99.15789474],1
r4,1,0.000151,14.363191,[37 35] ; [120  37],[49.36244541 22.63755459] ; [107.63755459  49.36244541],1
p7,1,0.000269,13.276122,[20 51] ; [84 71],[32.67256637 38.32743363] ; [71.32743363 83.67256637],1
p10,1,0.000321,12.946569,[30 40] ; [107  50],[42.24669604 27.75330396] ; [94.75330396 62.24669604],1
n6,1,0.00038,12.630098,[38 33] ; [120  36],[49.4185022 21.5814978] ; [108.5814978  47.4185022],1
v1,1,0.002105,9.455508,[13 58] ; [60 94],[23.03555556 47.96444444] ; [ 49.96444444 104.03555556],0
a1,1,0.002253,9.331359,[ 7 65] ; [  2 155],[ 2.82969432 69.17030568] ; [  6.17030568 150.82969432],0
r1,1,0.021,5.326812,[35 37] ; [101  55],[42.94736842 29.05263158] ; [93.05263158 62.94736842],0
d3,1,0.022927,5.174007,[34 38] ; [98 57],[41.86784141 30.13215859] ; [90.13215859 64.86784141],0
d5,1,0.03387,4.501254,[42 30] ; [113  43],[48.94736842 23.05263158] ; [106.05263158  49.94736842],0
p3,1,0.044896,4.022556,[16 55] ; [ 56 100],[22.51982379 48.48017621] ; [ 49.48017621 106.51982379],0
s1,1,0.048001,3.909951,[ 6 66] ; [  4 152],[ 3.15789474 68.84210526] ; [  6.84210526 149.15789474],0
b1,1,0.048294,3.899727,[38 34] ; [61 96],[31.12663755 40.87336245] ; [67.87336245 89.12663755],0
r2,1,0.05423,3.70559,[52 17] ; [134  22],[57.04 11.96] ; [128.96  27.04],0
n1,1,0.076089,3.14652,[17 19] ; [12 31],[13.21518987 22.78481013] ; [15.78481013 27.21518987],0
a7,1,0.086472,2.938864,[40 32] ; [105  51],[45.78947368 26.21052632] ; [99.21052632 56.78947368],0
d2,1,0.123194,2.376231,[33 37] ; [ 57 100],[27.75330396 42.24669604] ; [62.24669604 94.75330396],0
s4,1,0.125978,2.341379,[ 4 68] ; [ 19 138],[ 7.23144105 64.76855895] ; [ 15.76855895 141.23144105],0
b5,1,0.13827,2.197104,[37 35] ; [97 60],[42.13100437 29.86899563] ; [91.86899563 65.13100437],0
v2,1,0.205043,1.606088,[19 51] ; [54 97],[23.12217195 46.87782805] ; [ 49.87782805 101.12217195],0
u3,1,0.241826,1.369916,[11 20] ; [29 31],[13.62637363 17.37362637] ; [26.37362637 33.62637363],0
n3,1,0.247669,1.336402,[20 15] ; [30 13],[22.43589744 12.56410256] ; [27.56410256 15.43589744],0
s7,1,0.258111,1.278861,[10 59] ; [ 31 117],[13.03686636 55.96313364] ; [ 27.96313364 120.03686636],0
p1,1,0.348724,0.878094,[ 6 66] ; [  8 148],[ 4.42105263 67.57894737] ; [  9.57894737 146.42105263],0
s2,1,0.354756,0.85637,[ 9 63] ; [ 27 129],[11.36842105 60.63157895] ; [ 24.63157895 131.36842105],0
s3,1,0.405901,0.690776,[21 50] ; [ 38 118],[18.45374449 52.54625551] ; [ 40.54625551 115.45374449],0
a4,1,0.454164,0.560239,[29 42] ; [ 56 101],[26.46929825 44.53070175] ; [58.53070175 98.46929825],0
u2,1,0.454268,0.55998,[12 18] ; [29 31],[13.66666667 16.33333333] ; [27.33333333 32.66666667],0
d1,1,0.462734,0.539273,[34 38] ; [66 91],[31.44104803 40.55895197] ; [68.55895197 88.44104803],0
a6,1,0.502687,0.44926,[43 29] ; [101  56],[45.27510917 26.72489083] ; [98.72489083 58.27510917],0
a3,1,0.52591,0.402288,[41 30] ; [97 59],[43.16299559 27.83700441] ; [94.83700441 61.16299559],0
