Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,28.705128,[45 27] ; [142  13],[59.31277533 12.68722467] ; [127.68722467  27.31277533],1
s5,1,0.572794,0.31803,[ 6 64] ; [ 17 137],[ 7.1875 62.8125] ; [ 15.8125 138.1875],0
p12,1,0.576828,0.31139,[ 1 71] ; [  1 154],[ 0.63436123 71.36563877] ; [  1.36563877 153.63436123],0
n5,1,0.590114,0.290166,[45 26] ; [93 63],[43.16299559 27.83700441] ; [94.83700441 61.16299559],0
a2,1,0.599997,0.275,[12 60] ; [ 22 135],[10.68995633 61.31004367] ; [ 23.31004367 133.68995633],0
s8,1,0.694593,0.154158,[ 7 65] ; [ 18 139],[ 7.86026201 64.13973799] ; [ 17.13973799 139.86026201],0
b3,1,0.697004,0.151608,[19 31] ; [27 51],[17.96875 32.03125] ; [28.03125 49.96875],0
b2,1,0.697004,0.151608,[19 31] ; [27 51],[17.96875 32.03125] ; [28.03125 49.96875],0
d4,1,0.717237,0.131155,[52 20] ; [109  47],[50.84210526 21.15789474] ; [110.15789474  45.84210526],0
b4,1,0.778015,0.079471,[38 34] ; [86 71],[38.98689956 33.01310044] ; [85.01310044 71.98689956],0
n2,1,0.824227,0.049333,[22 15] ; [26 16],[22.48101266 14.51898734] ; [25.51898734 16.48101266],0
u1,1,0.844629,0.038406,[ 7 65] ; [ 14 143],[ 6.60262009 65.39737991] ; [ 14.39737991 142.60262009],0
p5,1,0.893252,0.018007,[ 2 68] ; [  4 153],[ 1.85022026 68.14977974] ; [  4.14977974 152.85022026],0
a5,1,0.897456,0.016609,[42 30] ; [93 64],[42.44541485 29.55458515] ; [92.55458515 64.44541485],0
n4,1,0.922639,0.00943,[44 28] ; [97 60],[44.33187773 27.66812227] ; [96.66812227 60.33187773],0
a8,1,0.987264,0.000255,[ 7 64] ; [ 14 129],[ 6.96728972 64.03271028] ; [ 14.03271028 128.96728972],0
