Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,35.122411,[61 69] ; [106  23],[83.82239382 46.17760618] ; [83.17760618 45.82239382],1
v1,1,0.0,30.684849,[54 73] ; [98 30],[75.70196078 51.29803922] ; [76.29803922 51.70196078],1
n1,1,0.01556,5.851935,[19 13] ; [ 5 15],[14.76923077 17.23076923] ; [ 9.23076923 10.76923077],0
p7,1,0.018862,5.514295,[81 48] ; [94 29],[89.58333333 39.41666667] ; [85.41666667 37.58333333],0
s8,1,0.025918,4.961494,[88 45] ; [99 27],[96.02702703 36.97297297] ; [90.97297297 35.02702703],0
p11,1,0.026466,4.925304,[100  33] ; [111  18],[107.11068702  25.88931298] ; [103.88931298  25.11068702],0
p5,1,0.02675,4.906906,[ 16 116] ; [ 29 100],[ 22.75862069 109.24137931] ; [ 22.24137931 106.75862069],0
a1,1,0.033927,4.498367,[  6 127] ; [ 15 114],[ 10.66030534 122.33969466] ; [ 10.33969466 118.66030534],0
n4,1,0.041695,4.147552,[111  21] ; [119  10],[116.32183908  15.67816092] ; [113.67816092  15.32183908],0
n5,1,0.043607,4.071725,[103  29] ; [112  16],[109.15384615  22.84615385] ; [105.84615385  22.15384615],0
r4,1,0.048265,3.900718,[118  15] ; [123   6],[122.33969466  10.66030534] ; [118.66030534  10.33969466],0
n6,1,0.064319,3.422353,[116  16] ; [119   7],[120.23255814  11.76744186] ; [114.76744186  11.23255814],0
p8,1,0.088195,2.907018,[69 62] ; [79 46],[75.734375 55.265625] ; [72.265625 52.734375],0
p3,1,0.090659,2.862641,[72 60] ; [83 45],[78.69230769 53.30769231] ; [76.30769231 51.69230769],0
p12,1,0.111559,2.53199,[ 13 120] ; [ 21 107],[ 17.3256705 115.6743295] ; [ 16.6743295 111.3256705],0
s4,1,0.113371,2.506585,[34 97] ; [ 23 106],[ 28.71923077 102.28076923] ; [ 28.28076923 100.71923077],0
p1,1,0.136642,2.215372,[ 11 122] ; [ 18 110],[ 14.77777778 118.22222222] ; [ 14.22222222 113.77777778],0
p10,1,0.176496,1.826886,[112  21] ; [115  13],[115.6743295  17.3256705] ; [111.3256705  16.6743295],0
s3,1,0.19037,1.714748,[107  26] ; [92 33],[102.58527132  30.41472868] ; [96.41472868 28.58527132],0
d4,1,0.192584,1.697737,[129   4] ; [126   1],[130.44230769   2.55769231] ; [124.55769231   2.44230769],0
u4,1,0.287164,1.132871,[  3 130] ; [  6 123],[  4.56870229 128.43129771] ; [  4.43129771 124.56870229],0
r3,1,0.331481,0.943104,[127   6] ; [126   3],[128.43129771   4.56870229] ; [124.56870229   4.43129771],0
