Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,50.143611,[ 8 33] ; [66 11],[25.71186441 15.28813559] ; [48.28813559 28.71186441],1
r3,1,0.0,26.696543,[18 23] ; [68  9],[29.88135593 11.11864407] ; [56.11864407 20.88135593],1
v4,1,0.000196,13.871106,[22 19] ; [64 11],[30.39655172 10.60344828] ; [55.60344828 19.39655172],1
r2,1,0.000394,12.558573,[24 16] ; [68  9],[31.45299145  8.54700855] ; [60.54700855 16.45299145],1
p8,1,0.001756,9.788968,[ 6 33] ; [34 42],[13.56521739 25.43478261] ; [26.43478261 49.56521739],0
d5,1,0.006417,7.429312,[22 19] ; [60 17],[28.49152542 12.50847458] ; [53.50847458 23.49152542],0
p2,1,0.007755,7.089162,[18 21] ; [55 22],[24.54310345 14.45689655] ; [48.45689655 28.54310345],0
p11,1,0.01131,6.41597,[15 26] ; [47 30],[21.54237288 19.45762712] ; [40.45762712 36.54237288],0
p10,1,0.012716,6.208251,[12 27] ; [42 34],[18.31304348 20.68695652] ; [35.68695652 40.31304348],0
a5,1,0.012842,6.190786,[18 23] ; [52 25],[24.3220339 16.6779661] ; [45.6779661 31.3220339],0
n5,1,0.016633,5.734725,[24 17] ; [27 49],[17.87179487 23.12820513] ; [33.12820513 42.87179487],0
d3,1,0.021313,5.30098,[16 24] ; [48 29],[21.88034188 18.11965812] ; [42.11965812 34.88034188],0
d4,1,0.028358,4.806162,[22 19] ; [56 20],[27.33333333 13.66666667] ; [50.66666667 25.33333333],0
s4,1,0.034581,4.465741,[ 7 34] ; [ 4 73],[ 3.8220339 37.1779661] ; [ 7.1779661 69.8220339],0
a1,1,0.036392,4.378626,[ 6 35] ; [ 3 74],[ 3.12711864 37.87288136] ; [ 5.87288136 71.12711864],0
u3,1,0.03663,4.367512,[ 5 13] ; [15 10],[8.37209302 9.62790698] ; [11.62790698 13.37209302],0
p1,1,0.036771,4.360994,[ 7 34] ; [ 4 72],[ 3.85470085 37.14529915] ; [ 7.14529915 68.85470085],0
p4,1,0.048857,3.880256,[ 9 31] ; [31 45],[13.79310345 26.20689655] ; [26.20689655 49.79310345],0
v2,1,0.049695,3.85172,[11 29] ; [33 38],[15.85585586 24.14414414] ; [28.14414414 42.85585586],0
p3,1,0.055718,3.660464,[ 7 32] ; [27 50],[11.43103448 27.56896552] ; [22.56896552 54.43103448],0
s8,1,0.058157,3.58919,[ 3 38] ; [16 61],[ 6.60169492 34.39830508] ; [12.39830508 64.60169492],0
a7,1,0.059591,3.548727,[21 20] ; [53 24],[25.71186441 15.28813559] ; [48.28813559 28.71186441],0
u2,1,0.06827,3.324123,[ 8 10] ; [18  7],[10.88372093  7.11627907] ; [15.11627907  9.88372093],0
b5,1,0.070245,3.277282,[19 22] ; [49 28],[23.62711864 17.37288136] ; [44.37288136 32.62711864],0
b4,1,0.07475,3.175504,[18 23] ; [47 30],[22.58474576 18.41525424] ; [42.41525424 34.58474576],0
a6,1,0.102953,2.659186,[22 19] ; [53 24],[26.05932203 14.94067797] ; [48.94067797 28.05932203],0
b3,1,0.103557,2.649894,[11 14] ; [11 33],[ 7.97101449 17.02898551] ; [14.02898551 29.97101449],0
b2,1,0.103557,2.649894,[11 14] ; [11 33],[ 7.97101449 17.02898551] ; [14.02898551 29.97101449],0
b1,1,0.111178,2.537393,[26 15] ; [37 40],[21.88983051 19.11016949] ; [41.11016949 35.88983051],0
d1,1,0.114358,2.492946,[12 29] ; [34 43],[15.98305085 25.01694915] ; [30.01694915 46.98305085],0
d2,1,0.155875,2.013799,[21 20] ; [29 48],[17.37288136 23.62711864] ; [32.62711864 44.37288136],0
p7,1,0.157039,2.002512,[15 25] ; [38 36],[18.59649123 21.40350877] ; [34.40350877 39.59649123],0
a3,1,0.184914,1.757682,[23 18] ; [52 24],[26.28205128 14.71794872] ; [48.71794872 27.28205128],0
s6,1,0.185027,1.75678,[10 31] ; [28 49],[13.20338983 27.79661017] ; [24.79661017 52.20338983],0
n1,1,0.256641,1.286786,[ 9 10] ; [ 8 18],[ 7.17777778 11.82222222] ; [ 9.82222222 16.17777778],0
v1,1,0.272245,1.205403,[12 29] ; [30 46],[14.71794872 26.28205128] ; [27.28205128 48.71794872],0
s7,1,0.327472,0.958867,[ 5 34] ; [14 55],[ 6.86111111 32.13888889] ; [12.13888889 56.86111111],0
a8,1,0.340008,0.910402,[ 2 39] ; [ 7 63],[ 3.32432432 37.67567568] ; [ 5.67567568 64.32432432],0
n4,1,0.385284,0.753775,[20 21] ; [44 33],[22.23728814 18.76271186] ; [41.76271186 35.23728814],0
a2,1,0.399507,0.70981,[ 5 36] ; [14 63],[ 6.60169492 34.39830508] ; [12.39830508 64.60169492],0
p6,1,0.408748,0.68244,[ 8 30] ; [11 63],[ 6.44642857 31.55357143] ; [12.55357143 61.44642857],0
p9,1,0.487877,0.481206,[21 19] ; [45 31],[22.75862069 17.24137931] ; [43.24137931 32.75862069],0
s5,1,0.585426,0.297544,[ 4 36] ; [10 64],[ 4.9122807 35.0877193] ; [ 9.0877193 64.9122807],0
a4,1,0.599276,0.27609,[15 26] ; [32 45],[16.33050847 24.66949153] ; [30.66949153 46.33050847],0
s1,1,0.617998,0.248692,[ 3 37] ; [ 4 73],[ 2.39316239 37.60683761] ; [ 4.60683761 72.39316239],0
n3,1,0.651111,0.204503,[13  7] ; [14 10],[12.27272727  7.72727273] ; [14.72727273  9.27272727],0
n2,1,0.655254,0.19934,[11  9] ; [16 10],[11.73913043  8.26086957] ; [15.26086957 10.73913043],0
