Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,67.741332,[ 17 142] ; [96 86],[ 52.68914956 106.31085044] ; [ 60.31085044 121.68914956],1
s2,1,0.0,62.834562,[ 24 133] ; [104  78],[59.28023599 97.71976401] ; [ 68.71976401 113.28023599],1
s3,1,0.0,51.425605,[ 42 114] ; [119  61],[74.75 81.25] ; [86.25 93.75],1
s7,1,0.0,45.212503,[ 26 124] ; [93 81],[55.09259259 94.90740741] ; [ 63.90740741 110.09259259],1
r4,1,0.0,44.297256,[101  58] ; [169  13],[125.89442815  33.10557185] ; [144.10557185  37.89442815],1
s5,1,0.0,37.581741,[ 14 142] ; [ 68 112],[ 38.07142857 117.92857143] ; [ 43.92857143 136.07142857],1
v4,1,0.0,25.767779,[125  33] ; [176   6],[139.87647059  18.12352941] ; [161.12352941  20.87647059],1
p2,1,1e-06,25.01434,[96 61] ; [154  27],[116.12426036  40.87573964] ; [133.87573964  47.12426036],1
r1,1,1e-06,24.500908,[87 71] ; [145  36],[108.12979351  49.87020649] ; [123.87020649  57.12979351],1
p4,1,2e-06,22.46588,[ 57 101] ; [112  69],[78.76696165 79.23303835] ; [90.23303835 90.76696165],1
p9,1,2e-06,22.372161,[97 58] ; [154  27],[115.78869048  39.21130952] ; [135.21130952  45.78869048],1
p10,1,9e-06,19.746447,[90 67] ; [142  36],[108.72835821  48.27164179] ; [123.27164179  54.72835821],1
p5,1,2.3e-05,17.950423,[  5 150] ; [ 32 148],[ 17.11940299 137.88059701] ; [ 19.88059701 160.11940299],1
p7,1,2.3e-05,17.936961,[64 93] ; [112  63],[83.22891566 73.77108434] ; [92.77108434 82.22891566],1
r3,1,3.4e-05,17.186084,[123  35] ; [170  12],[136.15882353  21.84117647] ; [156.84117647  25.15882353],1
n6,1,4.3e-05,16.739853,[104  53] ; [155  27],[119.94985251  37.05014749] ; [139.05014749  42.94985251],1
n4,1,9.7e-05,15.197443,[99 60] ; [147  34],[115.04117647  43.95882353] ; [130.95882353  50.04117647],1
p6,1,0.000181,14.019277,[ 28 129] ; [ 65 115],[ 43.3264095 113.6735905] ; [ 49.6735905 130.3264095],1
p8,1,0.000409,12.490001,[ 52 105] ; [95 87],[68.07964602 88.92035398] ; [ 78.92035398 103.07964602],1
v1,1,0.001147,10.574066,[ 42 114] ; [78 99],[56.21621622 99.78378378] ; [ 63.78378378 113.21621622],0
p11,1,0.001456,10.13411,[95 64] ; [138  44],[108.64222874  50.35777126] ; [124.35777126  57.64222874],0
r2,1,0.001693,9.855438,[130  28] ; [168  12],[139.30177515  18.69822485] ; [158.69822485  21.30177515],0
p3,1,0.004816,7.947366,[ 48 110] ; [82 99],[60.5899705 97.4100295] ; [ 69.4100295 111.5899705],0
p12,1,0.005457,7.721556,[  2 155] ; [ 14 168],[  7.4100295 149.5899705] ; [  8.5899705 173.4100295],0
a5,1,0.005871,7.589372,[88 71] ; [127  55],[100.24926686  58.75073314] ; [114.75073314  67.24926686],0
n5,1,0.00925,6.773819,[99 59] ; [137  44],[109.99410029  48.00589971] ; [126.00589971  54.99410029],0
d4,1,0.01095,6.473377,[109  50] ; [145  35],[119.13274336  39.86725664] ; [134.86725664  45.13274336],0
v3,1,0.011198,6.433595,[ 20 133] ; [ 43 136],[ 29.03313253 123.96686747] ; [ 33.96686747 145.03313253],0
d3,1,0.023739,5.11357,[83 75] ; [117  64],[93.21533923 64.78466077] ; [106.78466077  74.21533923],0
d5,1,0.030071,4.705231,[104  55] ; [137  43],[113.03539823  45.96460177] ; [127.96460177  52.03539823],0
u1,1,0.041175,4.168784,[ 13 146] ; [ 28 154],[ 19.11730205 139.88269795] ; [ 21.88269795 160.11730205],0
a4,1,0.095824,2.773711,[ 57 101] ; [81 99],[64.50887574 93.49112426] ; [ 73.49112426 106.50887574],0
