Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.2e-05,18.03595,[37 22] ; [20 56],[24.91111111 34.08888889] ; [32.08888889 43.91111111],1
a3,1,0.00298,8.81971,[43 19] ; [35 44],[34.29787234 27.70212766] ; [43.70212766 35.29787234],0
r1,1,0.004591,8.033805,[50 12] ; [46 33],[42.21276596 19.78723404] ; [53.78723404 25.21276596],0
s4,1,0.006992,7.275147,[ 5 57] ; [20 58],[11.07142857 50.92857143] ; [13.92857143 64.07142857],0
p1,1,0.018389,5.558672,[12 50] ; [ 5 74],[ 7.4751773 54.5248227] ; [ 9.5248227 69.4751773],0
n5,1,0.020997,5.327038,[48 14] ; [46 32],[41.62857143 20.37142857] ; [52.37142857 25.62857143],0
b3,1,0.03789,4.309969,[21 23] ; [10 29],[16.43373494 27.56626506] ; [14.56626506 24.43373494],0
b2,1,0.03789,4.309969,[21 23] ; [10 29],[16.43373494 27.56626506] ; [14.56626506 24.43373494],0
p10,1,0.042819,4.102525,[50 11] ; [52 26],[44.76258993 16.23741007] ; [57.23741007 20.76258993],0
a5,1,0.069892,3.285555,[37 25] ; [35 44],[31.65957447 30.34042553] ; [40.34042553 38.65957447],0
n4,1,0.076607,3.135458,[44 18] ; [44 34],[38.97142857 23.02857143] ; [49.02857143 28.97142857],0
r4,1,0.08227,3.019472,[53  9] ; [58 21],[48.80851064 13.19148936] ; [62.19148936 16.80851064],0
d1,1,0.085359,2.959792,[ 7 55] ; [ 3 76],[ 4.39716312 57.60283688] ; [ 5.60283688 73.39716312],0
a2,1,0.097733,2.742154,[ 8 54] ; [ 4 75],[ 5.27659574 56.72340426] ; [ 6.72340426 72.27659574],0
r2,1,0.102752,2.662303,[56  5] ; [65 14],[52.72142857  8.27857143] ; [68.27857143 10.72142857],0
s7,1,0.133155,2.255331,[33 28] ; [30 43],[28.67910448 32.32089552] ; [34.32089552 38.67910448],0
d4,1,0.161325,1.961757,[36 26] ; [36 42],[31.88571429 30.11428571] ; [40.11428571 37.88571429],0
v3,1,0.164824,1.929398,[22 40] ; [19 58],[18.28776978 43.71223022] ; [22.71223022 54.28776978],0
s8,1,0.170797,1.875931,[26 36] ; [24 54],[22.14285714 39.85714286] ; [27.85714286 50.14285714],0
s6,1,0.171982,1.865577,[39 23] ; [39 37],[35.04347826 26.95652174] ; [42.95652174 33.04347826],0
p5,1,0.188317,1.730732,[10 52] ; [ 7 72],[ 7.4751773 54.5248227] ; [ 9.5248227 69.4751773],0
d3,1,0.188573,1.728731,[32 30] ; [32 47],[28.14184397 33.85815603] ; [35.85815603 43.14184397],0
n2,1,0.200825,1.636364,[10  2] ; [15  9],[8.33333333 3.66666667] ; [16.66666667  7.33333333],0
s1,1,0.203209,1.619156,[ 3 58] ; [ 1 77],[ 1.75539568 59.24460432] ; [ 2.24460432 75.75539568],0
r3,1,0.209065,1.577891,[56  5] ; [67 12],[53.59285714  7.40714286] ; [69.40714286  9.59285714],0
d2,1,0.226437,1.463102,[18 44] ; [16 63],[14.95035461 47.04964539] ; [19.04964539 59.95035461],0
a1,1,0.252369,1.31014,[ 4 58] ; [ 2 77],[ 2.63829787 59.36170213] ; [ 3.36170213 75.63829787],0
p9,1,0.255771,1.291502,[53  9] ; [60 17],[50.4028777 11.5971223] ; [62.5971223 14.4028777],0
n3,1,0.306136,1.047273,[7 5] ; [18  6],[8.33333333 3.66666667] ; [16.66666667  7.33333333],0
b1,1,0.349382,0.875702,[30 32] ; [32 47],[27.26241135 34.73758865] ; [34.73758865 44.26241135],0
n6,1,0.38954,0.740377,[50 11] ; [60 19],[47.92857143 13.07142857] ; [62.07142857 16.92857143],0
a4,1,0.403713,0.69724,[16 45] ; [16 63],[13.94285714 47.05714286] ; [18.05714286 60.94285714],0
s3,1,0.423859,0.639591,[38 24] ; [42 35],[35.68345324 26.31654676] ; [44.31654676 32.68345324],0
s5,1,0.428046,0.62812,[14 47] ; [22 54],[16.02919708 44.97080292] ; [19.97080292 56.02919708],0
u3,1,0.432051,0.617302,[10  9] ; [18 25],[ 8.58064516 10.41935484] ; [19.41935484 23.58064516],0
p11,1,0.439183,0.598416,[49 13] ; [58 21],[47.04964539 14.95035461] ; [59.95035461 19.04964539],0
s2,1,0.495633,0.464274,[29 32] ; [33 46],[27.01428571 33.98571429] ; [34.98571429 44.01428571],0
p4,1,0.542379,0.371148,[35 27] ; [40 38],[33.21428571 28.78571429] ; [41.78571429 36.21428571],0
p8,1,0.571627,0.319968,[35 26] ; [41 37],[33.35251799 27.64748201] ; [42.64748201 35.35251799],0
u1,1,0.591587,0.287873,[ 2 60] ; [ 4 75],[ 2.63829787 59.36170213] ; [ 3.36170213 75.63829787],0
n1,1,0.598725,0.276923,[4 8] ; [ 6 18],[3.33333333 8.66666667] ; [ 6.66666667 17.33333333],0
a6,1,0.604164,0.268761,[38 24] ; [45 34],[36.4964539 25.5035461] ; [46.5035461 32.4964539],0
u2,1,0.632158,0.229146,[10  8] ; [21 22],[9.14754098 8.85245902] ; [21.85245902 21.14754098],0
v4,1,0.685845,0.163621,[56  5] ; [73  5],[56.61151079  4.38848921] ; [72.38848921  5.61151079],0
p12,1,0.705788,0.142521,[ 5 57] ; [ 5 73],[ 4.42857143 57.57142857] ; [ 5.57142857 72.42857143],0
a8,1,0.786673,0.073243,[ 7 49] ; [ 8 65],[ 6.51162791 49.48837209] ; [ 8.48837209 64.51162791],0
p6,1,0.795554,0.067136,[20 40] ; [28 51],[20.71942446 39.28057554] ; [27.28057554 51.71942446],0
p3,1,0.862162,0.030145,[25 37] ; [33 46],[25.5035461 36.4964539] ; [32.4964539 46.5035461],0
b5,1,0.864085,0.029302,[36 26] ; [47 32],[36.4964539 25.5035461] ; [46.5035461 32.4964539],0
b4,1,0.89544,0.017272,[36 26] ; [45 34],[35.61702128 26.38297872] ; [45.38297872 33.61702128],0
a7,1,0.948857,0.004114,[38 24] ; [48 31],[37.81560284 24.18439716] ; [48.18439716 30.81560284],0
p7,1,0.966604,0.001753,[41 21] ; [50 26],[40.88405797 21.11594203] ; [50.11594203 25.88405797],0
