Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,108.507422,[227  71] ; [ 4 58],[191.21666667 106.78333333] ; [39.78333333 22.21666667],1
d3,1,0.0,66.282061,[230  68] ; [15 47],[202.80555556  95.19444444] ; [42.19444444 19.80555556],1
d5,1,0.0,63.348092,[275  23] ; [33 29],[254.95555556  43.04444444] ; [53.04444444  8.95555556],1
a3,1,1e-06,24.193606,[243  53] ; [33 29],[228.20111732  67.79888268] ; [47.79888268 14.20111732],1
u1,1,5.6e-05,16.237281,[ 87 211] ; [ 3 59],[ 74.5 223.5] ; [15.5 46.5],1
s2,1,5.7e-05,16.190573,[179 115] ; [20 41],[164.8056338 129.1943662] ; [34.1943662 26.8056338],1
a5,1,6.4e-05,15.96895,[246  52] ; [37 25],[234.26111111  63.73888889] ; [48.73888889 13.26111111],1
d2,1,0.000126,14.697072,[175 122] ; [20 42],[161.32311978 135.67688022] ; [33.67688022 28.32311978],1
a2,1,0.00014,14.508635,[ 95 203] ; [ 5 57],[ 82.77777778 215.22222222] ; [17.22222222 44.77777778],1
a4,1,0.000311,13.004918,[161 136] ; [18 44],[148.08635097 148.91364903] ; [30.91364903 31.08635097],1
p2,1,0.001126,10.607406,[269  28] ; [47 15],[261.42618384  35.57381616] ; [54.57381616  7.42618384],0
p10,1,0.007186,7.225967,[273  24] ; [50 12],[267.21727019  29.78272981] ; [55.78272981  6.21727019],0
s7,1,0.00902,6.818914,[178 103] ; [25 31],[169.26706231 111.73293769] ; [33.73293769 22.26706231],0
s5,1,0.013046,6.162864,[125 159] ; [16 44],[116.40697674 167.59302326] ; [24.59302326 35.40697674],0
s6,1,0.023053,5.164539,[218  71] ; [36 23],[210.93678161  78.06321839] ; [43.06321839 15.93678161],0
v1,1,0.023826,5.107282,[195  96] ; [31 29],[187.36752137 103.63247863] ; [38.63247863 21.36752137],0
s8,1,0.02582,4.968024,[167 128] ; [25 36],[159.1011236 135.8988764] ; [32.8988764 28.1011236],0
p4,1,0.027682,4.847764,[255  43] ; [46 16],[249.16111111  48.83888889] ; [51.83888889 10.16111111],0
r2,1,0.029061,4.763972,[286  10] ; [56  6],[282.77094972  13.22905028] ; [59.22905028  2.77094972],0
r1,1,0.043457,4.077547,[251  46] ; [45 16],[245.56424581  51.43575419] ; [50.43575419 10.56424581],0
p9,1,0.048541,3.891169,[276  21] ; [52  9],[272.11173184  24.88826816] ; [55.88826816  5.11173184],0
n4,1,0.097672,2.743156,[278  20] ; [54  8],[274.82222222  23.17777778] ; [57.17777778  4.82222222],0
p8,1,0.099372,2.715586,[206  89] ; [36 25],[200.53370787  94.46629213] ; [41.46629213 19.53370787],0
b4,1,0.103456,2.651438,[173 125] ; [29 33],[167.21111111 130.78888889] ; [34.78888889 27.21111111],0
a1,1,0.104116,2.64133,[ 21 277] ; [ 1 61],[ 18.21111111 279.78888889] ; [ 3.78888889 58.21111111],0
n6,1,0.121165,2.402199,[283  14] ; [56  6],[280.454039  16.545961] ; [58.545961  3.454039],0
u3,1,0.13587,2.224117,[34 21] ; [13 16],[30.77380952 24.22619048] ; [16.22619048 12.77380952],0
b2,1,0.140449,2.173029,[ 87 107] ; [14 29],[ 82.67510549 111.32489451] ; [18.32489451 24.67510549],0
b3,1,0.140449,2.173029,[ 87 107] ; [14 29],[ 82.67510549 111.32489451] ; [18.32489451 24.67510549],0
a6,1,0.150809,2.064048,[214  83] ; [39 23],[209.30640669  87.69359331] ; [43.69359331 18.30640669],0
s3,1,0.163955,1.937364,[183 112] ; [32 29],[178.16011236 116.83988764] ; [36.83988764 24.16011236],0
v2,1,0.207989,1.585369,[188 103] ; [33 26],[183.74571429 107.25428571] ; [37.25428571 21.74571429],0
u2,1,0.208315,1.583095,[32 22] ; [13 16],[29.27710843 24.72289157] ; [15.72289157 13.27710843],0
p6,1,0.219638,1.506736,[149 146] ; [26 36],[144.60784314 150.39215686] ; [30.39215686 31.60784314],0
a8,1,0.253883,1.301811,[ 43 221] ; [ 6 52],[ 40.17391304 223.82608696] ; [ 8.82608696 49.17391304],0
v3,1,0.272954,1.20184,[145 143] ; [26 35],[141.11174785 146.88825215] ; [29.88825215 31.11174785],0
p12,1,0.28948,1.12204,[ 38 257] ; [ 5 57],[ 35.53221289 259.46778711] ; [ 7.46778711 54.53221289],0
v4,1,0.328328,0.95548,[285  11] ; [58  4],[283.59776536  12.40223464] ; [59.40223464  2.59776536],0
a7,1,0.335122,0.929005,[219  78] ; [42 20],[215.92479109  81.07520891] ; [45.07520891 16.92479109],0
s1,1,0.375517,0.785325,[  8 288] ; [ 3 59],[  9.09497207 286.90502793] ; [ 1.90502793 60.09497207],0
p7,1,0.600028,0.274953,[228  67] ; [46 16],[226.41456583  68.58543417] ; [47.58543417 14.41456583],0
b1,1,0.63288,0.228175,[130 168] ; [25 37],[128.30555556 169.69444444] ; [26.69444444 35.30555556],0
n3,1,0.635696,0.224416,[32 12] ; [8 2],[32.59259259 11.40740741] ; [7.40740741 2.59259259],0
p11,1,0.656833,0.197393,[253  45] ; [54  8],[254.12777778  43.87222222] ; [52.87222222  9.12777778],0
r4,1,0.702962,0.145408,[278  20] ; [57  5],[277.30555556  20.69444444] ; [57.69444444  4.30555556],0
b5,1,0.712839,0.135458,[171 127] ; [34 28],[169.69444444 128.30555556] ; [35.30555556 26.69444444],0
p5,1,0.725136,0.123625,[ 63 232] ; [12 50],[ 61.97478992 233.02521008] ; [13.02521008 48.97478992],0
r3,1,0.783289,0.075644,[283  12] ; [59  3],[282.60504202  12.39495798] ; [59.39495798  2.60504202],0
s4,1,0.800173,0.064071,[ 51 241] ; [10 52],[ 50.31638418 241.68361582] ; [10.68361582 51.31638418],0
n2,1,0.85146,0.035065,[34 10] ; [8 2],[34.22222222  9.77777778] ; [7.77777778 2.22222222],0
p1,1,0.864391,0.029168,[ 36 261] ; [ 8 54],[ 36.40111421 260.59888579] ; [ 7.59888579 54.40111421],0
n1,1,0.896694,0.016858,[21 23] ; [5 5],[21.18518519 22.81481481] ; [4.81481481 5.18518519],0
