Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,127.863964,[251 117] ; [ 3 91],[202.32034632 165.67965368] ; [51.67965368 42.32034632],1
d3,1,0.0,88.388325,[280  88] ; [23 71],[241.35064935 126.64935065] ; [61.64935065 32.35064935],1
d5,1,0.0,58.913283,[315  53] ; [46 48],[287.54978355  80.45021645] ; [73.45021645 20.54978355],1
a5,1,0.0,36.755413,[291  77] ; [45 49],[267.63636364 100.36363636] ; [68.36363636 25.63636364],1
a3,1,0.0,33.500023,[278  90] ; [42 52],[254.89177489 113.10822511] ; [65.10822511 28.89177489],1
d2,1,2e-06,22.443228,[190 177] ; [23 71],[169.56832972 197.43167028] ; [43.43167028 50.56832972],1
a4,1,1.3e-05,18.984627,[169 198] ; [20 74],[150.46203905 216.53796095] ; [38.53796095 55.46203905],1
u1,1,6.7e-05,15.906216,[ 69 299] ; [ 2 92],[ 56.55411255 311.44588745] ; [14.44588745 79.55411255],1
a7,1,0.000175,14.084024,[276  92] ; [52 42],[261.26406926 106.73593074] ; [66.73593074 27.26406926],1
b2,1,0.000208,13.753716,[ 88 140] ; [ 7 49],[ 76.26760563 151.73239437] ; [18.73239437 37.26760563],1
b3,1,0.000208,13.753716,[ 88 140] ; [ 7 49],[ 76.26760563 151.73239437] ; [18.73239437 37.26760563],1
r1,1,0.000257,13.359208,[303  63] ; [61 32],[290.24836601  75.75163399] ; [73.75163399 19.24836601],1
a6,1,0.000725,11.423236,[273  95] ; [53 41],[259.67099567 108.32900433] ; [66.32900433 27.67099567],1
v2,1,0.00082,11.19631,[211 140] ; [35 52],[197.1369863 153.8630137] ; [48.8630137 38.1369863],1
a2,1,0.000868,11.089724,[ 89 279] ; [ 8 86],[ 77.26406926 290.73593074] ; [19.73593074 74.26406926],1
s2,1,0.003985,8.290511,[173 191] ; [28 63],[160.8 203.2] ; [40.2 50.8],0
v3,1,0.014555,5.969523,[141 209] ; [24 67],[130.95238095 219.04761905] ; [34.04761905 56.95238095],0
r3,1,0.015259,5.886357,[356  11] ; [85  8],[351.84130435  15.15869565] ; [89.15869565  3.84130435],0
p4,1,0.017555,5.640013,[186 179] ; [35 59],[175.74074074 189.25925926] ; [45.25925926 48.74074074],0
s7,1,0.01992,5.418887,[157 197] ; [27 61],[147.36651584 206.63348416] ; [36.63348416 51.36651584],0
s4,1,0.021982,5.24717,[ 44 320] ; [20 74],[ 50.86462882 313.13537118] ; [13.13537118 80.86462882],0
u2,1,0.031106,4.647123,[57 31] ; [24 28],[50.91428571 37.08571429] ; [30.08571429 21.91428571],0
n3,1,0.033355,4.527461,[54 21] ; [24  2],[57.92079208 17.07920792] ; [20.07920792  5.92079208],0
s5,1,0.035543,4.418893,[105 252] ; [17 75],[ 97.00222717 259.99777283] ; [24.99777283 67.00222717],0
p9,1,0.037543,4.325596,[316  47] ; [73 20],[309.66447368  53.33552632] ; [79.33552632 13.66447368],0
a8,1,0.044268,4.046301,[ 52 284] ; [ 6 79],[ 46.28978622 289.71021378] ; [11.71021378 73.28978622],0
r4,1,0.058532,3.578502,[331  37] ; [78 16],[325.78354978  42.21645022] ; [83.21645022 10.78354978],0
s1,1,0.064603,3.415087,[  7 355] ; [ 5 88],[  9.54725275 352.45274725] ; [ 2.45274725 90.54725275],0
u3,1,0.083923,2.987246,[55 35] ; [24 28],[50.07042254 39.92957746] ; [28.92957746 23.07042254],0
n4,1,0.090877,2.858766,[281  86] ; [64 30],[274.65292842  92.34707158] ; [70.34707158 23.65292842],0
r2,1,0.091785,2.842784,[339  24] ; [82 11],[335.13815789  27.86184211] ; [85.86184211  7.13815789],0
b4,1,0.136357,2.2186,[223 145] ; [49 45],[216.65800866 151.34199134] ; [55.34199134 38.65800866],0
p2,1,0.149782,2.074465,[304  63] ; [71 22],[299.18478261  67.81521739] ; [75.81521739 17.18478261],0
s8,1,0.160515,1.969368,[143 223] ; [29 64],[137.1503268 228.8496732] ; [34.8496732 58.1503268],0
p10,1,0.181378,1.786293,[312  54] ; [74 19],[307.79084967  58.20915033] ; [78.20915033 14.79084967],0
p12,1,0.213727,1.545998,[ 24 341] ; [ 3 91],[ 21.47058824 343.52941176] ; [ 5.52941176 88.47058824],0
p5,1,0.220688,1.499891,[ 29 334] ; [ 4 89],[ 26.26973684 336.73026316] ; [ 6.73026316 86.26973684],0
n6,1,0.226483,1.462813,[310  55] ; [75 19],[306.1546841  58.8453159] ; [78.8453159 15.1546841],0
n2,1,0.283433,1.150553,[55 19] ; [22  4],[56.98 17.02] ; [20.02  5.98],0
