Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,24.70535,[53 18] ; [10 29],[40.66363636 30.33636364] ; [22.33636364 16.66363636],1
a6,1,9e-06,19.760645,[55 17] ; [13 26],[44.10810811 27.89189189] ; [23.89189189 15.10810811],1
d5,1,0.001351,10.271522,[55 17] ; [18 21],[47.35135135 24.64864865] ; [25.64864865 13.35135135],0
b5,1,0.004878,7.92396,[50 23] ; [16 23],[43.01785714 29.98214286] ; [22.98214286 16.01785714],0
d4,1,0.00505,7.861402,[58 14] ; [21 17],[51.70909091 20.29090909] ; [27.29090909 10.70909091],0
b3,1,0.008297,6.96813,[ 6 29] ; [11 11],[10.43859649 24.56140351] ; [ 6.56140351 15.43859649],0
b2,1,0.008297,6.96813,[ 6 29] ; [11 11],[10.43859649 24.56140351] ; [ 6.56140351 15.43859649],0
p8,1,0.012912,6.181133,[22 48] ; [ 4 35],[16.69724771 53.30275229] ; [ 9.30275229 29.69724771],0
p9,1,0.023395,5.138942,[45 26] ; [15 22],[39.44444444 31.55555556] ; [20.55555556 16.44444444],0
r3,1,0.023592,5.124368,[57 15] ; [23 16],[51.89189189 20.10810811] ; [28.10810811 10.89189189],0
b1,1,0.095769,2.774626,[31 42] ; [23 16],[35.19642857 37.80357143] ; [18.80357143 20.19642857],0
a3,1,0.102238,2.670274,[50 22] ; [21 18],[46.05405405 25.94594595] ; [24.94594595 14.05405405],0
p10,1,0.158471,1.988755,[37 34] ; [14 23],[33.52777778 37.47222222] ; [17.47222222 19.52777778],0
a5,1,0.159093,1.982822,[42 31] ; [17 22],[38.45535714 34.54464286] ; [20.54464286 18.45535714],0
v4,1,0.171182,1.872562,[58 15] ; [25 12],[55.08181818 17.91818182] ; [27.91818182  9.08181818],0
a1,1,0.173352,1.853717,[ 4 69] ; [ 5 34],[ 5.86607143 67.13392857] ; [ 3.13392857 35.86607143],0
s4,1,0.207735,1.587145,[10 63] ; [ 9 30],[12.38392857 60.61607143] ; [ 6.61607143 32.38392857],0
d2,1,0.237895,1.393024,[25 47] ; [18 21],[27.89189189 44.10810811] ; [15.10810811 23.89189189],0
u3,1,0.262305,1.25655,[13 10] ; [ 7 11],[11.2195122 11.7804878] ; [8.7804878 9.2195122],0
n4,1,0.265776,1.23842,[35 38] ; [23 16],[37.80357143 35.19642857] ; [20.19642857 18.80357143],0
p6,1,0.267131,1.231418,[11 59] ; [ 3 34],[ 9.1588785 60.8411215] ; [ 4.8411215 32.1588785],0
r1,1,0.313755,1.014803,[50 23] ; [23 16],[47.58035714 25.41964286] ; [25.41964286 13.58035714],0
u1,1,0.337305,0.920647,[ 5 68] ; [ 1 38],[ 3.91071429 69.08928571] ; [ 2.08928571 36.91071429],0
