Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,37.03407,[107  67] ; [23 76],[82.85714286 91.14285714] ; [47.14285714 51.85714286],1
v1,1,0.0,25.892749,[133  43] ; [44 54],[113.69343066  62.30656934] ; [63.30656934 34.69343066],1
p7,1,0.008193,6.990777,[144  33] ; [68 33],[134.97841727  42.02158273] ; [77.02158273 23.97841727],0
s4,1,0.008828,6.857373,[ 26 150] ; [28 73],[ 34.31046931 141.68953069] ; [19.68953069 81.31046931],0
a5,1,0.008941,6.834603,[162  17] ; [81 21],[154.79359431  24.20640569] ; [88.20640569 13.79359431],0
n2,1,0.00956,6.715097,[21  2] ; [14 10],[17.12765957  5.87234043] ; [17.87234043  6.12765957],0
a6,1,0.012804,6.196026,[138  40] ; [65 37],[129.05  48.95] ; [73.95 28.05],0
a8,1,0.017803,5.615436,[ 27 130] ; [ 6 85],[ 20.89112903 136.10887097] ; [12.10887097 78.89112903],0
s1,1,0.024669,5.046959,[  3 175] ; [ 7 95],[  6.35714286 171.64285714] ; [ 3.64285714 98.35714286],0
a2,1,0.037461,4.329332,[ 75 104] ; [30 72],[ 66.886121 112.113879] ; [38.113879 63.886121],0
p2,1,0.060124,3.533972,[164  15] ; [86 16],[159.25266904  19.74733096] ; [90.74733096 11.25266904],0
v4,1,0.114713,2.488066,[174   4] ; [96  6],[171.64285714   6.35714286] ; [98.35714286  3.64285714],0
n3,1,0.123413,2.373463,[19  4] ; [15  9],[16.63829787  6.36170213] ; [17.36170213  6.63829787],0
a7,1,0.12355,2.371733,[141  38] ; [72 30],[135.68327402  43.31672598] ; [77.31672598 24.68327402],0
p12,1,0.134028,2.245221,[ 27 151] ; [ 9 92],[ 22.96774194 155.03225806] ; [13.03225806 87.96774194],0
b4,1,0.163997,1.936981,[110  69] ; [54 48],[104.46975089  74.53024911] ; [59.53024911 42.46975089],0
d2,1,0.187899,1.734012,[139  40] ; [72 30],[134.40925267  44.59074733] ; [76.59074733 25.40925267],0
a3,1,0.20894,1.578757,[153  25] ; [81 20],[149.29032258  28.70967742] ; [84.70967742 16.29032258],0
r4,1,0.211472,1.561318,[170   9] ; [93  9],[167.53380783  11.46619217] ; [95.46619217  6.53380783],0
