Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,9e-06,19.670931,[25  7] ; [44 83],[13.88679245 18.11320755] ; [55.11320755 71.88679245],1
p3,1,2.8e-05,17.531712,[20 12] ; [31 98],[10.13664596 21.86335404] ; [40.86335404 88.13664596],1
s7,1,0.00079,11.265522,[13 15] ; [ 21 102],[ 6.30463576 21.69536424] ; [27.69536424 95.30463576],1
p2,1,0.002254,9.329938,[25  7] ; [62 67],[17.29192547 14.70807453] ; [69.70807453 59.29192547],0
p4,1,0.006452,7.41952,[18 14] ; [39 89],[11.4 20.6] ; [45.6 82.4],0
p8,1,0.010452,6.556226,[15 17] ; [31 98],[ 9.14285714 22.85714286] ; [36.85714286 92.14285714],0
r3,1,0.019514,5.454826,[28  3] ; [90 39],[22.8625  8.1375] ; [95.1375 33.8625],0
p10,1,0.021736,5.266769,[19 13] ; [47 80],[13.28301887 18.71698113] ; [52.71698113 74.28301887],0
s2,1,0.022253,5.225907,[15 17] ; [34 96],[ 9.67901235 22.32098765] ; [39.32098765 90.67901235],0
n3,1,0.028536,4.795369,[9 1] ; [28 25],[5.87301587 4.12698413] ; [31.12698413 21.87301587],0
r4,1,0.03315,4.538035,[25  7] ; [75 55],[19.75308642 12.24691358] ; [80.24691358 49.75308642],0
r2,1,0.033228,4.533986,[31  1] ; [103  23],[27.13924051  4.86075949] ; [106.86075949  19.13924051],0
d2,1,0.046366,3.968254,[19 13] ; [51 77],[14. 18.] ; [56. 72.],0
n6,1,0.055421,3.669374,[23  9] ; [68 60],[18.2 13.8] ; [72.8 55.2],0
u2,1,0.060998,3.51003,[8 5] ; [18 36],[5.04477612 7.95522388] ; [20.95522388 33.04477612],0
n4,1,0.083715,2.991253,[23  9] ; [71 58],[18.68322981 13.31677019] ; [75.31677019 53.68322981],0
p9,1,0.095373,2.781268,[20 12] ; [57 67],[15.79487179 16.20512821] ; [61.20512821 62.79487179],0
s3,1,0.107466,2.591093,[17 15] ; [48 80],[13. 19.] ; [52. 76.],0
v2,1,0.108673,2.573417,[15 17] ; [39 84],[11.1483871 20.8516129] ; [42.8516129 80.1483871],0
n5,1,0.130461,2.287016,[21 10] ; [68 61],[17.24375 13.75625] ; [71.75625 57.24375],0
n2,1,0.132954,2.257664,[8 2] ; [30 25],[5.84615385 4.15384615] ; [32.15384615 22.84615385],0
a4,1,0.14416,2.132982,[16 16] ; [46 82],[12.4 19.6] ; [49.6 78.4],0
r1,1,0.145314,2.120766,[23  9] ; [74 54],[19.4 12.6] ; [77.6 50.4],0
s5,1,0.159992,1.974302,[ 8 22] ; [ 20 107],[ 5.35031847 24.64968153] ; [ 22.64968153 104.35031847],0
d1,1,0.206247,1.597578,[17 15] ; [53 77],[13.82716049 18.17283951] ; [56.17283951 73.82716049],0
s6,1,0.218777,1.512375,[17 15] ; [53 76],[13.91304348 18.08695652] ; [56.08695652 72.91304348],0
a6,1,0.249804,1.324397,[20 12] ; [66 63],[17.0931677 14.9068323] ; [68.9068323 60.0931677],0
v4,1,0.260583,1.265656,[27  5] ; [96 32],[24.6  7.4] ; [98.4 29.6],0
u3,1,0.267312,1.23049,[7 6] ; [20 34],[5.23880597 7.76119403] ; [21.76119403 32.23880597],0
s4,1,0.292036,1.11021,[ 8 24] ; [ 22 108],[ 5.92592593 26.07407407] ; [ 24.07407407 105.92592593],0
p1,1,0.292362,1.10871,[ 3 29] ; [  6 124],[ 1.77777778 30.22222222] ; [  7.22222222 122.77777778],0
b4,1,0.305865,1.048447,[14 18] ; [70 60],[16.59259259 15.40740741] ; [67.40740741 62.59259259],0
a8,1,0.333449,0.935458,[ 1 27] ; [ 11 110],[ 2.25503356 25.74496644] ; [  9.74496644 111.25503356],0
s1,1,0.401275,0.704501,[ 4 28] ; [ 10 118],[ 2.8 29.2] ; [ 11.2 116.8],0
b5,1,0.403894,0.696701,[22 10] ; [79 51],[19.95061728 12.04938272] ; [81.04938272 48.95061728],0
p5,1,0.405268,0.692641,[ 2 30] ; [  4 124],[ 1.2 30.8] ; [  4.8 123.2],0
a7,1,0.437851,0.601909,[22  9] ; [82 47],[20.15 10.85] ; [83.85 45.15],0
u1,1,0.480177,0.498462,[ 4 28] ; [ 11 119],[ 2.96296296 29.03703704] ; [ 12.03703704 117.96296296],0
d3,1,0.48037,0.498024,[20 10] ; [77 52],[18.30188679 11.69811321] ; [78.69811321 50.30188679],0
v3,1,0.527051,0.400074,[ 7 24] ; [35 89],[ 8.4 22.6] ; [33.6 90.4],0
b1,1,0.578312,0.308971,[18 14] ; [66 64],[16.59259259 15.40740741] ; [67.40740741 62.59259259],0
a2,1,0.585308,0.297732,[ 7 25] ; [ 23 107],[ 5.92592593 26.07407407] ; [ 24.07407407 105.92592593],0
a1,1,0.590872,0.288985,[ 2 30] ; [ 12 118],[ 2.7654321 29.2345679] ; [ 11.2345679 118.7654321],0
d4,1,0.595307,0.282132,[22 10] ; [94 34],[23.2  8.8] ; [92.8 35.2],0
d5,1,0.705228,0.14309,[22  9] ; [87 42],[21.11875  9.88125] ; [87.88125 41.11875],0
b2,1,0.722943,0.125691,[ 6 10] ; [22 45],[ 5.39759036 10.60240964] ; [22.60240964 44.39759036],0
b3,1,0.722943,0.125691,[ 6 10] ; [22 45],[ 5.39759036 10.60240964] ; [22.60240964 44.39759036],0
a3,1,0.759136,0.094013,[19 12] ; [74 53],[18.24683544 12.75316456] ; [74.75316456 52.24683544],0
n1,1,0.802533,0.062535,[4 6] ; [19 34],[3.65079365 6.34920635] ; [19.34920635 33.65079365],0
v1,1,0.911047,0.012481,[11 21] ; [43 86],[10.73291925 21.26708075] ; [43.26708075 85.73291925],0
a5,1,0.925115,0.008835,[19 13] ; [76 54],[18.7654321 13.2345679] ; [76.2345679 53.7654321],0
